Time,TB3m,Eudollar
31-May-1983,8.63,9.44
01-Jun-1983,8.58,9.63
02-Jun-1983,8.5,9.44
03-Jun-1983,8.55,9.38
06-Jun-1983,8.64,9.56
07-Jun-1983,8.82,9.69
08-Jun-1983,8.83,9.81
09-Jun-1983,8.74,9.75
10-Jun-1983,8.78,9.63
13-Jun-1983,8.7,9.44
14-Jun-1983,8.73,9.5
15-Jun-1983,8.72,9.69
16-Jun-1983,8.65,9.63
17-Jun-1983,8.69,9.56
20-Jun-1983,8.96,9.63
21-Jun-1983,8.95,9.88
22-Jun-1983,8.97,9.81
23-Jun-1983,8.93,9.75
24-Jun-1983,9.04,9.69
27-Jun-1983,9.03,9.75
28-Jun-1983,8.98,10
29-Jun-1983,8.85,9.75
30-Jun-1983,8.79,9.69
01-Jul-1983,8.73,9.63
04-Jul-1983,8.73,9.88
05-Jul-1983,9.02,9.88
06-Jul-1983,9.02,9.88
07-Jul-1983,9.1,9.88
08-Jul-1983,9.12,10.06
11-Jul-1983,9.04,10.06
12-Jul-1983,9.14,10.06
13-Jul-1983,9.1,10.19
14-Jul-1983,9.08,10.06
15-Jul-1983,9.14,10.13
18-Jul-1983,9.11,10.06
19-Jul-1983,9.14,10.06
20-Jul-1983,9.07,9.88
21-Jul-1983,9.07,9.88
22-Jul-1983,9.09,10
25-Jul-1983,9.07,10.19
26-Jul-1983,9.11,10.06
27-Jul-1983,9.07,10.06
28-Jul-1983,9.17,10
29-Jul-1983,9.22,10.19
01-Aug-1983,9.27,10.38
02-Aug-1983,9.49,10.5
03-Aug-1983,9.39,10.44
04-Aug-1983,9.43,10.25
05-Aug-1983,9.45,10.56
08-Aug-1983,9.5,10.56
09-Aug-1983,9.53,10.56
10-Aug-1983,9.56,10.56
11-Aug-1983,9.52,10.56
12-Aug-1983,9.49,10.44
15-Aug-1983,9.4,10.25
16-Aug-1983,9.4,10.19
17-Aug-1983,9.32,10.06
18-Aug-1983,9.3,10
19-Aug-1983,9.31,10.19
22-Aug-1983,9.16,10.06
23-Aug-1983,9.19,9.94
24-Aug-1983,9.12,10
25-Aug-1983,9.1,9.94
26-Aug-1983,9.16,10.06
29-Aug-1983,9.25,10.19
30-Aug-1983,9.3,10.19
31-Aug-1983,9.26,10.25
01-Sep-1983,9.22,10.19
02-Sep-1983,9.27,10.25
05-Sep-1983,9.27,10.13
06-Sep-1983,9.18,10.06
07-Sep-1983,9.1,10.06
08-Sep-1983,9.11,10
09-Sep-1983,9.13,10
12-Sep-1983,9.05,9.81
13-Sep-1983,9.08,9.88
14-Sep-1983,9.11,9.88
15-Sep-1983,9.1,9.94
16-Sep-1983,9.07,10
19-Sep-1983,8.99,9.88
20-Sep-1983,8.97,9.75
21-Sep-1983,8.95,9.69
22-Sep-1983,8.93,9.63
23-Sep-1983,8.88,9.63
26-Sep-1983,8.73,9.38
27-Sep-1983,8.73,9.5
28-Sep-1983,8.78,9.38
29-Sep-1983,8.81,9.5
30-Sep-1983,8.71,9.5
03-Oct-1983,8.74,9.44
04-Oct-1983,8.65,9.5
05-Oct-1983,8.54,9.44
06-Oct-1983,8.56,9.38
07-Oct-1983,8.6,9.38
10-Oct-1983,8.6,9.5
11-Oct-1983,8.81,9.56
12-Oct-1983,8.78,9.69
13-Oct-1983,8.81,9.63
14-Oct-1983,8.77,9.69
17-Oct-1983,8.55,9.5
18-Oct-1983,8.52,9.5
19-Oct-1983,8.5,9.5
20-Oct-1983,8.54,9.5
21-Oct-1983,8.54,9.5
24-Oct-1983,8.68,9.63
25-Oct-1983,8.66,9.63
26-Oct-1983,8.66,9.56
27-Oct-1983,8.65,9.56
28-Oct-1983,8.63,9.56
31-Oct-1983,8.51,9.63
01-Nov-1983,8.47,9.69
02-Nov-1983,8.49,9.69
03-Nov-1983,8.64,9.69
04-Nov-1983,8.81,9.81
07-Nov-1983,8.77,9.94
08-Nov-1983,8.77,9.88
09-Nov-1983,8.78,9.88
10-Nov-1983,8.76,9.75
11-Nov-1983,8.76,9.75
14-Nov-1983,8.77,9.69
15-Nov-1983,8.78,9.75
16-Nov-1983,8.8,9.81
17-Nov-1983,8.84,9.88
18-Nov-1983,8.85,10
21-Nov-1983,8.78,9.88
22-Nov-1983,8.77,9.75
23-Nov-1983,8.81,9.69
24-Nov-1983,8.81,9.75
25-Nov-1983,8.78,9.75
28-Nov-1983,8.87,9.81
29-Nov-1983,8.87,9.81
30-Nov-1983,8.88,9.75
01-Dec-1983,8.87,9.75
02-Dec-1983,8.93,9.75
05-Dec-1983,8.93,9.88
06-Dec-1983,8.94,9.88
07-Dec-1983,8.95,9.88
08-Dec-1983,9.02,10
09-Dec-1983,9,10.13
12-Dec-1983,8.96,10.13
13-Dec-1983,9.09,10.25
14-Dec-1983,9.12,10.38
15-Dec-1983,9.17,10.44
16-Dec-1983,9.11,10.44
19-Dec-1983,9.09,10.38
20-Dec-1983,9.04,10.31
21-Dec-1983,9,10.25
22-Dec-1983,8.89,10.06
23-Dec-1983,8.96,10.13
26-Dec-1983,8.96,10.13
27-Dec-1983,8.92,10.06
28-Dec-1983,8.98,10
29-Dec-1983,8.98,9.81
30-Dec-1983,8.97,9.81
02-Jan-1984,8.97,9.81
03-Jan-1984,9,9.88
04-Jan-1984,8.98,10
05-Jan-1984,8.93,9.81
06-Jan-1984,8.87,9.81
09-Jan-1984,8.9,9.88
10-Jan-1984,8.9,9.88
11-Jan-1984,8.93,9.81
12-Jan-1984,8.92,9.81
13-Jan-1984,8.74,9.88
16-Jan-1984,8.78,9.69
17-Jan-1984,8.83,9.69
18-Jan-1984,8.91,9.69
19-Jan-1984,8.9,9.75
20-Jan-1984,8.97,9.69
23-Jan-1984,8.94,9.81
24-Jan-1984,8.92,9.75
25-Jan-1984,8.93,9.75
26-Jan-1984,8.93,9.75
27-Jan-1984,8.91,9.69
30-Jan-1984,8.89,9.69
31-Jan-1984,8.89,9.69
01-Feb-1984,8.89,9.69
02-Feb-1984,8.91,9.69
03-Feb-1984,8.96,9.63
06-Feb-1984,9.09,9.69
07-Feb-1984,9.06,9.81
08-Feb-1984,9.06,9.81
09-Feb-1984,9.03,9.75
10-Feb-1984,9.06,9.81
13-Feb-1984,9.06,9.88
14-Feb-1984,9.07,9.88
15-Feb-1984,9.06,9.94
16-Feb-1984,9.07,9.88
17-Feb-1984,9.17,10
20-Feb-1984,9.17,10.06
21-Feb-1984,9.13,10.06
22-Feb-1984,9.13,10
23-Feb-1984,9.26,10.06
24-Feb-1984,9.18,10.13
27-Feb-1984,9.19,10.06
28-Feb-1984,9.21,10.13
29-Feb-1984,9.14,10.13
01-Mar-1984,9.19,10.06
02-Mar-1984,9.16,10.06
05-Mar-1984,9.2,10.06
06-Mar-1984,9.23,10.13
07-Mar-1984,9.31,10.13
08-Mar-1984,9.34,10.25
09-Mar-1984,9.35,10.31
12-Mar-1984,9.34,10.31
13-Mar-1984,9.38,10.25
14-Mar-1984,9.46,10.25
15-Mar-1984,9.48,10.44
16-Mar-1984,9.5,10.31
19-Mar-1984,9.64,10.44
20-Mar-1984,9.8,10.56
21-Mar-1984,9.81,10.63
22-Mar-1984,9.79,10.69
23-Mar-1984,9.77,10.75
26-Mar-1984,9.73,10.69
27-Mar-1984,9.78,10.56
28-Mar-1984,9.71,10.69
29-Mar-1984,9.68,10.5
30-Mar-1984,9.72,10.63
02-Apr-1984,9.68,10.63
03-Apr-1984,9.78,10.69
04-Apr-1984,9.79,10.88
05-Apr-1984,9.79,10.88
06-Apr-1984,9.68,10.88
09-Apr-1984,9.59,10.75
10-Apr-1984,9.63,10.75
11-Apr-1984,9.63,10.75
12-Apr-1984,9.64,10.75
13-Apr-1984,9.74,10.63
16-Apr-1984,9.79,10.88
17-Apr-1984,9.76,10.88
18-Apr-1984,9.75,10.81
19-Apr-1984,9.73,10.94
20-Apr-1984,9.73,10.94
23-Apr-1984,9.65,10.94
24-Apr-1984,9.65,10.94
25-Apr-1984,9.63,10.88
26-Apr-1984,9.54,10.88
27-Apr-1984,9.71,10.81
30-Apr-1984,9.72,10.94
01-May-1984,9.7,11
02-May-1984,9.68,11
03-May-1984,9.67,11
04-May-1984,9.87,11
07-May-1984,9.93,11.19
08-May-1984,10.04,11.5
09-May-1984,10,11.44
10-May-1984,9.86,11.75
11-May-1984,10.01,12.06
14-May-1984,9.97,11.88
15-May-1984,10.11,11.81
16-May-1984,9.75,11.63
17-May-1984,9.78,11.63
18-May-1984,9.81,11.75
21-May-1984,9.7,11.5
22-May-1984,10.04,11.5
23-May-1984,9.91,11.5
24-May-1984,9.71,11.69
25-May-1984,9.58,11.75
28-May-1984,9.58,11.75
29-May-1984,9.72,11.69
30-May-1984,9.76,11.63
31-May-1984,9.75,11.75
01-Jun-1984,9.8,11.63
04-Jun-1984,9.85,11.38
05-Jun-1984,9.75,11.25
06-Jun-1984,9.76,11.31
07-Jun-1984,9.84,11.5
08-Jun-1984,9.87,11.5
11-Jun-1984,10.03,11.44
12-Jun-1984,10.07,11.63
13-Jun-1984,9.89,11.52
14-Jun-1984,9.88,11.44
15-Jun-1984,9.88,11.44
18-Jun-1984,9.96,11.5
19-Jun-1984,9.91,11.56
20-Jun-1984,9.91,11.63
21-Jun-1984,9.93,11.94
22-Jun-1984,9.84,12.13
25-Jun-1984,9.75,12.13
26-Jun-1984,9.8,12.13
27-Jun-1984,9.75,12.13
28-Jun-1984,9.84,12.06
29-Jun-1984,9.92,12.13
02-Jul-1984,9.74,12.25
03-Jul-1984,9.98,12.31
04-Jul-1984,9.98,12.25
05-Jul-1984,9.96,12.25
06-Jul-1984,10,12.19
09-Jul-1984,10,12.19
10-Jul-1984,10.09,12.06
11-Jul-1984,10.1,12.13
12-Jul-1984,10.03,12.13
13-Jul-1984,9.96,11.88
16-Jul-1984,10,11.88
17-Jul-1984,10.18,12.13
18-Jul-1984,10.11,12.06
19-Jul-1984,10.12,12
20-Jul-1984,10.15,11.94
23-Jul-1984,10.21,12.06
24-Jul-1984,10.27,12
25-Jul-1984,10.26,11.88
26-Jul-1984,10.24,11.69
27-Jul-1984,10.28,11.69
30-Jul-1984,10.34,11.75
31-Jul-1984,10.4,11.81
01-Aug-1984,10.43,11.75
02-Aug-1984,10.46,11.69
03-Aug-1984,10.46,11.63
06-Aug-1984,10.54,11.75
07-Aug-1984,10.53,11.94
08-Aug-1984,10.47,11.81
09-Aug-1984,10.41,11.81
10-Aug-1984,10.43,11.69
13-Aug-1984,10.45,11.88
14-Aug-1984,10.3,11.81
15-Aug-1984,10.2,11.75
16-Aug-1984,10.26,11.75
17-Aug-1984,10.33,11.81
20-Aug-1984,10.44,11.81
21-Aug-1984,10.42,11.88
22-Aug-1984,10.41,11.81
23-Aug-1984,10.45,11.81
24-Aug-1984,10.48,11.81
27-Aug-1984,10.67,11.81
28-Aug-1984,10.65,11.88
29-Aug-1984,10.66,11.88
30-Aug-1984,10.65,11.88
31-Aug-1984,10.63,11.88
03-Sep-1984,10.63,11.88
04-Sep-1984,10.67,11.94
05-Sep-1984,10.63,12.06
06-Sep-1984,10.6,12
07-Sep-1984,10.55,11.88
10-Sep-1984,10.42,11.88
11-Sep-1984,10.39,11.75
12-Sep-1984,10.4,11.75
13-Sep-1984,10.33,11.81
14-Sep-1984,10.37,11.69
17-Sep-1984,10.38,11.69
18-Sep-1984,10.32,11.69
19-Sep-1984,10.27,11.56
20-Sep-1984,10.24,11.44
21-Sep-1984,10.25,11.38
24-Sep-1984,10.3,11.44
25-Sep-1984,10.29,11.5
26-Sep-1984,10.22,11.38
27-Sep-1984,10.16,11.31
28-Sep-1984,10.22,11.38
01-Oct-1984,10.23,11.44
02-Oct-1984,10.25,11.56
03-Oct-1984,10.18,11.38
04-Oct-1984,10.15,11.44
05-Oct-1984,10.14,11.38
08-Oct-1984,10.14,11.25
09-Oct-1984,10.09,11.19
10-Oct-1984,10.07,11.13
11-Oct-1984,9.96,11.13
12-Oct-1984,9.9,11.06
15-Oct-1984,9.98,10.94
16-Oct-1984,9.95,11
17-Oct-1984,9.87,10.88
18-Oct-1984,9.71,10.56
19-Oct-1984,9.56,10.25
22-Oct-1984,9.55,10.38
23-Oct-1984,9.45,10.25
24-Oct-1984,9.16,10
25-Oct-1984,9.17,10.06
26-Oct-1984,9.34,10.13
29-Oct-1984,9.29,10.25
30-Oct-1984,9.19,10.19
31-Oct-1984,9.01,9.94
01-Nov-1984,9.01,9.94
02-Nov-1984,9,9.81
05-Nov-1984,8.67,9.88
06-Nov-1984,8.67,9.63
07-Nov-1984,8.55,9.5
08-Nov-1984,8.75,9.63
09-Nov-1984,8.64,9.81
12-Nov-1984,8.64,9.5
13-Nov-1984,8.71,9.44
14-Nov-1984,8.76,9.63
15-Nov-1984,8.66,9.81
16-Nov-1984,8.59,9.63
19-Nov-1984,8.59,9.69
20-Nov-1984,8.62,9.56
21-Nov-1984,8.54,9.5
22-Nov-1984,8.54,9.31
23-Nov-1984,8.44,9.25
26-Nov-1984,8.48,9.19
27-Nov-1984,8.38,9.19
28-Nov-1984,8.38,9.13
29-Nov-1984,8.35,8.94
30-Nov-1984,8.44,9.06
03-Dec-1984,8.41,9.31
04-Dec-1984,8.49,9.25
05-Dec-1984,8.47,9.13
06-Dec-1984,8.48,9.19
07-Dec-1984,8.35,9.19
10-Dec-1984,8.34,9.31
11-Dec-1984,8.35,9.25
12-Dec-1984,8.27,9.13
13-Dec-1984,8.29,9
14-Dec-1984,8.11,9
17-Dec-1984,7.96,8.94
18-Dec-1984,7.81,8.56
19-Dec-1984,7.71,8.44
20-Dec-1984,7.8,8.63
21-Dec-1984,7.77,8.63
24-Dec-1984,7.64,8.56
25-Dec-1984,7.64,8.56
26-Dec-1984,7.63,8.63
27-Dec-1984,7.67,8.69
28-Dec-1984,7.74,8.63
31-Dec-1984,7.85,8.56
01-Jan-1985,7.85,8.56
02-Jan-1985,7.83,8.56
03-Jan-1985,7.8,8.69
04-Jan-1985,7.82,8.63
07-Jan-1985,7.78,8.5
08-Jan-1985,7.79,8.31
09-Jan-1985,7.69,8.25
10-Jan-1985,7.74,8.25
11-Jan-1985,7.76,8.31
14-Jan-1985,7.7,8.5
15-Jan-1985,7.73,8.38
16-Jan-1985,7.74,8.31
17-Jan-1985,7.74,8.31
18-Jan-1985,7.74,8.25
21-Jan-1985,7.74,8.25
22-Jan-1985,7.7,8.31
23-Jan-1985,7.64,8.25
24-Jan-1985,7.62,8.25
25-Jan-1985,7.64,8.19
28-Jan-1985,7.72,8.31
29-Jan-1985,7.82,8.44
30-Jan-1985,7.83,8.38
31-Jan-1985,8.05,8.44
01-Feb-1985,8.19,8.88
04-Feb-1985,8.18,8.94
05-Feb-1985,8.14,8.81
06-Feb-1985,8.12,8.75
07-Feb-1985,8.17,9
08-Feb-1985,8.23,9.06
11-Feb-1985,8.21,9
12-Feb-1985,8.21,9.06
13-Feb-1985,8.24,9.06
14-Feb-1985,8.19,8.94
15-Feb-1985,8.19,8.88
18-Feb-1985,8.19,9
19-Feb-1985,8.17,9
20-Feb-1985,8.24,8.94
21-Feb-1985,8.43,9.19
22-Feb-1985,8.39,9.31
25-Feb-1985,8.38,9.31
26-Feb-1985,8.35,9.25
27-Feb-1985,8.45,9.13
28-Feb-1985,8.5,9.44
01-Mar-1985,8.66,9.5
04-Mar-1985,8.7,9.63
05-Mar-1985,8.68,9.75
06-Mar-1985,8.69,9.56
07-Mar-1985,8.8,9.56
08-Mar-1985,8.58,9.56
11-Mar-1985,8.47,9.19
12-Mar-1985,8.54,9.13
13-Mar-1985,8.6,9.25
14-Mar-1985,8.72,9.44
15-Mar-1985,8.41,9.5
18-Mar-1985,8.51,9.25
19-Mar-1985,8.55,9.25
20-Mar-1985,8.53,9.19
21-Mar-1985,8.44,9.19
22-Mar-1985,8.51,9.13
25-Mar-1985,8.42,9.31
26-Mar-1985,8.34,9.25
27-Mar-1985,8.33,9.06
28-Mar-1985,8.19,9.06
29-Mar-1985,8.18,9
01-Apr-1985,8.15,8.94
02-Apr-1985,8.22,9.06
03-Apr-1985,8.16,9
04-Apr-1985,8.13,9.06
05-Apr-1985,8.13,9
08-Apr-1985,8.12,9
09-Apr-1985,8.09,8.94
10-Apr-1985,8.1,8.94
11-Apr-1985,8.04,8.81
12-Apr-1985,8.05,8.75
15-Apr-1985,8.07,8.75
16-Apr-1985,7.93,8.69
17-Apr-1985,7.79,8.56
18-Apr-1985,7.71,8.63
19-Apr-1985,7.79,8.44
22-Apr-1985,7.67,8.5
23-Apr-1985,7.78,8.38
24-Apr-1985,7.75,8.5
25-Apr-1985,7.83,8.5
26-Apr-1985,7.81,8.56
29-Apr-1985,7.84,8.5
30-Apr-1985,7.85,8.69
01-May-1985,7.75,8.63
02-May-1985,7.76,8.63
03-May-1985,7.72,8.56
06-May-1985,7.73,8.38
07-May-1985,7.76,8.38
08-May-1985,7.82,8.25
09-May-1985,7.74,8.31
10-May-1985,7.73,8.25
13-May-1985,7.71,8.19
14-May-1985,7.6,8.19
15-May-1985,7.43,8.06
16-May-1985,7.37,8.19
17-May-1985,7.4,8.19
20-May-1985,7.26,7.94
21-May-1985,7.3,7.88
22-May-1985,7.29,7.88
23-May-1985,7.24,7.94
24-May-1985,7.18,7.94
27-May-1985,7.18,7.94
28-May-1985,7.2,7.81
29-May-1985,7.24,7.75
30-May-1985,7.18,7.75
31-May-1985,7.14,7.75
03-Jun-1985,7.02,7.63
04-Jun-1985,6.96,7.56
05-Jun-1985,6.92,7.44
06-Jun-1985,6.98,7.5
07-Jun-1985,7.15,7.5
10-Jun-1985,7.23,7.69
11-Jun-1985,7.15,7.63
12-Jun-1985,7.09,7.56
13-Jun-1985,6.97,7.69
14-Jun-1985,6.7,7.69
17-Jun-1985,6.77,7.5
18-Jun-1985,6.66,7.38
19-Jun-1985,6.74,7.25
20-Jun-1985,6.83,7.44
21-Jun-1985,7.04,7.56
24-Jun-1985,7.06,7.75
25-Jun-1985,7.09,7.88
26-Jun-1985,6.99,7.88
27-Jun-1985,6.9,7.75
28-Jun-1985,6.83,7.75
01-Jul-1985,6.87,7.63
02-Jul-1985,6.95,7.75
03-Jul-1985,7.02,7.69
04-Jul-1985,7.02,7.75
05-Jul-1985,6.77,7.81
08-Jul-1985,6.92,7.69
09-Jul-1985,6.96,7.75
10-Jul-1985,6.94,7.69
11-Jul-1985,7.05,7.75
12-Jul-1985,7.09,7.88
15-Jul-1985,7.04,7.88
16-Jul-1985,7,7.88
17-Jul-1985,6.99,7.69
18-Jul-1985,7.15,7.81
19-Jul-1985,7.16,8
22-Jul-1985,7.24,8.06
23-Jul-1985,7.26,8.13
24-Jul-1985,7.24,8.06
25-Jul-1985,7.17,8.06
26-Jul-1985,7.19,8.06
29-Jul-1985,7.25,8.13
30-Jul-1985,7.28,8.19
31-Jul-1985,7.28,8.19
01-Aug-1985,7.27,8.13
02-Aug-1985,7.31,8.13
05-Aug-1985,7.27,8.13
06-Aug-1985,7.26,8.13
07-Aug-1985,7.18,8.06
08-Aug-1985,7.17,8.06
09-Aug-1985,7.16,8.06
12-Aug-1985,7.1,7.94
13-Aug-1985,7.14,8
14-Aug-1985,7.09,8.06
15-Aug-1985,7.19,8
16-Aug-1985,7.11,8.06
19-Aug-1985,7.13,8
20-Aug-1985,7.12,7.94
21-Aug-1985,7.04,7.94
22-Aug-1985,7.03,7.94
23-Aug-1985,7.04,7.94
26-Aug-1985,7.07,7.94
27-Aug-1985,7.05,8
28-Aug-1985,7.06,8.06
29-Aug-1985,7.04,7.94
30-Aug-1985,7.14,8
02-Sep-1985,7.14,8.13
03-Sep-1985,7.11,8.13
04-Sep-1985,7.05,8.13
05-Sep-1985,7.13,8.06
06-Sep-1985,7.26,8.13
09-Sep-1985,7.25,8.25
10-Sep-1985,7.23,8.25
11-Sep-1985,7.24,8.25
12-Sep-1985,7.24,8.31
13-Sep-1985,7.21,8.38
16-Sep-1985,7.18,8.13
17-Sep-1985,7.2,8.19
18-Sep-1985,7.11,8.13
19-Sep-1985,7.09,8.19
20-Sep-1985,7.01,8.19
23-Sep-1985,6.89,8
24-Sep-1985,6.84,8.06
25-Sep-1985,6.87,8
26-Sep-1985,6.94,7.94
27-Sep-1985,6.94,8
30-Sep-1985,7.04,8.06
01-Oct-1985,7.03,8.06
02-Oct-1985,7.02,8
03-Oct-1985,6.98,8.06
04-Oct-1985,6.99,8.06
07-Oct-1985,7.08,8.13
08-Oct-1985,7.16,8.13
09-Oct-1985,7.19,8.13
10-Oct-1985,7.22,8.13
11-Oct-1985,7.19,8.13
14-Oct-1985,7.19,8.13
15-Oct-1985,7.21,8.13
16-Oct-1985,7.21,8.13
17-Oct-1985,7.19,8.13
18-Oct-1985,7.2,8.06
21-Oct-1985,7.21,8.06
22-Oct-1985,7.16,8.06
23-Oct-1985,7.22,8.06
24-Oct-1985,7.25,8.13
25-Oct-1985,7.24,8.13
28-Oct-1985,7.21,8.13
29-Oct-1985,7.21,8.13
30-Oct-1985,7.19,7.94
31-Oct-1985,7.19,7.94
01-Nov-1985,7.2,8
04-Nov-1985,7.23,7.94
05-Nov-1985,7.24,8.06
06-Nov-1985,7.25,8.06
07-Nov-1985,7.3,8
08-Nov-1985,7.23,8.06
11-Nov-1985,7.23,8
12-Nov-1985,7.22,7.94
13-Nov-1985,7.28,7.94
14-Nov-1985,7.32,7.94
15-Nov-1985,7.35,8.13
18-Nov-1985,7.24,8.13
19-Nov-1985,7.21,7.94
20-Nov-1985,7.25,8
21-Nov-1985,7.23,8
22-Nov-1985,7.23,8
25-Nov-1985,7.19,8
26-Nov-1985,7.2,8.06
27-Nov-1985,7.18,8.06
28-Nov-1985,7.18,8.06
29-Nov-1985,7.16,8.06
02-Dec-1985,7.26,8.06
03-Dec-1985,7.23,8.19
04-Dec-1985,7.22,8.19
05-Dec-1985,7.26,8.13
06-Dec-1985,7.25,8.13
09-Dec-1985,7.2,8.13
10-Dec-1985,7.17,8.06
11-Dec-1985,7.05,8
12-Dec-1985,7.08,7.94
13-Dec-1985,6.98,7.94
16-Dec-1985,7.03,7.88
17-Dec-1985,7,7.81
18-Dec-1985,7.13,7.75
19-Dec-1985,7.1,7.94
20-Dec-1985,7.05,7.94
23-Dec-1985,7.07,7.94
24-Dec-1985,7.05,8
25-Dec-1985,7.05,8
26-Dec-1985,7.01,8
27-Dec-1985,6.96,8
30-Dec-1985,6.94,7.94
31-Dec-1985,7.05,7.88
01-Jan-1986,7.05,7.88
02-Jan-1986,7.1,7.88
03-Jan-1986,7.07,7.94
06-Jan-1986,7.06,8
07-Jan-1986,7.03,7.94
08-Jan-1986,7.17,7.88
09-Jan-1986,7.18,8.06
10-Jan-1986,7.21,8.06
13-Jan-1986,7.24,8.19
14-Jan-1986,7.24,8.25
15-Jan-1986,7.19,8.13
16-Jan-1986,7.08,8.06
17-Jan-1986,7.11,8
20-Jan-1986,7.11,8.13
21-Jan-1986,7.02,8.06
22-Jan-1986,7,8.06
23-Jan-1986,6.97,8.06
24-Jan-1986,6.97,8
27-Jan-1986,6.95,8
28-Jan-1986,6.92,8
29-Jan-1986,7.03,7.94
30-Jan-1986,7.04,7.94
31-Jan-1986,6.97,7.94
03-Feb-1986,7,7.94
04-Feb-1986,6.98,7.94
05-Feb-1986,7.01,7.88
06-Feb-1986,7.1,7.94
07-Feb-1986,7.21,7.94
10-Feb-1986,7.2,8
11-Feb-1986,7.11,7.94
12-Feb-1986,7.11,7.94
13-Feb-1986,7.1,7.94
14-Feb-1986,7.02,7.94
17-Feb-1986,7.02,7.88
18-Feb-1986,7.02,7.88
19-Feb-1986,7.08,7.88
20-Feb-1986,7.11,7.88
21-Feb-1986,6.98,7.88
24-Feb-1986,7.02,7.88
25-Feb-1986,7.05,7.81
26-Feb-1986,7.07,7.88
27-Feb-1986,7.03,7.81
28-Feb-1986,7.02,7.75
03-Mar-1986,6.97,7.75
04-Mar-1986,6.84,7.63
05-Mar-1986,6.85,7.56
06-Mar-1986,6.69,7.56
07-Mar-1986,6.61,7.44
10-Mar-1986,6.61,7.44
11-Mar-1986,6.57,7.31
12-Mar-1986,6.62,7.31
13-Mar-1986,6.59,7.44
14-Mar-1986,6.54,7.31
17-Mar-1986,6.56,7.38
18-Mar-1986,6.54,7.38
19-Mar-1986,6.49,7.44
20-Mar-1986,6.44,7.44
21-Mar-1986,6.41,7.38
24-Mar-1986,6.41,7.44
25-Mar-1986,6.38,7.44
26-Mar-1986,6.41,7.44
27-Mar-1986,6.34,7.38
28-Mar-1986,6.34,7.19
31-Mar-1986,6.34,7.25
01-Apr-1986,6.33,7.19
02-Apr-1986,6.34,7.13
03-Apr-1986,6.33,7.06
04-Apr-1986,6.23,7.19
07-Apr-1986,6.24,7.13
08-Apr-1986,6.13,6.94
09-Apr-1986,6.01,6.75
10-Apr-1986,6.02,6.75
11-Apr-1986,5.96,6.75
14-Apr-1986,5.91,6.75
15-Apr-1986,5.81,6.69
16-Apr-1986,5.77,6.63
17-Apr-1986,5.84,6.44
18-Apr-1986,5.87,6.5
21-Apr-1986,5.87,6.56
22-Apr-1986,5.95,6.63
23-Apr-1986,6.09,6.69
24-Apr-1986,6.11,6.69
25-Apr-1986,6.14,6.81
28-Apr-1986,6.1,6.88
29-Apr-1986,6.09,6.75
30-Apr-1986,6.1,6.75
01-May-1986,6.11,6.75
02-May-1986,6.15,6.81
05-May-1986,6.06,6.75
06-May-1986,6.05,6.69
07-May-1986,6.04,6.69
08-May-1986,6.04,6.69
09-May-1986,6.05,6.69
12-May-1986,6.13,6.81
13-May-1986,6.09,6.94
14-May-1986,6.09,6.81
15-May-1986,6.17,6.88
16-May-1986,6.21,7
19-May-1986,6.2,7
20-May-1986,6.23,7.06
21-May-1986,6.2,6.94
22-May-1986,6.2,6.94
23-May-1986,6.18,6.94
26-May-1986,6.18,6.94
27-May-1986,6.16,6.88
28-May-1986,6.19,6.88
29-May-1986,6.3,6.94
30-May-1986,6.3,7
02-Jun-1986,6.36,7
03-Jun-1986,6.41,7.06
04-Jun-1986,6.52,7.06
05-Jun-1986,6.51,7.06
06-Jun-1986,6.32,7.06
09-Jun-1986,6.36,6.94
10-Jun-1986,6.28,7
11-Jun-1986,6.34,7
12-Jun-1986,6.28,7
13-Jun-1986,6.17,7
16-Jun-1986,6.12,6.94
17-Jun-1986,6.09,6.88
18-Jun-1986,6.09,6.88
19-Jun-1986,6.11,6.88
20-Jun-1986,6.1,6.94
23-Jun-1986,6.11,6.94
24-Jun-1986,6.08,7
25-Jun-1986,6.08,6.81
26-Jun-1986,6.08,6.88
27-Jun-1986,6.02,6.81
30-Jun-1986,5.96,6.75
01-Jul-1986,5.99,6.69
02-Jul-1986,6,6.69
03-Jul-1986,5.91,6.69
04-Jul-1986,5.91,6.63
07-Jul-1986,5.87,6.63
08-Jul-1986,5.94,6.63
09-Jul-1986,5.88,6.69
10-Jul-1986,5.85,6.63
11-Jul-1986,5.75,6.56
14-Jul-1986,5.77,6.56
15-Jul-1986,5.77,6.5
16-Jul-1986,5.77,6.44
17-Jul-1986,5.75,6.5
18-Jul-1986,5.71,6.5
21-Jul-1986,5.72,6.44
22-Jul-1986,5.73,6.44
23-Jul-1986,5.81,6.44
24-Jul-1986,5.81,6.5
25-Jul-1986,5.81,6.5
28-Jul-1986,5.89,6.5
29-Jul-1986,5.86,6.5
30-Jul-1986,5.85,6.44
31-Jul-1986,5.79,6.38
01-Aug-1986,5.77,6.38
04-Aug-1986,5.71,6.38
05-Aug-1986,5.71,6.38
06-Aug-1986,5.72,6.38
07-Aug-1986,5.72,6.38
08-Aug-1986,5.7,6.31
11-Aug-1986,5.67,6.31
12-Aug-1986,5.61,6.19
13-Aug-1986,5.57,6.13
14-Aug-1986,5.59,6.06
15-Aug-1986,5.56,6.06
18-Aug-1986,5.61,6.06
