Time,TB3m,TB10y
02-Jan-1962,2.7,4.06
03-Jan-1962,2.73,4.03
04-Jan-1962,2.72,3.99
05-Jan-1962,2.74,4.02
08-Jan-1962,2.78,4.03
09-Jan-1962,2.78,4.05
10-Jan-1962,2.81,4.07
11-Jan-1962,2.78,4.08
12-Jan-1962,2.76,4.08
15-Jan-1962,2.74,4.1
16-Jan-1962,2.73,4.13
17-Jan-1962,2.74,4.12
18-Jan-1962,2.71,4.11
19-Jan-1962,2.71,4.11
22-Jan-1962,2.68,4.09
23-Jan-1962,2.66,4.11
24-Jan-1962,2.66,4.1
25-Jan-1962,2.66,4.11
26-Jan-1962,2.67,4.11
29-Jan-1962,2.67,4.12
30-Jan-1962,2.67,4.11
31-Jan-1962,2.73,4.1
01-Feb-1962,2.69,4.09
02-Feb-1962,2.67,4.08
05-Feb-1962,2.67,4.07
06-Feb-1962,2.68,4.06
07-Feb-1962,2.73,4.07
08-Feb-1962,2.72,4.07
09-Feb-1962,2.72,4.05
12-Feb-1962,2.72,4.05
13-Feb-1962,2.76,4.03
14-Feb-1962,2.82,4.03
15-Feb-1962,2.84,4.02
16-Feb-1962,2.83,4.02
19-Feb-1962,2.8,4.01
20-Feb-1962,2.75,4.05
21-Feb-1962,2.73,4.03
22-Feb-1962,2.73,4.03
23-Feb-1962,2.69,4.02
26-Feb-1962,2.66,4
27-Feb-1962,2.72,4.01
28-Feb-1962,2.71,4
01-Mar-1962,2.68,3.98
02-Mar-1962,2.69,3.98
05-Mar-1962,2.7,4
06-Mar-1962,2.72,4.01
07-Mar-1962,2.75,4
08-Mar-1962,2.75,3.98
09-Mar-1962,2.76,3.96
12-Mar-1962,2.75,3.94
13-Mar-1962,2.75,3.92
14-Mar-1962,2.75,3.93
15-Mar-1962,2.73,3.96
16-Mar-1962,2.72,3.96
19-Mar-1962,2.7,3.93
20-Mar-1962,2.7,3.91
21-Mar-1962,2.71,3.86
22-Mar-1962,2.69,3.83
23-Mar-1962,2.7,3.87
26-Mar-1962,2.71,3.89
27-Mar-1962,2.72,3.9
28-Mar-1962,2.73,3.9
29-Mar-1962,2.75,3.9
30-Mar-1962,2.75,3.86
02-Apr-1962,2.74,3.86
03-Apr-1962,2.73,3.83
04-Apr-1962,2.7,3.78
05-Apr-1962,2.72,3.84
06-Apr-1962,2.7,3.81
09-Apr-1962,2.71,3.83
10-Apr-1962,2.74,3.83
11-Apr-1962,2.78,3.87
12-Apr-1962,2.73,3.86
13-Apr-1962,2.74,3.85
16-Apr-1962,2.71,3.83
17-Apr-1962,2.72,3.82
18-Apr-1962,2.73,3.81
19-Apr-1962,2.73,3.82
20-Apr-1962,2.73,3.82
23-Apr-1962,2.73,3.86
24-Apr-1962,2.73,3.87
25-Apr-1962,2.74,3.88
26-Apr-1962,2.73,3.89
27-Apr-1962,2.74,3.86
30-Apr-1962,2.74,3.86
01-May-1962,2.74,3.85
02-May-1962,2.74,3.86
03-May-1962,2.73,3.86
04-May-1962,2.73,3.87
07-May-1962,2.7,3.86
08-May-1962,2.68,3.85
09-May-1962,2.67,3.82
10-May-1962,2.66,3.83
11-May-1962,2.63,3.82
14-May-1962,2.64,3.85
15-May-1962,2.66,3.87
16-May-1962,2.67,3.86
17-May-1962,2.68,3.87
18-May-1962,2.68,3.93
21-May-1962,2.68,3.94
22-May-1962,2.68,3.93
23-May-1962,2.7,3.91
24-May-1962,2.7,3.9
25-May-1962,2.69,3.88
28-May-1962,2.65,3.87
29-May-1962,2.66,3.89
30-May-1962,2.66,3.89
31-May-1962,2.7,3.9
01-Jun-1962,2.69,3.89
04-Jun-1962,2.66,3.88
05-Jun-1962,2.65,3.89
06-Jun-1962,2.66,3.89
07-Jun-1962,2.64,3.87
08-Jun-1962,2.65,3.86
11-Jun-1962,2.65,3.87
12-Jun-1962,2.67,3.86
13-Jun-1962,2.71,3.87
14-Jun-1962,2.73,3.9
15-Jun-1962,2.71,3.89
18-Jun-1962,2.72,3.91
19-Jun-1962,2.75,3.93
20-Jun-1962,2.73,3.92
21-Jun-1962,2.72,3.9
22-Jun-1962,2.74,3.9
25-Jun-1962,2.79,3.95
26-Jun-1962,2.83,3.97
27-Jun-1962,2.83,3.96
28-Jun-1962,2.86,3.98
29-Jun-1962,2.9,4
02-Jul-1962,2.92,4
03-Jul-1962,2.9,4
04-Jul-1962,2.9,4
05-Jul-1962,2.92,4
06-Jul-1962,2.93,4.02
09-Jul-1962,2.96,4.05
10-Jul-1962,2.96,4.02
11-Jul-1962,2.97,3.99
12-Jul-1962,2.98,4
13-Jul-1962,2.96,4
16-Jul-1962,2.97,4.01
17-Jul-1962,2.97,4.03
18-Jul-1962,2.97,4.02
19-Jul-1962,2.93,4.02
20-Jul-1962,2.91,4.01
23-Jul-1962,2.87,4
24-Jul-1962,2.86,4.01
25-Jul-1962,2.89,4.02
26-Jul-1962,2.89,4.01
27-Jul-1962,2.88,4.02
30-Jul-1962,2.86,4.03
31-Jul-1962,2.86,4.04
01-Aug-1962,2.87,4.03
02-Aug-1962,2.83,4
03-Aug-1962,2.82,4.01
06-Aug-1962,2.8,4.01
07-Aug-1962,2.83,4.02
08-Aug-1962,2.84,4.01
09-Aug-1962,2.83,3.99
10-Aug-1962,2.83,3.99
13-Aug-1962,2.82,3.99
14-Aug-1962,2.83,3.98
15-Aug-1962,2.86,3.98
16-Aug-1962,2.83,3.96
17-Aug-1962,2.84,3.96
20-Aug-1962,2.82,3.94
21-Aug-1962,2.82,3.94
22-Aug-1962,2.82,3.95
23-Aug-1962,2.82,3.95
24-Aug-1962,2.82,3.95
27-Aug-1962,2.8,3.95
28-Aug-1962,2.78,3.96
29-Aug-1962,2.81,3.96
30-Aug-1962,2.8,3.95
31-Aug-1962,2.81,3.96
03-Sep-1962,2.81,3.96
04-Sep-1962,2.83,3.96
05-Sep-1962,2.85,3.97
06-Sep-1962,2.79,3.99
07-Sep-1962,2.79,4.01
10-Sep-1962,2.77,4
11-Sep-1962,2.77,4
12-Sep-1962,2.78,4
13-Sep-1962,2.78,3.99
14-Sep-1962,2.78,3.99
17-Sep-1962,2.78,3.99
18-Sep-1962,2.77,3.98
19-Sep-1962,2.77,3.99
20-Sep-1962,2.75,3.98
21-Sep-1962,2.76,3.98
24-Sep-1962,2.75,3.97
25-Sep-1962,2.76,3.96
26-Sep-1962,2.76,3.95
27-Sep-1962,2.76,3.95
28-Sep-1962,2.74,3.94
01-Oct-1962,2.73,3.93
02-Oct-1962,2.74,3.92
03-Oct-1962,2.77,3.9
04-Oct-1962,2.76,3.9
05-Oct-1962,2.76,3.92
08-Oct-1962,2.76,3.93
09-Oct-1962,2.75,3.95
10-Oct-1962,2.76,3.93
11-Oct-1962,2.77,3.94
12-Oct-1962,2.77,3.94
15-Oct-1962,2.75,3.94
16-Oct-1962,2.74,3.94
17-Oct-1962,2.75,3.94
18-Oct-1962,2.74,3.92
19-Oct-1962,2.72,3.88
22-Oct-1962,2.73,3.91
23-Oct-1962,2.74,3.94
24-Oct-1962,2.74,3.94
25-Oct-1962,2.74,3.94
26-Oct-1962,2.73,3.93
29-Oct-1962,2.69,3.92
30-Oct-1962,2.72,3.92
31-Oct-1962,2.72,3.92
01-Nov-1962,2.72,3.92
02-Nov-1962,2.83,3.91
05-Nov-1962,2.84,3.91
06-Nov-1962,2.84,3.91
07-Nov-1962,2.84,3.91
08-Nov-1962,2.8,3.9
09-Nov-1962,2.8,3.89
12-Nov-1962,2.8,3.89
13-Nov-1962,2.81,3.9
14-Nov-1962,2.82,3.91
15-Nov-1962,2.84,3.91
16-Nov-1962,2.83,3.93
19-Nov-1962,2.83,3.93
20-Nov-1962,2.83,3.93
21-Nov-1962,2.84,3.92
22-Nov-1962,2.84,3.92
23-Nov-1962,2.84,3.92
26-Nov-1962,2.85,3.93
27-Nov-1962,2.87,3.92
28-Nov-1962,2.87,3.92
29-Nov-1962,2.86,3.92
30-Nov-1962,2.86,3.92
03-Dec-1962,2.86,3.93
04-Dec-1962,2.86,3.94
05-Dec-1962,2.85,3.93
06-Dec-1962,2.84,3.92
07-Dec-1962,2.83,3.91
10-Dec-1962,2.82,3.9
11-Dec-1962,2.84,3.89
12-Dec-1962,2.85,3.88
13-Dec-1962,2.85,3.88
14-Dec-1962,2.85,3.87
17-Dec-1962,2.86,3.85
18-Dec-1962,2.87,3.83
19-Dec-1962,2.88,3.84
20-Dec-1962,2.89,3.83
21-Dec-1962,2.88,3.81
24-Dec-1962,2.88,3.79
25-Dec-1962,2.88,3.79
26-Dec-1962,2.86,3.79
27-Dec-1962,2.9,3.81
28-Dec-1962,2.93,3.84
31-Dec-1962,2.92,3.85
01-Jan-1963,2.92,3.85
02-Jan-1963,2.88,3.82
03-Jan-1963,2.86,3.81
04-Jan-1963,2.9,3.84
07-Jan-1963,2.91,3.83
08-Jan-1963,2.9,3.81
09-Jan-1963,2.89,3.82
10-Jan-1963,2.89,3.81
11-Jan-1963,2.89,3.8
14-Jan-1963,2.88,3.81
15-Jan-1963,2.88,3.8
16-Jan-1963,2.89,3.8
17-Jan-1963,2.91,3.82
18-Jan-1963,2.92,3.84
21-Jan-1963,2.92,3.85
22-Jan-1963,2.93,3.86
23-Jan-1963,2.95,3.86
24-Jan-1963,2.94,3.86
25-Jan-1963,2.93,3.85
28-Jan-1963,2.92,3.86
29-Jan-1963,2.93,3.86
30-Jan-1963,2.93,3.86
31-Jan-1963,2.93,3.87
01-Feb-1963,2.94,3.88
04-Feb-1963,2.94,3.89
05-Feb-1963,2.96,3.9
06-Feb-1963,2.96,3.91
07-Feb-1963,2.95,3.91
08-Feb-1963,2.95,3.91
11-Feb-1963,2.94,3.92
12-Feb-1963,2.94,3.92
13-Feb-1963,2.93,3.92
14-Feb-1963,2.92,3.91
15-Feb-1963,2.92,3.91
18-Feb-1963,2.91,3.91
19-Feb-1963,2.9,3.93
20-Feb-1963,2.9,3.94
21-Feb-1963,2.87,3.95
22-Feb-1963,2.87,3.95
25-Feb-1963,2.88,3.95
26-Feb-1963,2.9,3.95
27-Feb-1963,2.91,3.95
28-Feb-1963,2.9,3.94
01-Mar-1963,2.9,3.93
04-Mar-1963,2.89,3.92
05-Mar-1963,2.9,3.92
06-Mar-1963,2.9,3.91
07-Mar-1963,2.88,3.92
08-Mar-1963,2.86,3.92
11-Mar-1963,2.87,3.92
12-Mar-1963,2.87,3.92
13-Mar-1963,2.88,3.92
14-Mar-1963,2.88,3.92
15-Mar-1963,2.88,3.92
18-Mar-1963,2.89,3.92
19-Mar-1963,2.89,3.92
20-Mar-1963,2.91,3.92
21-Mar-1963,2.9,3.92
22-Mar-1963,2.9,3.93
25-Mar-1963,2.9,3.94
26-Mar-1963,2.9,3.96
27-Mar-1963,2.92,3.96
28-Mar-1963,2.92,3.96
29-Mar-1963,2.91,3.95
01-Apr-1963,2.9,3.95
02-Apr-1963,2.9,3.96
03-Apr-1963,2.91,3.96
04-Apr-1963,2.91,3.95
05-Apr-1963,2.91,3.95
08-Apr-1963,2.9,3.97
09-Apr-1963,2.89,3.98
10-Apr-1963,2.9,4
11-Apr-1963,2.92,4
12-Apr-1963,2.92,4
15-Apr-1963,2.91,4.01
16-Apr-1963,2.9,4
17-Apr-1963,2.9,4
18-Apr-1963,2.89,3.99
19-Apr-1963,2.88,3.97
22-Apr-1963,2.88,3.97
23-Apr-1963,2.89,3.97
24-Apr-1963,2.89,3.96
25-Apr-1963,2.89,3.95
26-Apr-1963,2.89,3.95
29-Apr-1963,2.89,3.95
30-Apr-1963,2.9,3.95
01-May-1963,2.9,3.94
02-May-1963,2.9,3.94
03-May-1963,2.9,3.93
06-May-1963,2.9,3.92
07-May-1963,2.9,3.91
08-May-1963,2.91,3.92
09-May-1963,2.91,3.93
10-May-1963,2.91,3.93
13-May-1963,2.9,3.92
14-May-1963,2.89,3.91
15-May-1963,2.9,3.91
16-May-1963,2.9,3.9
17-May-1963,2.91,3.92
20-May-1963,2.92,3.93
21-May-1963,2.92,3.92
22-May-1963,2.94,3.92
23-May-1963,2.95,3.93
24-May-1963,2.96,3.95
27-May-1963,2.97,3.95
28-May-1963,2.97,3.96
29-May-1963,2.99,3.96
30-May-1963,2.99,3.96
31-May-1963,3,3.96
03-Jun-1963,3.03,3.98
04-Jun-1963,3.02,3.98
05-Jun-1963,3,3.98
06-Jun-1963,2.99,3.99
07-Jun-1963,2.98,3.99
10-Jun-1963,2.97,3.99
11-Jun-1963,2.98,3.98
12-Jun-1963,2.99,3.99
13-Jun-1963,2.98,3.99
14-Jun-1963,2.99,3.99
17-Jun-1963,2.98,4
18-Jun-1963,2.98,4
19-Jun-1963,2.98,4
20-Jun-1963,2.98,4
21-Jun-1963,2.98,4
24-Jun-1963,2.98,4
25-Jun-1963,2.99,4
26-Jun-1963,2.99,4
27-Jun-1963,2.99,4
28-Jun-1963,2.99,4
01-Jul-1963,3,4.01
02-Jul-1963,3.02,4.03
03-Jul-1963,3.04,4.03
04-Jul-1963,3.04,4.03
05-Jul-1963,3.07,4.04
08-Jul-1963,3.21,4.05
09-Jul-1963,3.22,4.04
10-Jul-1963,3.23,4.03
11-Jul-1963,3.24,4.04
12-Jul-1963,3.18,4.03
15-Jul-1963,3.17,4.02
16-Jul-1963,3.17,4.02
17-Jul-1963,3.24,4.03
18-Jul-1963,3.2,4.02
19-Jul-1963,3.18,4.02
22-Jul-1963,3.17,4.02
23-Jul-1963,3.15,4.02
24-Jul-1963,3.22,4.01
25-Jul-1963,3.21,4.01
26-Jul-1963,3.2,3.99
29-Jul-1963,3.24,3.99
30-Jul-1963,3.25,4
31-Jul-1963,3.27,4
01-Aug-1963,3.25,3.99
02-Aug-1963,3.21,3.99
05-Aug-1963,3.21,3.99
06-Aug-1963,3.22,4
07-Aug-1963,3.28,4.01
08-Aug-1963,3.29,4
09-Aug-1963,3.3,4
12-Aug-1963,3.3,4.01
13-Aug-1963,3.31,4.02
14-Aug-1963,3.32,4.02
15-Aug-1963,3.33,4.01
16-Aug-1963,3.34,4
19-Aug-1963,3.33,3.99
20-Aug-1963,3.33,3.99
21-Aug-1963,3.37,4
22-Aug-1963,3.37,4
23-Aug-1963,3.38,4
26-Aug-1963,3.38,4
27-Aug-1963,3.39,4
28-Aug-1963,3.4,4
29-Aug-1963,3.39,4.01
30-Aug-1963,3.39,4.02
02-Sep-1963,3.39,4.02
03-Sep-1963,3.38,4.03
04-Sep-1963,3.37,4.04
05-Sep-1963,3.35,4.08
06-Sep-1963,3.34,4.09
09-Sep-1963,3.34,4.09
10-Sep-1963,3.36,4.09
11-Sep-1963,3.36,4.09
12-Sep-1963,3.37,4.09
13-Sep-1963,3.38,4.09
16-Sep-1963,3.41,4.09
17-Sep-1963,3.4,4.09
18-Sep-1963,3.41,4.08
19-Sep-1963,3.41,4.08
20-Sep-1963,3.4,4.07
23-Sep-1963,3.39,4.07
24-Sep-1963,3.39,4.08
25-Sep-1963,3.37,4.08
26-Sep-1963,3.37,4.08
27-Sep-1963,3.36,4.07
30-Sep-1963,3.37,4.07
01-Oct-1963,3.37,4.07
02-Oct-1963,3.43,4.07
03-Oct-1963,3.44,4.07
04-Oct-1963,3.45,4.08
07-Oct-1963,3.46,4.08
08-Oct-1963,3.45,4.09
09-Oct-1963,3.44,4.1
10-Oct-1963,3.44,4.1
11-Oct-1963,3.44,4.1
14-Oct-1963,3.45,4.1
15-Oct-1963,3.46,4.11
16-Oct-1963,3.46,4.11
17-Oct-1963,3.49,4.12
18-Oct-1963,3.48,4.12
21-Oct-1963,3.46,4.12
22-Oct-1963,3.43,4.11
23-Oct-1963,3.44,4.12
24-Oct-1963,3.45,4.11
25-Oct-1963,3.44,4.12
28-Oct-1963,3.44,4.12
29-Oct-1963,3.46,4.13
30-Oct-1963,3.48,4.14
31-Oct-1963,3.48,4.15
01-Nov-1963,3.49,4.15
04-Nov-1963,3.51,4.15
05-Nov-1963,3.51,4.15
06-Nov-1963,3.54,4.17
07-Nov-1963,3.55,4.17
08-Nov-1963,3.55,4.16
11-Nov-1963,3.55,4.16
12-Nov-1963,3.55,4.16
13-Nov-1963,3.58,4.15
14-Nov-1963,3.54,4.12
15-Nov-1963,3.53,4.11
18-Nov-1963,3.52,4.11
19-Nov-1963,3.52,4.1
20-Nov-1963,3.51,4.09
21-Nov-1963,3.5,4.1
22-Nov-1963,3.49,4.09
25-Nov-1963,3.49,4.09
26-Nov-1963,3.46,4.08
27-Nov-1963,3.49,4.08
28-Nov-1963,3.49,4.08
29-Nov-1963,3.5,4.08
02-Dec-1963,3.53,4.09
03-Dec-1963,3.54,4.1
04-Dec-1963,3.53,4.1
05-Dec-1963,3.52,4.11
06-Dec-1963,3.5,4.11
09-Dec-1963,3.49,4.1
10-Dec-1963,3.49,4.1
11-Dec-1963,3.51,4.12
12-Dec-1963,3.51,4.12
13-Dec-1963,3.52,4.13
16-Dec-1963,3.53,4.15
17-Dec-1963,3.53,4.15
18-Dec-1963,3.53,4.15
19-Dec-1963,3.53,4.14
20-Dec-1963,3.52,4.15
23-Dec-1963,3.52,4.15
24-Dec-1963,3.52,4.15
25-Dec-1963,3.52,4.15
26-Dec-1963,3.53,4.15
27-Dec-1963,3.52,4.15
30-Dec-1963,3.52,4.14
31-Dec-1963,3.51,4.14
01-Jan-1964,3.51,4.14
02-Jan-1964,3.53,4.14
03-Jan-1964,3.53,4.15
06-Jan-1964,3.53,4.16
07-Jan-1964,3.53,4.15
08-Jan-1964,3.54,4.18
09-Jan-1964,3.53,4.18
10-Jan-1964,3.53,4.18
13-Jan-1964,3.54,4.18
14-Jan-1964,3.54,4.18
15-Jan-1964,3.55,4.18
16-Jan-1964,3.54,4.17
17-Jan-1964,3.54,4.17
20-Jan-1964,3.52,4.16
21-Jan-1964,3.52,4.16
22-Jan-1964,3.52,4.16
23-Jan-1964,3.51,4.16
24-Jan-1964,3.51,4.18
27-Jan-1964,3.5,4.18
28-Jan-1964,3.5,4.17
29-Jan-1964,3.5,4.17
30-Jan-1964,3.5,4.16
31-Jan-1964,3.5,4.15
03-Feb-1964,3.5,4.15
04-Feb-1964,3.51,4.15
05-Feb-1964,3.51,4.15
06-Feb-1964,3.5,4.14
07-Feb-1964,3.52,4.14
10-Feb-1964,3.53,4.14
11-Feb-1964,3.52,4.14
12-Feb-1964,3.52,4.14
13-Feb-1964,3.52,4.13
14-Feb-1964,3.52,4.13
17-Feb-1964,3.52,4.13
18-Feb-1964,3.52,4.14
19-Feb-1964,3.54,4.14
20-Feb-1964,3.54,4.14
21-Feb-1964,3.54,4.14
24-Feb-1964,3.53,4.15
25-Feb-1964,3.53,4.15
26-Feb-1964,3.55,4.15
27-Feb-1964,3.59,4.17
28-Feb-1964,3.6,4.18
02-Mar-1964,3.58,4.17
03-Mar-1964,3.56,4.18
04-Mar-1964,3.57,4.19
05-Mar-1964,3.55,4.19
06-Mar-1964,3.54,4.19
09-Mar-1964,3.53,4.2
10-Mar-1964,3.54,4.2
11-Mar-1964,3.56,4.21
12-Mar-1964,3.55,4.21
13-Mar-1964,3.54,4.22
16-Mar-1964,3.53,4.21
17-Mar-1964,3.53,4.22
18-Mar-1964,3.55,4.23
19-Mar-1964,3.55,4.24
20-Mar-1964,3.55,4.25
23-Mar-1964,3.54,4.25
24-Mar-1964,3.53,4.26
25-Mar-1964,3.55,4.26
26-Mar-1964,3.54,4.25
27-Mar-1964,3.54,4.25
30-Mar-1964,3.52,4.25
31-Mar-1964,3.51,4.23
01-Apr-1964,3.53,4.23
02-Apr-1964,3.53,4.24
03-Apr-1964,3.52,4.25
06-Apr-1964,3.5,4.25
07-Apr-1964,3.49,4.25
08-Apr-1964,3.48,4.22
09-Apr-1964,3.46,4.22
10-Apr-1964,3.46,4.22
13-Apr-1964,3.47,4.23
14-Apr-1964,3.48,4.24
15-Apr-1964,3.49,4.23
16-Apr-1964,3.47,4.23
17-Apr-1964,3.46,4.24
20-Apr-1964,3.45,4.24
21-Apr-1964,3.44,4.23
22-Apr-1964,3.46,4.23
23-Apr-1964,3.45,4.23
24-Apr-1964,3.45,4.23
27-Apr-1964,3.44,4.23
28-Apr-1964,3.44,4.23
29-Apr-1964,3.45,4.22
30-Apr-1964,3.45,4.22
01-May-1964,3.46,4.22
04-May-1964,3.47,4.22
05-May-1964,3.48,4.22
06-May-1964,3.5,4.22
07-May-1964,3.49,4.22
08-May-1964,3.49,4.2
11-May-1964,3.47,4.19
12-May-1964,3.47,4.19
13-May-1964,3.48,4.19
14-May-1964,3.48,4.19
15-May-1964,3.47,4.19
18-May-1964,3.46,4.19
19-May-1964,3.47,4.19
20-May-1964,3.49,4.2
21-May-1964,3.48,4.2
22-May-1964,3.47,4.2
25-May-1964,3.46,4.19
26-May-1964,3.46,4.19
27-May-1964,3.48,4.2
28-May-1964,3.47,4.19
29-May-1964,3.47,4.19
01-Jun-1964,3.47,4.19
02-Jun-1964,3.47,4.19
03-Jun-1964,3.48,4.19
04-Jun-1964,3.47,4.19
05-Jun-1964,3.47,4.18
08-Jun-1964,3.46,4.18
09-Jun-1964,3.46,4.17
10-Jun-1964,3.47,4.17
11-Jun-1964,3.48,4.18
12-Jun-1964,3.48,4.18
15-Jun-1964,3.49,4.18
16-Jun-1964,3.49,4.18
17-Jun-1964,3.5,4.18
18-Jun-1964,3.49,4.17
19-Jun-1964,3.48,4.16
22-Jun-1964,3.48,4.15
23-Jun-1964,3.47,4.15
24-Jun-1964,3.47,4.15
25-Jun-1964,3.47,4.15
26-Jun-1964,3.47,4.15
29-Jun-1964,3.47,4.15
30-Jun-1964,3.47,4.15
01-Jul-1964,3.48,4.15
02-Jul-1964,3.48,4.15
03-Jul-1964,3.48,4.15
06-Jul-1964,3.48,4.16
07-Jul-1964,3.49,4.15
08-Jul-1964,3.5,4.15
09-Jul-1964,3.48,4.18
10-Jul-1964,3.43,4.19
13-Jul-1964,3.43,4.19
14-Jul-1964,3.44,4.19
15-Jul-1964,3.44,4.19
16-Jul-1964,3.42,4.19
17-Jul-1964,3.44,4.2
20-Jul-1964,3.46,4.21
21-Jul-1964,3.46,4.2
22-Jul-1964,3.48,4.21
23-Jul-1964,3.45,4.2
24-Jul-1964,3.45,4.2
27-Jul-1964,3.45,4.2
28-Jul-1964,3.46,4.2
29-Jul-1964,3.47,4.2
30-Jul-1964,3.47,4.19
31-Jul-1964,3.47,4.19
03-Aug-1964,3.47,4.19
04-Aug-1964,3.47,4.19
05-Aug-1964,3.5,4.19
06-Aug-1964,3.49,4.18
07-Aug-1964,3.49,4.19
10-Aug-1964,3.5,4.19
11-Aug-1964,3.5,4.2
12-Aug-1964,3.51,4.2
13-Aug-1964,3.51,4.19
14-Aug-1964,3.51,4.19
17-Aug-1964,3.5,4.19
18-Aug-1964,3.49,4.19
19-Aug-1964,3.5,4.19
20-Aug-1964,3.5,4.19
21-Aug-1964,3.5,4.19
24-Aug-1964,3.5,4.19
25-Aug-1964,3.5,4.2
26-Aug-1964,3.51,4.2
27-Aug-1964,3.49,4.2
28-Aug-1964,3.49,4.21
31-Aug-1964,3.5,4.21
01-Sep-1964,3.5,4.21
02-Sep-1964,3.51,4.22
03-Sep-1964,3.5,4.22
04-Sep-1964,3.51,4.22
07-Sep-1964,3.51,4.22
08-Sep-1964,3.51,4.22
09-Sep-1964,3.53,4.22
10-Sep-1964,3.52,4.22
11-Sep-1964,3.52,4.22
14-Sep-1964,3.53,4.22
15-Sep-1964,3.54,4.22
16-Sep-1964,3.55,4.21
17-Sep-1964,3.54,4.2
18-Sep-1964,3.54,4.2
21-Sep-1964,3.54,4.19
22-Sep-1964,3.54,4.19
23-Sep-1964,3.55,4.19
24-Sep-1964,3.55,4.19
25-Sep-1964,3.54,4.19
28-Sep-1964,3.55,4.17
29-Sep-1964,3.55,4.18
30-Sep-1964,3.55,4.18
01-Oct-1964,3.55,4.18
02-Oct-1964,3.56,4.18
05-Oct-1964,3.56,4.2
06-Oct-1964,3.56,4.19
07-Oct-1964,3.58,4.19
08-Oct-1964,3.58,4.19
09-Oct-1964,3.58,4.19
12-Oct-1964,3.58,4.19
13-Oct-1964,3.57,4.19
14-Oct-1964,3.59,4.19
15-Oct-1964,3.59,4.2
16-Oct-1964,3.59,4.21
19-Oct-1964,3.59,4.21
20-Oct-1964,3.59,4.2
21-Oct-1964,3.59,4.19
22-Oct-1964,3.58,4.19
23-Oct-1964,3.57,4.19
26-Oct-1964,3.56,4.19
27-Oct-1964,3.56,4.18
28-Oct-1964,3.56,4.17
29-Oct-1964,3.55,4.16
30-Oct-1964,3.55,4.16
02-Nov-1964,3.55,4.15
03-Nov-1964,3.55,4.15
04-Nov-1964,3.57,4.15
05-Nov-1964,3.57,4.15
06-Nov-1964,3.57,4.15
09-Nov-1964,3.57,4.15
10-Nov-1964,3.56,4.14
11-Nov-1964,3.56,4.14
12-Nov-1964,3.58,4.12
13-Nov-1964,3.59,4.13
16-Nov-1964,3.6,4.13
17-Nov-1964,3.6,4.14
18-Nov-1964,3.61,4.14
19-Nov-1964,3.61,4.13
20-Nov-1964,3.62,4.13
23-Nov-1964,3.73,4.18
24-Nov-1964,3.78,4.18
25-Nov-1964,3.82,4.19
26-Nov-1964,3.82,4.19
27-Nov-1964,3.81,4.19
30-Nov-1964,3.84,4.2
01-Dec-1964,3.85,4.2
02-Dec-1964,3.84,4.19
03-Dec-1964,3.79,4.18
04-Dec-1964,3.78,4.18
07-Dec-1964,3.76,4.17
08-Dec-1964,3.8,4.16
09-Dec-1964,3.84,4.16
10-Dec-1964,3.83,4.15
11-Dec-1964,3.82,4.15
14-Dec-1964,3.84,4.16
15-Dec-1964,3.85,4.17
16-Dec-1964,3.87,4.18
17-Dec-1964,3.87,4.18
18-Dec-1964,3.86,4.19
21-Dec-1964,3.86,4.18
22-Dec-1964,3.86,4.18
23-Dec-1964,3.86,4.19
24-Dec-1964,3.86,4.19
25-Dec-1964,3.86,4.19
28-Dec-1964,3.85,4.19
29-Dec-1964,3.82,4.19
30-Dec-1964,3.84,4.2
31-Dec-1964,3.82,4.21
01-Jan-1965,3.82,4.21
04-Jan-1965,3.81,4.2
05-Jan-1965,3.8,4.2
06-Jan-1965,3.82,4.2
07-Jan-1965,3.8,4.2
08-Jan-1965,3.78,4.2
11-Jan-1965,3.77,4.2
12-Jan-1965,3.76,4.19
13-Jan-1965,3.77,4.19
14-Jan-1965,3.77,4.19
15-Jan-1965,3.77,4.19
18-Jan-1965,3.77,4.19
19-Jan-1965,3.77,4.18
20-Jan-1965,3.83,4.18
21-Jan-1965,3.83,4.17
22-Jan-1965,3.83,4.17
25-Jan-1965,3.84,4.18
26-Jan-1965,3.84,4.19
27-Jan-1965,3.85,4.19
28-Jan-1965,3.86,4.19
29-Jan-1965,3.87,4.19
01-Feb-1965,3.88,4.2
02-Feb-1965,3.88,4.2
03-Feb-1965,3.89,4.2
04-Feb-1965,3.9,4.21
05-Feb-1965,3.91,4.22
08-Feb-1965,3.89,4.21
09-Feb-1965,3.89,4.21
10-Feb-1965,3.91,4.21
11-Feb-1965,3.92,4.21
12-Feb-1965,3.92,4.21
15-Feb-1965,3.91,4.22
16-Feb-1965,3.92,4.21
17-Feb-1965,3.96,4.21
18-Feb-1965,3.96,4.21
19-Feb-1965,3.96,4.22
22-Feb-1965,3.96,4.22
23-Feb-1965,3.98,4.21
24-Feb-1965,4,4.22
25-Feb-1965,4,4.21
26-Feb-1965,3.99,4.22
01-Mar-1965,3.97,4.22
02-Mar-1965,3.96,4.24
03-Mar-1965,3.97,4.23
04-Mar-1965,3.96,4.22
05-Mar-1965,3.95,4.23
08-Mar-1965,3.94,4.23
09-Mar-1965,3.94,4.23
10-Mar-1965,3.95,4.23
11-Mar-1965,3.94,4.22
12-Mar-1965,3.93,4.22
15-Mar-1965,3.92,4.21
16-Mar-1965,3.91,4.21
