Time,TB3m,TB10y
19-Jun-1978,6.69,8.45
20-Jun-1978,6.74,8.47
21-Jun-1978,6.84,8.5
22-Jun-1978,6.81,8.5
23-Jun-1978,6.86,8.55
26-Jun-1978,6.88,8.59
27-Jun-1978,6.94,8.58
28-Jun-1978,6.88,8.57
29-Jun-1978,6.92,8.57
30-Jun-1978,7.01,8.62
03-Jul-1978,6.95,8.59
04-Jul-1978,6.95,8.59
05-Jul-1978,7.07,8.62
06-Jul-1978,7.06,8.62
07-Jul-1978,7.13,8.66
10-Jul-1978,7.16,8.68
11-Jul-1978,7.2,8.68
12-Jul-1978,7.19,8.67
13-Jul-1978,7.18,8.68
14-Jul-1978,7.07,8.68
17-Jul-1978,6.99,8.65
18-Jul-1978,7.09,8.63
19-Jul-1978,7.06,8.62
20-Jul-1978,7.07,8.66
21-Jul-1978,7.02,8.67
24-Jul-1978,6.83,8.67
25-Jul-1978,6.92,8.67
26-Jul-1978,6.9,8.66
27-Jul-1978,6.76,8.58
28-Jul-1978,6.74,8.55
31-Jul-1978,6.76,8.56
01-Aug-1978,6.88,8.54
02-Aug-1978,6.76,8.44
03-Aug-1978,6.8,8.39
04-Aug-1978,6.78,8.38
07-Aug-1978,6.76,8.36
08-Aug-1978,6.72,8.35
09-Aug-1978,6.74,8.34
10-Aug-1978,6.85,8.45
11-Aug-1978,6.86,8.44
14-Aug-1978,6.88,8.45
15-Aug-1978,6.99,8.46
16-Aug-1978,7.24,8.55
17-Aug-1978,7.19,8.48
18-Aug-1978,7.3,8.46
21-Aug-1978,7.26,8.41
22-Aug-1978,7.28,8.41
23-Aug-1978,7.22,8.32
24-Aug-1978,7.24,8.35
25-Aug-1978,7.24,8.34
28-Aug-1978,7.33,8.35
29-Aug-1978,7.45,8.37
30-Aug-1978,7.48,8.42
31-Aug-1978,7.54,8.39
01-Sep-1978,7.7,8.38
04-Sep-1978,7.7,8.38
05-Sep-1978,7.57,8.34
06-Sep-1978,7.58,8.35
07-Sep-1978,7.59,8.34
08-Sep-1978,7.67,8.34
11-Sep-1978,7.71,8.31
12-Sep-1978,7.75,8.29
13-Sep-1978,7.76,8.3
14-Sep-1978,7.77,8.32
15-Sep-1978,7.88,8.35
18-Sep-1978,7.9,8.37
19-Sep-1978,7.95,8.38
20-Sep-1978,8.08,8.46
21-Sep-1978,8.04,8.51
22-Sep-1978,8.15,8.56
25-Sep-1978,8.09,8.56
26-Sep-1978,8.01,8.53
27-Sep-1978,7.89,8.54
28-Sep-1978,7.83,8.54
29-Sep-1978,7.98,8.56
02-Oct-1978,7.98,8.58
03-Oct-1978,8.16,8.57
04-Oct-1978,8.18,8.59
05-Oct-1978,8.19,8.6
06-Oct-1978,8.19,8.58
09-Oct-1978,8.19,8.58
10-Oct-1978,8.21,8.58
11-Oct-1978,8.09,8.56
12-Oct-1978,7.78,8.51
13-Oct-1978,7.82,8.52
16-Oct-1978,7.88,8.59
17-Oct-1978,8.15,8.6
18-Oct-1978,7.94,8.62
19-Oct-1978,7.75,8.64
20-Oct-1978,7.75,8.66
23-Oct-1978,7.52,8.66
24-Oct-1978,7.77,8.64
25-Oct-1978,7.54,8.65
26-Oct-1978,7.76,8.72
27-Oct-1978,7.93,8.78
30-Oct-1978,8.47,8.88
31-Oct-1978,8.75,8.96
01-Nov-1978,8.85,8.66
02-Nov-1978,8.76,8.73
03-Nov-1978,8.8,8.86
06-Nov-1978,8.84,8.85
07-Nov-1978,8.84,8.85
08-Nov-1978,8.99,8.86
09-Nov-1978,8.82,8.87
10-Nov-1978,8.51,8.86
13-Nov-1978,8.23,8.83
14-Nov-1978,8.3,8.82
15-Nov-1978,8.02,8.76
16-Nov-1978,8.17,8.72
17-Nov-1978,7.98,8.72
20-Nov-1978,8.21,8.72
21-Nov-1978,8.83,8.77
22-Nov-1978,8.63,8.77
23-Nov-1978,8.63,8.77
24-Nov-1978,8.86,8.86
27-Nov-1978,8.96,8.86
28-Nov-1978,9.12,8.86
29-Nov-1978,8.98,8.86
30-Nov-1978,9.01,8.86
01-Dec-1978,8.85,8.8
04-Dec-1978,8.95,8.82
05-Dec-1978,8.95,8.85
06-Dec-1978,8.89,8.85
07-Dec-1978,8.9,8.89
08-Dec-1978,8.95,8.9
11-Dec-1978,8.93,8.9
12-Dec-1978,8.86,8.92
13-Dec-1978,8.88,8.98
14-Dec-1978,8.9,8.96
15-Dec-1978,9.08,9
18-Dec-1978,9.26,9.13
19-Dec-1978,9.21,9.14
20-Dec-1978,9.25,9.16
21-Dec-1978,9.29,9.16
22-Dec-1978,9.37,9.11
25-Dec-1978,9.37,9.11
26-Dec-1978,9.36,9.13
27-Dec-1978,9.19,9.12
28-Dec-1978,9.2,9.16
29-Dec-1978,9.26,9.15
01-Jan-1979,9.26,9.15
02-Jan-1979,9.41,9.18
03-Jan-1979,9.31,9.16
04-Jan-1979,9.31,9.11
05-Jan-1979,9.34,9.1
08-Jan-1979,9.36,9.14
09-Jan-1979,9.27,9.16
10-Jan-1979,9.25,9.16
11-Jan-1979,9.28,9.15
12-Jan-1979,9.35,9.14
15-Jan-1979,9.44,9.15
16-Jan-1979,9.44,9.16
17-Jan-1979,9.44,9.18
18-Jan-1979,9.46,9.18
19-Jan-1979,9.4,9.15
22-Jan-1979,9.34,9.12
23-Jan-1979,9.36,9.1
24-Jan-1979,9.35,9.08
25-Jan-1979,9.33,8.98
26-Jan-1979,9.34,8.93
29-Jan-1979,9.35,8.96
30-Jan-1979,9.27,8.95
31-Jan-1979,9.29,8.95
01-Feb-1979,9.25,8.94
02-Feb-1979,9.25,8.89
05-Feb-1979,9.18,8.95
06-Feb-1979,9.21,9
07-Feb-1979,9.25,9.09
08-Feb-1979,9.24,9.09
09-Feb-1979,9.31,9.11
12-Feb-1979,9.31,9.11
13-Feb-1979,9.29,9.11
14-Feb-1979,9.27,9.12
15-Feb-1979,9.26,9.12
16-Feb-1979,9.29,9.11
19-Feb-1979,9.29,9.11
20-Feb-1979,9.38,9.12
21-Feb-1979,9.42,9.15
22-Feb-1979,9.41,9.2
23-Feb-1979,9.44,9.21
26-Feb-1979,9.46,9.2
27-Feb-1979,9.47,9.19
28-Feb-1979,9.45,9.17
01-Mar-1979,9.4,9.17
02-Mar-1979,9.41,9.16
05-Mar-1979,9.4,9.11
06-Mar-1979,9.42,9.14
07-Mar-1979,9.42,9.1
08-Mar-1979,9.42,9.1
09-Mar-1979,9.52,9.11
12-Mar-1979,9.51,9.11
13-Mar-1979,9.51,9.11
14-Mar-1979,9.52,9.12
15-Mar-1979,9.49,9.14
16-Mar-1979,9.52,9.12
19-Mar-1979,9.5,9.12
20-Mar-1979,9.52,9.13
21-Mar-1979,9.56,9.13
22-Mar-1979,9.56,9.12
23-Mar-1979,9.55,9.12
26-Mar-1979,9.54,9.12
27-Mar-1979,9.49,9.11
28-Mar-1979,9.43,9.07
29-Mar-1979,9.39,9.06
30-Mar-1979,9.44,9.11
02-Apr-1979,9.54,9.11
03-Apr-1979,9.52,9.1
04-Apr-1979,9.49,9.09
05-Apr-1979,9.49,9.07
06-Apr-1979,9.6,9.1
09-Apr-1979,9.62,9.14
10-Apr-1979,9.75,9.17
11-Apr-1979,9.72,9.2
12-Apr-1979,9.69,9.2
13-Apr-1979,9.69,9.2
16-Apr-1979,9.66,9.19
17-Apr-1979,9.5,9.16
18-Apr-1979,9.29,9.15
19-Apr-1979,9.3,9.15
20-Apr-1979,9.31,9.19
23-Apr-1979,9.2,9.21
24-Apr-1979,9.1,9.24
25-Apr-1979,9.07,9.23
26-Apr-1979,9.14,9.27
27-Apr-1979,9.66,9.32
30-Apr-1979,9.56,9.35
01-May-1979,9.5,9.36
02-May-1979,9.55,9.34
03-May-1979,9.61,9.38
04-May-1979,9.68,9.39
07-May-1979,9.66,9.39
08-May-1979,9.66,9.38
09-May-1979,9.64,9.36
10-May-1979,9.64,9.36
11-May-1979,9.56,9.34
14-May-1979,9.55,9.3
15-May-1979,9.6,9.32
16-May-1979,9.57,9.31
17-May-1979,9.57,9.24
18-May-1979,9.72,9.23
21-May-1979,9.77,9.24
22-May-1979,9.7,9.15
23-May-1979,9.67,9.07
24-May-1979,9.53,9.06
25-May-1979,9.54,9.01
28-May-1979,9.54,9.01
29-May-1979,9.55,9.01
30-May-1979,9.55,9.01
31-May-1979,9.57,9.06
01-Jun-1979,9.52,9.05
04-Jun-1979,9.54,9.06
05-Jun-1979,9.44,9.02
06-Jun-1979,9.35,8.97
07-Jun-1979,9.29,8.89
08-Jun-1979,9.18,8.9
11-Jun-1979,9.06,8.94
12-Jun-1979,8.88,8.79
13-Jun-1979,8.87,8.83
14-Jun-1979,8.9,8.87
15-Jun-1979,9.15,8.96
18-Jun-1979,8.95,8.95
19-Jun-1979,8.97,8.95
20-Jun-1979,8.94,8.94
21-Jun-1979,8.96,8.93
22-Jun-1979,8.99,8.98
25-Jun-1979,8.75,8.93
26-Jun-1979,8.76,8.82
27-Jun-1979,8.81,8.8
28-Jun-1979,8.9,8.8
29-Jun-1979,8.95,8.81
02-Jul-1979,8.93,8.76
03-Jul-1979,9.06,8.77
04-Jul-1979,9.06,8.77
05-Jul-1979,9.19,8.8
06-Jul-1979,9.2,8.82
09-Jul-1979,9.26,8.86
10-Jul-1979,9.32,8.92
11-Jul-1979,9.27,8.97
12-Jul-1979,9.26,8.95
13-Jul-1979,9.3,8.94
16-Jul-1979,9.36,8.99
17-Jul-1979,9.28,9.01
18-Jul-1979,9.25,9.03
19-Jul-1979,9.26,9.04
20-Jul-1979,9.42,8.98
23-Jul-1979,9.44,9.03
24-Jul-1979,9.38,9.06
25-Jul-1979,9.22,8.99
26-Jul-1979,9.13,8.97
27-Jul-1979,9.23,9.02
30-Jul-1979,9.09,9.03
31-Jul-1979,9.18,9.01
01-Aug-1979,9.16,8.99
02-Aug-1979,9.33,8.91
03-Aug-1979,9.38,8.92
06-Aug-1979,9.34,8.91
07-Aug-1979,9.4,8.91
08-Aug-1979,9.4,8.93
09-Aug-1979,9.4,8.97
10-Aug-1979,9.46,9
13-Aug-1979,9.47,9
14-Aug-1979,9.49,8.98
15-Aug-1979,9.55,9
16-Aug-1979,9.52,9
17-Aug-1979,9.58,9.01
20-Aug-1979,9.5,9.02
21-Aug-1979,9.54,9.04
22-Aug-1979,9.56,9.04
23-Aug-1979,9.53,9.05
24-Aug-1979,9.64,9.14
27-Aug-1979,9.65,9.12
28-Aug-1979,9.74,9.15
29-Aug-1979,9.77,9.14
30-Aug-1979,9.75,9.21
31-Aug-1979,9.81,9.24
03-Sep-1979,9.81,9.24
04-Sep-1979,10.02,9.32
05-Sep-1979,10.07,9.32
06-Sep-1979,10.27,9.35
07-Sep-1979,10.42,9.34
10-Sep-1979,10.55,9.36
11-Sep-1979,10.45,9.25
12-Sep-1979,10.45,9.3
13-Sep-1979,10.5,9.34
14-Sep-1979,10.29,9.29
17-Sep-1979,10.37,9.37
18-Sep-1979,10.4,9.36
19-Sep-1979,10.2,9.31
20-Sep-1979,10.21,9.29
21-Sep-1979,10.1,9.26
24-Sep-1979,10.03,9.34
25-Sep-1979,10.06,9.32
26-Sep-1979,10.22,9.36
27-Sep-1979,10.28,9.44
28-Sep-1979,10.12,9.44
01-Oct-1979,10.15,9.51
02-Oct-1979,10.37,9.47
03-Oct-1979,10.39,9.5
04-Oct-1979,10.56,9.58
05-Oct-1979,10.7,9.6
08-Oct-1979,10.7,9.6
09-Oct-1979,11.82,9.93
10-Oct-1979,11.74,10.09
11-Oct-1979,11.57,10.17
12-Oct-1979,11.35,10.15
15-Oct-1979,11.6,10.31
16-Oct-1979,11.84,10.27
17-Oct-1979,11.69,10.2
18-Oct-1979,12.05,10.41
19-Oct-1979,12.37,10.68
22-Oct-1979,12.84,10.96
23-Oct-1979,13.01,11.02
24-Oct-1979,12.72,10.83
25-Oct-1979,12.53,10.98
26-Oct-1979,11.91,10.67
29-Oct-1979,12.02,10.78
30-Oct-1979,12.08,10.75
31-Oct-1979,12.12,10.72
01-Nov-1979,12.06,10.79
02-Nov-1979,12.05,10.84
05-Nov-1979,12.06,10.85
06-Nov-1979,12.06,10.85
07-Nov-1979,12.48,11
08-Nov-1979,12.44,10.96
09-Nov-1979,12,10.68
12-Nov-1979,12,10.68
13-Nov-1979,12.06,10.63
14-Nov-1979,11.94,10.75
15-Nov-1979,11.7,10.62
16-Nov-1979,11.91,10.77
19-Nov-1979,11.99,10.8
20-Nov-1979,11.92,10.78
21-Nov-1979,11.81,10.73
22-Nov-1979,11.81,10.73
23-Nov-1979,11.34,10.51
26-Nov-1979,11.05,10.37
27-Nov-1979,11.09,10.24
28-Nov-1979,11.4,10.37
29-Nov-1979,11.27,10.34
30-Nov-1979,11.49,10.38
03-Dec-1979,11.83,10.44
04-Dec-1979,11.68,10.32
05-Dec-1979,11.64,10.27
06-Dec-1979,11.65,10.13
07-Dec-1979,11.93,10.3
10-Dec-1979,12.09,10.27
11-Dec-1979,12.29,10.46
12-Dec-1979,12.6,10.58
13-Dec-1979,12.42,10.51
14-Dec-1979,12.3,10.45
17-Dec-1979,12.24,10.42
18-Dec-1979,12.17,10.34
19-Dec-1979,11.91,10.33
20-Dec-1979,11.9,10.38
21-Dec-1979,12.08,10.39
24-Dec-1979,12.05,10.45
25-Dec-1979,12.05,10.45
26-Dec-1979,12,10.48
27-Dec-1979,11.97,10.46
28-Dec-1979,11.92,10.41
31-Dec-1979,12.04,10.33
01-Jan-1980,12.04,10.33
02-Jan-1980,12.17,10.5
03-Jan-1980,12.1,10.6
04-Jan-1980,12.1,10.66
07-Jan-1980,11.86,10.63
08-Jan-1980,11.78,10.57
09-Jan-1980,11.76,10.58
10-Jan-1980,11.45,10.51
11-Jan-1980,11.76,10.68
14-Jan-1980,11.84,10.7
15-Jan-1980,11.87,10.65
16-Jan-1980,11.82,10.65
17-Jan-1980,11.94,10.71
18-Jan-1980,12.07,10.82
21-Jan-1980,12.23,10.96
22-Jan-1980,12.16,10.85
23-Jan-1980,12.02,10.82
24-Jan-1980,12.17,11.01
25-Jan-1980,12.29,11.1
28-Jan-1980,12.18,11.15
29-Jan-1980,12.26,11.21
30-Jan-1980,12.13,11.16
31-Jan-1980,12,11.13
01-Feb-1980,12.17,11.29
04-Feb-1980,11.98,11.4
05-Feb-1980,12.22,11.73
06-Feb-1980,12.06,11.92
07-Feb-1980,11.92,11.71
08-Feb-1980,12.07,11.8
11-Feb-1980,12.22,12.01
12-Feb-1980,12.22,12.01
13-Feb-1980,12.18,11.86
14-Feb-1980,12.23,11.97
15-Feb-1980,12.8,12.2
18-Feb-1980,12.8,12.2
19-Feb-1980,13.4,12.85
20-Feb-1980,13.3,12.84
21-Feb-1980,13.42,13.22
22-Feb-1980,13.38,13.06
25-Feb-1980,13.65,13.27
26-Feb-1980,13.85,13.65
27-Feb-1980,13.84,13.46
28-Feb-1980,13.57,12.92
29-Feb-1980,14.01,12.72
03-Mar-1980,15,12.79
04-Mar-1980,15.15,12.91
05-Mar-1980,15.37,13.03
06-Mar-1980,15.7,13.13
07-Mar-1980,15.63,12.86
10-Mar-1980,15.26,12.63
11-Mar-1980,15.38,12.41
12-Mar-1980,15.6,12.62
13-Mar-1980,15.12,12.5
14-Mar-1980,15.25,12.52
17-Mar-1980,14.67,12.58
18-Mar-1980,14.62,12.4
19-Mar-1980,14.33,12.35
20-Mar-1980,15.02,12.62
21-Mar-1980,15.15,12.75
24-Mar-1980,15.93,13.17
25-Mar-1980,16,13.1
26-Mar-1980,15.93,13.03
27-Mar-1980,15.12,12.97
28-Mar-1980,14.75,12.72
31-Mar-1980,14.24,12.64
01-Apr-1980,15.03,12.69
02-Apr-1980,14.88,12.63
03-Apr-1980,14.97,12.52
04-Apr-1980,14.97,12.52
07-Apr-1980,14.41,12.13
08-Apr-1980,14.48,12.21
09-Apr-1980,14.31,12.06
10-Apr-1980,14.3,12.06
11-Apr-1980,13.99,11.79
14-Apr-1980,13.84,11.62
15-Apr-1980,13.82,11.57
16-Apr-1980,13.5,10.9
17-Apr-1980,13.5,11.13
18-Apr-1980,13.2,11.05
21-Apr-1980,12.93,10.9
22-Apr-1980,12.25,10.82
23-Apr-1980,12.01,10.89
24-Apr-1980,11.91,10.96
25-Apr-1980,11.81,10.95
28-Apr-1980,11,10.63
29-Apr-1980,10.74,10.67
30-Apr-1980,10.39,10.76
01-May-1980,10.36,10.57
02-May-1980,9.85,10.24
05-May-1980,9.66,10.18
06-May-1980,9.5,9.8
07-May-1980,8.98,9.96
08-May-1980,8.75,10.18
09-May-1980,8.81,10.3
12-May-1980,8.6,10.3
13-May-1980,8.28,10.13
14-May-1980,8.14,10.14
15-May-1980,8.61,10.31
16-May-1980,9.04,10.37
19-May-1980,8.89,10.53
20-May-1980,8.29,10.22
21-May-1980,8.06,10.08
22-May-1980,7.95,10.1
23-May-1980,7.54,9.85
26-May-1980,7.54,9.85
27-May-1980,7.52,9.96
28-May-1980,7.66,10.1
29-May-1980,7.88,10.24
30-May-1980,7.75,10.25
02-Jun-1980,7.9,10.31
03-Jun-1980,7.61,10.16
04-Jun-1980,7.41,10.07
05-Jun-1980,7.36,10.02
06-Jun-1980,7.29,9.81
09-Jun-1980,6.87,9.73
10-Jun-1980,6.64,9.83
11-Jun-1980,6.3,9.7
12-Jun-1980,6.2,9.53
13-Jun-1980,6.18,9.51
16-Jun-1980,6.37,9.47
17-Jun-1980,6.74,9.49
18-Jun-1980,6.97,9.56
19-Jun-1980,6.98,9.56
20-Jun-1980,6.74,9.49
23-Jun-1980,7.14,9.63
24-Jun-1980,7.3,9.68
25-Jun-1980,7.42,9.79
26-Jun-1980,7.56,9.87
27-Jun-1980,7.7,10.04
30-Jun-1980,7.88,10.09
01-Jul-1980,8.04,10.13
02-Jul-1980,7.94,10.19
03-Jul-1980,7.81,10.01
04-Jul-1980,7.81,10.01
07-Jul-1980,8.24,10.2
08-Jul-1980,8.06,10.09
09-Jul-1980,7.97,10.14
10-Jul-1980,7.96,10.21
11-Jul-1980,8.17,10.28
14-Jul-1980,8.18,10.33
15-Jul-1980,8.05,10.17
16-Jul-1980,7.76,10.07
17-Jul-1980,7.96,10.21
18-Jul-1980,7.96,10.2
21-Jul-1980,7.86,10.13
22-Jul-1980,7.88,10.18
23-Jul-1980,7.83,10.12
24-Jul-1980,8.01,10.24
25-Jul-1980,8.05,10.35
28-Jul-1980,8.21,10.46
29-Jul-1980,8.3,10.45
30-Jul-1980,8.38,10.53
31-Jul-1980,8.62,10.76
01-Aug-1980,8.7,10.76
04-Aug-1980,8.64,10.69
05-Aug-1980,8.72,10.7
06-Aug-1980,8.55,10.8
07-Aug-1980,8.38,10.71
08-Aug-1980,8.62,10.87
11-Aug-1980,8.83,11.03
12-Aug-1980,8.64,10.98
13-Aug-1980,8.55,10.89
14-Aug-1980,8.45,10.9
15-Aug-1980,8.54,10.86
18-Aug-1980,9.11,11.13
19-Aug-1980,9.38,11.24
20-Aug-1980,9.31,11.22
21-Aug-1980,9.7,11.3
22-Aug-1980,9.54,11.13
25-Aug-1980,9.78,11.4
26-Aug-1980,9.94,11.42
27-Aug-1980,10.07,11.67
28-Aug-1980,10.32,11.89
29-Aug-1980,9.96,11.55
01-Sep-1980,9.96,11.55
02-Sep-1980,9.87,11.32
03-Sep-1980,9.74,11.08
04-Sep-1980,9.75,11.16
05-Sep-1980,9.77,11.21
08-Sep-1980,10.1,11.29
09-Sep-1980,10.04,11.19
10-Sep-1980,9.94,11.14
11-Sep-1980,10.14,11.32
12-Sep-1980,10.22,11.37
15-Sep-1980,10.47,11.62
16-Sep-1980,10.29,11.52
17-Sep-1980,10.34,11.57
18-Sep-1980,10.15,11.53
19-Sep-1980,10.03,11.33
22-Sep-1980,10.56,11.69
23-Sep-1980,10.33,11.76
24-Sep-1980,10.16,11.75
25-Sep-1980,10.36,11.91
26-Sep-1980,10.82,11.99
29-Sep-1980,11.18,12.07
30-Sep-1980,11.44,11.86
01-Oct-1980,11.45,11.78
02-Oct-1980,11.53,11.83
03-Oct-1980,11.33,11.4
06-Oct-1980,11.14,11.35
07-Oct-1980,11.3,11.43
08-Oct-1980,11.38,11.51
09-Oct-1980,11.14,11.39
10-Oct-1980,11.25,11.44
13-Oct-1980,11.25,11.44
14-Oct-1980,11.18,11.37
15-Oct-1980,10.91,11.29
16-Oct-1980,10.98,11.47
17-Oct-1980,11.2,11.62
20-Oct-1980,11.31,11.64
21-Oct-1980,11.64,11.7
22-Oct-1980,11.81,11.88
23-Oct-1980,11.79,11.82
24-Oct-1980,11.74,11.74
27-Oct-1980,12.31,12.13
28-Oct-1980,12.49,12.32
29-Oct-1980,12.52,12.48
30-Oct-1980,12.54,12.48
31-Oct-1980,12.71,12.46
03-Nov-1980,13.17,12.46
04-Nov-1980,13.17,12.46
05-Nov-1980,13.4,12.61
06-Nov-1980,13.5,13.04
07-Nov-1980,13.04,12.66
10-Nov-1980,13.48,12.78
11-Nov-1980,13.48,12.78
12-Nov-1980,13.18,12.47
13-Nov-1980,13.09,12.49
14-Nov-1980,13.39,12.79
17-Nov-1980,14.19,12.95
18-Nov-1980,13.69,12.62
19-Nov-1980,13.72,12.51
20-Nov-1980,13.96,12.59
21-Nov-1980,14.32,12.8
24-Nov-1980,14.41,12.76
25-Nov-1980,14.16,12.74
26-Nov-1980,14.2,12.65
27-Nov-1980,14.2,12.65
28-Nov-1980,14.48,12.72
01-Dec-1980,14.71,12.92
02-Dec-1980,14.82,12.95
03-Dec-1980,14.66,12.92
04-Dec-1980,14.86,12.91
05-Dec-1980,15.84,12.85
08-Dec-1980,16.53,12.91
09-Dec-1980,16.72,13.1
10-Dec-1980,16.88,13.15
11-Dec-1980,17.14,13.57
12-Dec-1980,16.55,13.21
15-Dec-1980,16.77,13.25
16-Dec-1980,16.7,13.51
17-Dec-1980,16.47,13.28
18-Dec-1980,16.2,13.22
19-Dec-1980,14.93,12.64
22-Dec-1980,14.84,12.14
23-Dec-1980,14.49,12.35
24-Dec-1980,14.71,12.42
25-Dec-1980,14.71,12.42
26-Dec-1980,14.45,12.25
29-Dec-1980,14.18,12.2
30-Dec-1980,14.12,12.39
31-Dec-1980,14.3,12.43
01-Jan-1981,14.3,12.43
02-Jan-1981,14.65,12.42
05-Jan-1981,13.52,12.15
06-Jan-1981,13.58,12.11
07-Jan-1981,14.5,12.38
08-Jan-1981,14.76,12.35
09-Jan-1981,15.2,12.57
12-Jan-1981,15.22,12.45
13-Jan-1981,15.24,12.53
14-Jan-1981,15.08,12.53
15-Jan-1981,15.25,12.62
16-Jan-1981,15.15,12.53
19-Jan-1981,15.79,12.64
20-Jan-1981,15.32,12.5
21-Jan-1981,15.71,12.77
22-Jan-1981,15.72,12.87
23-Jan-1981,15.7,12.84
26-Jan-1981,15.35,12.7
27-Jan-1981,15.2,12.73
28-Jan-1981,15.06,12.77
29-Jan-1981,14.87,12.8
30-Jan-1981,14.59,12.68
02-Feb-1981,14.9,12.86
03-Feb-1981,14.85,12.98
04-Feb-1981,14.67,12.86
05-Feb-1981,14.74,12.95
06-Feb-1981,15.32,13.09
09-Feb-1981,15.52,13.21
10-Feb-1981,15.46,13.27
11-Feb-1981,15.54,13.42
12-Feb-1981,15.54,13.42
13-Feb-1981,15.51,13.65
16-Feb-1981,15.51,13.65
17-Feb-1981,15.14,13.33
18-Feb-1981,15.02,13.3
19-Feb-1981,14.48,13.09
20-Feb-1981,14.09,12.9
23-Feb-1981,14.23,13.19
24-Feb-1981,14.15,13.21
25-Feb-1981,14.2,13.29
26-Feb-1981,14.14,13.47
27-Feb-1981,14.22,13.43
02-Mar-1981,14.52,13.62
03-Mar-1981,14.39,13.43
04-Mar-1981,14.49,13.45
05-Mar-1981,14.51,13.43
06-Mar-1981,14.29,13.2
09-Mar-1981,14.16,13.09
10-Mar-1981,13.99,13.08
11-Mar-1981,13.92,13.12
12-Mar-1981,13.66,13.03
13-Mar-1981,13.21,12.86
16-Mar-1981,13.02,12.85
17-Mar-1981,12.95,12.68
18-Mar-1981,12.45,12.58
19-Mar-1981,12.36,12.67
20-Mar-1981,12.36,12.77
23-Mar-1981,12.83,13.13
24-Mar-1981,12.84,13.3
25-Mar-1981,12.83,13.21
26-Mar-1981,12.97,13.34
27-Mar-1981,13.08,13.36
30-Mar-1981,12.6,13.22
31-Mar-1981,12.46,13.13
01-Apr-1981,12.37,13.14
02-Apr-1981,12.58,13.25
03-Apr-1981,12.97,13.4
06-Apr-1981,14,13.74
07-Apr-1981,13.63,13.41
08-Apr-1981,13.66,13.61
09-Apr-1981,13.49,13.45
10-Apr-1981,13.59,13.59
13-Apr-1981,13.78,13.68
14-Apr-1981,13.37,13.58
15-Apr-1981,13.68,13.74
16-Apr-1981,13.79,13.79
17-Apr-1981,13.79,13.79
20-Apr-1981,13.75,13.69
21-Apr-1981,13.66,13.73
22-Apr-1981,13.58,13.78
23-Apr-1981,13.64,13.8
24-Apr-1981,14.05,13.88
27-Apr-1981,14.28,13.92
28-Apr-1981,14.39,13.93
29-Apr-1981,14.42,14.05
30-Apr-1981,14.86,14.11
01-May-1981,14.67,14.05
04-May-1981,16.01,14.47
05-May-1981,16.61,14.69
06-May-1981,16.52,14.56
07-May-1981,16.58,14.33
08-May-1981,16.48,14.23
11-May-1981,16.59,14.34
12-May-1981,16.94,14.46
13-May-1981,17.01,14.49
14-May-1981,16.67,14.24
15-May-1981,16.55,14.07
18-May-1981,16.2,13.8
19-May-1981,16.56,13.95
20-May-1981,16.6,14
21-May-1981,17,14.05
22-May-1981,16.68,13.82
25-May-1981,16.68,13.82
26-May-1981,15.93,13.67
27-May-1981,16.01,13.71
28-May-1981,15.38,13.56
29-May-1981,15.1,13.5
01-Jun-1981,15.5,13.46
02-Jun-1981,15.69,13.58
03-Jun-1981,15.64,13.55
04-Jun-1981,15.81,13.51
05-Jun-1981,15.83,13.56
08-Jun-1981,15.18,13.36
09-Jun-1981,15.01,13.37
10-Jun-1981,14.69,13.31
11-Jun-1981,14.56,13.32
12-Jun-1981,14.53,13.35
15-Jun-1981,13.72,13.09
16-Jun-1981,13.73,13.08
17-Jun-1981,14.24,13.23
18-Jun-1981,15,13.57
19-Jun-1981,14.87,13.46
22-Jun-1981,14.36,13.44
23-Jun-1981,14.5,13.56
24-Jun-1981,14.7,13.66
25-Jun-1981,14.24,13.7
26-Jun-1981,14.13,13.69
29-Jun-1981,13.94,13.68
30-Jun-1981,14.28,13.86
01-Jul-1981,14.65,14.04
02-Jul-1981,14.48,13.95
03-Jul-1981,14.48,13.95
06-Jul-1981,14.35,13.81
07-Jul-1981,14.89,14.04
08-Jul-1981,14.98,14.11
09-Jul-1981,15.13,14.12
10-Jul-1981,14.75,13.94
13-Jul-1981,14.6,13.99
14-Jul-1981,14.78,14.15
15-Jul-1981,14.45,14.07
16-Jul-1981,14.52,14.11
17-Jul-1981,14.43,14.09
20-Jul-1981,15.5,14.59
21-Jul-1981,15.72,14.61
22-Jul-1981,15.68,14.63
23-Jul-1981,15.5,14.57
24-Jul-1981,15.08,14.41
27-Jul-1981,15.11,14.43
28-Jul-1981,15.3,14.53
29-Jul-1981,15.18,14.61
30-Jul-1981,14.87,14.71
31-Jul-1981,14.87,14.67
03-Aug-1981,15.5,14.95
04-Aug-1981,15.48,14.95
05-Aug-1981,15.35,14.91
06-Aug-1981,15.36,14.86
07-Aug-1981,15.44,14.83
10-Aug-1981,15.22,14.65
11-Aug-1981,14.85,14.4
12-Aug-1981,15.28,14.61
13-Aug-1981,15.42,14.65
14-Aug-1981,15.5,14.74
17-Aug-1981,15.74,14.71
18-Aug-1981,15.72,14.79
19-Aug-1981,15.67,14.77
20-Aug-1981,15.62,14.89
21-Aug-1981,15.4,14.97
24-Aug-1981,15.85,15.32
25-Aug-1981,15.78,15.35
