Time,SP500,SP500futures
21-Aug-1998,6.98586380039977,6.99805291696292
24-Aug-1998,6.99222510939336,6.99691019029303
25-Aug-1998,6.99654421983527,6.99896615903552
26-Aug-1998,6.98858838897468,6.99186662160079
27-Aug-1998,6.94946324827081,6.94312242281943
28-Aug-1998,6.9345335346184,6.93828448401696
31-Aug-1998,6.86409595993589,6.86484777797086
01-Sep-1998,6.90199875192749,6.90725515394046
02-Sep-1998,6.89818965392021,6.89846223207054
03-Sep-1998,6.88985604927491,6.89314912659277
04-Sep-1998,6.88129837632193,6.88346258641309
08-Sep-1998,6.93094434425055,6.93488394637039
09-Sep-1998,6.91393614998328,6.91075078796194
10-Sep-1998,6.88774643246424,6.87678047468271
11-Sep-1998,6.91677448142025,6.87678047468271
14-Sep-1998,6.93704217144403,6.93755677021893
15-Sep-1998,6.94474278307158,6.94384609912649
16-Sep-1998,6.95223136995269,6.95440028680518
17-Sep-1998,6.92644944412185,6.92706759001451
18-Sep-1998,6.92764616414818,6.92853781816467
21-Sep-1998,6.93136439260432,6.93779940033051
22-Sep-1998,6.93695479824268,6.94649510729807
23-Sep-1998,6.97175299703708,6.98258441960279
24-Sep-1998,6.94958793477219,6.96015795777519
25-Sep-1998,6.95153290132802,6.95749737087695
28-Sep-1998,6.9552969889187,6.96903850739904
29-Sep-1998,6.95561169305689,6.96366291092043
30-Sep-1998,6.92462223867465,6.93342302573071
01-Oct-1998,6.89405182913061,6.90254171192925
02-Oct-1998,6.91035188089164,6.92067150424868
05-Oct-1998,6.89624933677279,6.90224009829403
06-Oct-1998,6.89222533828641,6.90203897198603
07-Oct-1998,6.87799684960642,6.88653164253051
08-Oct-1998,6.86634978300802,6.87657416149856
09-Oct-1998,6.892022175231,6.89921894795985
12-Oct-1998,6.90546267497275,6.91294180566944
13-Oct-1998,6.90254169986652,6.91075078796194
14-Oct-1998,6.91327007351067,6.91849737551404
15-Oct-1998,6.95415209566471,6.96979066990159
16-Oct-1998,6.96264115411651,6.97185620438866
19-Oct-1998,6.96827638014638,6.97494652852246
20-Oct-1998,6.9697249290189,6.97914527506881
21-Oct-1998,6.97533919943024,6.97802733196747
22-Oct-1998,6.98330790283819,6.99090086006881
23-Oct-1998,6.97603994081449,6.979238380604
26-Oct-1998,6.97757975419084,6.98517917594694
27-Oct-1998,6.97104924410606,6.97961071608256
28-Oct-1998,6.97362725380005,6.97634807044775
29-Oct-1998,6.9901920914215,6.99987856785794
30-Oct-1998,7.00185567638565,7.00778159304926
02-Nov-1998,7.01355567627785,7.02215481929063
03-Nov-1998,7.01287173425965,7.01571242048723
04-Nov-1998,7.01989579798475,7.0251826958581
05-Nov-1998,7.03337417923947,7.03939738803385
06-Nov-1998,7.03966912282973,7.04577657687951
09-Nov-1998,7.03014984384058,7.0357086432926
10-Nov-1998,7.02843191081488,7.02908756414966
11-Nov-1998,7.0219496350238,7.02660441282052
12-Nov-1998,7.01901928161948,7.0244710786781
13-Nov-1998,7.02617808416457,7.0328890097389
16-Nov-1998,7.0351541517111,7.0407990527399
17-Nov-1998,7.03818682479211,7.04184901346284
18-Nov-1998,7.04270564688489,7.0475172213573
19-Nov-1998,7.04978420198777,7.05505396600302
20-Nov-1998,7.05923099771749,7.06261998954305
23-Nov-1998,7.08020321915531,7.08514804253934
24-Nov-1998,7.07580040240413,7.07901588841667
25-Nov-1998,7.07907486460137,7.07842589303523
27-Nov-1998,7.08366461804566,7.08523178411289
30-Nov-1998,7.05929971264128,7.05832813746151
01-Dec-1998,7.06926172073714,7.06834234363009
02-Dec-1998,7.06582683355263,7.06672291007778
03-Dec-1998,7.04763896612001,7.05012252026906
04-Dec-1998,7.07050317376536,7.07343919462307
07-Dec-1998,7.07977390152398,7.0796055359088
08-Dec-1998,7.07443852989497,7.07454009662696
09-Dec-1998,7.0762229709546,7.07707602359884
10-Dec-1998,7.0604935504015,7.06167736125439
11-Dec-1998,7.06172876682611,7.05910203147666
14-Dec-1998,7.03983557640209,7.0357086432926
15-Dec-1998,7.05861193030679,7.05858616868472
16-Dec-1998,7.05784625018969,7.05850016567456
17-Dec-1998,7.07325275121409,7.0733544596317
18-Dec-1998,7.08005177653916,7.07350697744693
21-Dec-1998,7.09244067803159,7.10208774844223
22-Dec-1998,7.0930473743544,7.10332206252611
23-Dec-1998,7.11358178320873,7.12496123762959
24-Dec-1998,7.11173233694406,7.12246335147525
28-Dec-1998,7.11109603484015,7.11761093596941
29-Dec-1998,7.1243253192362,7.13457207566264
30-Dec-1998,7.11633736813109,7.12455877455015
31-Dec-1998,7.11414321980596,7.12729233470224
04-Jan-1999,7.11322351907396,7.12359220178057
05-Jan-1999,7.1267141097543,7.13345555907804
06-Jan-1999,7.14861297705803,7.1547715947079
07-Jan-1999,7.14655954267381,7.15289512816824
08-Jan-1999,7.1507720166718,7.16006920759613
11-Jan-1999,7.14194163744724,7.14991683613211
12-Jan-1999,7.12247142727967,7.13177844332335
13-Jan-1999,7.11834032049159,7.12205988162914
14-Jan-1999,7.10018387134713,7.10578612948127
15-Jan-1999,7.12549224904042,7.12977820262764
19-Jan-1999,7.13249755166004,7.13648320859025
20-Jan-1999,7.13618085182697,7.14535385126593
21-Jan-1999,7.11895582285327,7.11720550316434
22-Jan-1999,7.11085116483677,7.11639414409346
25-Jan-1999,7.11799998067084,7.12568526324346
26-Jan-1999,7.13274517195807,7.14322257998518
27-Jan-1999,7.12541988344148,7.13009851012558
28-Jan-1999,7.14311984456189,7.1433806077984
29-Jan-1999,7.15433407907751,7.15578654580413
01-Feb-1999,7.14913159855741,7.15015228721823
02-Feb-1999,7.1404451112155,7.14306452719522
03-Feb-1999,7.14840073138194,7.15344279473124
04-Feb-1999,7.12969009206654,7.1383112900118
05-Feb-1999,7.12238268989222,7.12568526324346
08-Feb-1999,7.12590238482567,7.12865631774357
09-Feb-1999,7.10343719981203,7.10578612948127
10-Feb-1999,7.1095117884621,7.11102260029155
11-Feb-1999,7.13412564971026,7.14084916114952
12-Feb-1999,7.11487513790308,7.12149475022105
16-Feb-1999,7.12437358310168,7.1246392801252
17-Feb-1999,7.10990399626806,7.1142001806733
18-Feb-1999,7.12067072429924,7.12157550283546
19-Feb-1999,7.12223740501541,7.12568526324346
22-Feb-1999,7.14845581252783,7.15030922381617
23-Feb-1999,7.14770092441344,7.15109353758187
24-Feb-1999,7.13362314318378,7.13353535161748
25-Feb-1999,7.12690688909081,7.12407560494822
26-Feb-1999,7.12151894115836,7.11923102542866
01-Mar-1999,7.11976510698245,7.12205988162914
02-Mar-1999,7.11110420296817,7.11436286165625
03-Mar-1999,7.11289773927476,7.11801620446533
04-Mar-1999,7.1282072231697,7.13065880149174
