Bank of England | Database,,,,
Date,"Forward exchange rate, 1 month, US$ into Sterling                          XUDLDS1","Forward exchange rate, 3 month, US$ into Sterling                          XUDLDS3","Forward exchange rate, 6 month, US$ into Sterling                          XUDLDS6","Forward exchange rate, 12 month, US$ into Sterling                          XUDLDSY"
29 Dec 17,1.3524,1.3551,1.3596,1.3696
28 Dec 17,1.3449,1.3478,1.3522,1.362
27 Dec 17,1.3425,1.3449,1.3495,1.359
22 Dec 17,1.342,1.3444,1.3491,1.3585
21 Dec 17,1.3384,1.3407,1.3453,1.3547
20 Dec 17,1.3431,1.3455,1.35,1.3595
19 Dec 17,1.3378,1.3403,1.3448,1.3544
18 Dec 17,1.3434,1.3458,1.3503,1.3598
15 Dec 17,1.3355,1.338,1.3425,1.3518
14 Dec 17,1.3455,1.3479,1.3524,1.3615
13 Dec 17,1.3393,1.3417,1.3461,1.3552
12 Dec 17,1.3348,1.3371,1.3415,1.3508
11 Dec 17,1.3385,1.3408,1.3451,1.3542
08 Dec 17,1.3398,1.3422,1.3465,1.3555
07 Dec 17,1.344,1.3464,1.3507,1.3596
06 Dec 17,1.3403,1.3427,1.347,1.3559
05 Dec 17,1.3478,1.3502,1.3545,1.3635
04 Dec 17,1.35,1.3523,1.3566,1.3654
01 Dec 17,1.3509,1.3533,1.3576,1.3664
30 Nov 17,1.3549,1.3573,1.3616,1.3702
29 Nov 17,1.3431,1.3455,1.3496,1.3582
28 Nov 17,1.3245,1.3275,1.3316,1.3401
27 Nov 17,1.3352,1.3382,1.3423,1.351
24 Nov 17,1.3362,1.3393,1.3433,1.352
23 Nov 17,1.3308,1.3339,1.338,1.3465
22 Nov 17,1.3296,1.3326,1.3366,1.3454
21 Nov 17,1.3243,1.3273,1.3313,1.3401
20 Nov 17,1.3273,1.3304,1.3344,1.3429
17 Nov 17,1.3218,1.3248,1.3288,1.3371
16 Nov 17,1.3207,1.3237,1.3277,1.3361
15 Nov 17,1.3173,1.3205,1.3243,1.3327
14 Nov 17,1.3129,1.3159,1.3198,1.3281
13 Nov 17,1.3122,1.3153,1.3192,1.3274
10 Nov 17,1.323,1.326,1.3299,1.338
09 Nov 17,1.3128,1.3158,1.3197,1.3278
08 Nov 17,1.3111,1.3141,1.3178,1.3262
07 Nov 17,1.3152,1.318,1.3219,1.3301
06 Nov 17,1.3131,1.3159,1.3198,1.3279
03 Nov 17,1.3077,1.3105,1.3143,1.3224
02 Nov 17,1.3078,1.3106,1.3144,1.3222
01 Nov 17,1.3268,1.3297,1.3332,1.3408
31 Oct 17,1.3292,1.332,1.3356,1.3433
30 Oct 17,1.3206,1.3234,1.3271,1.3347
27 Oct 17,1.3123,1.3151,1.3188,1.3264
26 Oct 17,1.3183,1.321,1.3247,1.3323
25 Oct 17,1.3265,1.3293,1.333,1.3406
24 Oct 17,1.3132,1.3159,1.3196,1.3272
23 Oct 17,1.3198,1.3225,1.3262,1.3338
20 Oct 17,1.3202,1.323,1.3267,1.3344
19 Oct 17,1.3216,1.3243,1.328,1.3356
18 Oct 17,1.3183,1.3211,1.3248,1.3324
17 Oct 17,1.3182,1.3209,1.3246,1.3322
16 Oct 17,1.3296,1.3322,1.3358,1.3431
13 Oct 17,1.3318,1.3345,1.3382,1.3454
12 Oct 17,1.3178,1.3205,1.3242,1.3315
11 Oct 17,1.3203,1.3231,1.3267,1.3341
10 Oct 17,1.3233,1.3259,1.3296,1.3369
09 Oct 17,1.3146,1.3171,1.3208,1.3283
06 Oct 17,1.3071,1.3097,1.3135,1.3209
05 Oct 17,1.3152,1.3178,1.3215,1.3287
04 Oct 17,1.329,1.3317,1.3352,1.3427
03 Oct 17,1.3259,1.3284,1.332,1.3393
02 Oct 17,1.3291,1.3316,1.3352,1.3423
29 Sep 17,1.343,1.3455,1.3491,1.3562
28 Sep 17,1.3458,1.3483,1.352,1.3589
27 Sep 17,1.3402,1.3424,1.3462,1.3534
26 Sep 17,1.3433,1.3455,1.3493,1.3565
25 Sep 17,1.3499,1.3522,1.356,1.3632
22 Sep 17,1.3541,1.3564,1.3601,1.3674
21 Sep 17,1.3557,1.358,1.3616,1.3687
20 Sep 17,1.3582,1.3604,1.364,1.371
19 Sep 17,1.3538,1.356,1.3596,1.3665
18 Sep 17,1.3571,1.3594,1.363,1.3698
15 Sep 17,1.361,1.3632,1.3668,1.3736
14 Sep 17,1.3364,1.3386,1.3423,1.3494
13 Sep 17,1.3244,1.3267,1.3305,1.338
12 Sep 17,1.3277,1.33,1.3337,1.3411
11 Sep 17,1.3197,1.3221,1.326,1.3338
08 Sep 17,1.3198,1.3222,1.3262,1.334
07 Sep 17,1.3126,1.315,1.319,1.3269
06 Sep 17,1.3085,1.3109,1.315,1.3231
05 Sep 17,1.3042,1.3065,1.3106,1.3186
04 Sep 17,1.2971,1.2995,1.3036,1.3116
01 Sep 17,1.2987,1.3011,1.3052,1.3132
31 Aug 17,1.29,1.2924,1.2965,1.3043
30 Aug 17,1.2935,1.2959,1.3,1.3081
29 Aug 17,1.2965,1.2991,1.3032,1.3111
25 Aug 17,1.289,1.2916,1.2957,1.3036
24 Aug 17,1.2811,1.2837,1.2878,1.2956
23 Aug 17,1.2809,1.2836,1.2876,1.2954
22 Aug 17,1.2849,1.2874,1.2916,1.2994
21 Aug 17,1.2918,1.2944,1.2985,1.3063
18 Aug 17,1.287,1.2896,1.2937,1.3015
17 Aug 17,1.2904,1.293,1.2971,1.3051
16 Aug 17,1.2882,1.2909,1.2951,1.3031
15 Aug 17,1.2868,1.2894,1.2937,1.3015
14 Aug 17,1.3001,1.3027,1.3069,1.3148
11 Aug 17,1.299,1.3017,1.3059,1.3137
10 Aug 17,1.3003,1.303,1.3071,1.3151
09 Aug 17,1.3006,1.3034,1.3074,1.3153
08 Aug 17,1.2974,1.2999,1.3041,1.3119
07 Aug 17,1.3037,1.3063,1.3104,1.3182
04 Aug 17,1.3051,1.3078,1.3118,1.3195
03 Aug 17,1.3157,1.3184,1.3224,1.3301
02 Aug 17,1.3237,1.3264,1.3302,1.3377
01 Aug 17,1.3243,1.3269,1.3309,1.3383
31 Jul 17,1.3198,1.3223,1.3263,1.3338
28 Jul 17,1.3133,1.3159,1.3198,1.3275
27 Jul 17,1.3101,1.3127,1.3167,1.3244
26 Jul 17,1.307,1.3097,1.3136,1.3213
25 Jul 17,1.3065,1.309,1.313,1.3204
24 Jul 17,1.3062,1.3087,1.3125,1.32
21 Jul 17,1.3003,1.3029,1.3068,1.3143
20 Jul 17,1.3002,1.3028,1.3066,1.3141
19 Jul 17,1.3057,1.3083,1.3121,1.3196
18 Jul 17,1.3032,1.3058,1.3098,1.3171
17 Jul 17,1.3081,1.3105,1.3143,1.3214
14 Jul 17,1.3099,1.3125,1.3162,1.3233
13 Jul 17,1.2946,1.2971,1.3008,1.3079
12 Jul 17,1.2903,1.2929,1.2965,1.3036
11 Jul 17,1.2858,1.2883,1.2921,1.2993
10 Jul 17,1.2876,1.29,1.2937,1.3009
07 Jul 17,1.2893,1.2918,1.2954,1.3028
06 Jul 17,1.296,1.2985,1.3022,1.3094
05 Jul 17,1.2938,1.2964,1.2999,1.3073
04 Jul 17,1.2942,1.2966,1.3003,1.3076
03 Jul 17,1.2951,1.2974,1.301,1.3083
30 Jun 17,1.3004,1.3027,1.3063,1.3134
29 Jun 17,1.3008,1.3032,1.3068,1.3138
28 Jun 17,1.2956,1.2979,1.3013,1.3085
27 Jun 17,1.2793,1.2815,1.285,1.2924
26 Jun 17,1.2753,1.2776,1.281,1.2883
23 Jun 17,1.2752,1.2775,1.2808,1.2881
22 Jun 17,1.2675,1.2698,1.2732,1.2803
21 Jun 17,1.2678,1.2701,1.2737,1.2809
20 Jun 17,1.2633,1.2655,1.2691,1.2769
19 Jun 17,1.2772,1.2795,1.283,1.2907
16 Jun 17,1.2815,1.2838,1.2874,1.2951
15 Jun 17,1.2775,1.2798,1.2834,1.2911
14 Jun 17,1.2803,1.2827,1.2863,1.2942
13 Jun 17,1.2744,1.2767,1.2804,1.2886
12 Jun 17,1.2687,1.271,1.2747,1.2829
09 Jun 17,1.2755,1.2779,1.2817,1.2898
08 Jun 17,1.2961,1.2984,1.3021,1.3101
07 Jun 17,1.2973,1.2997,1.3033,1.3112
06 Jun 17,1.2909,1.2931,1.2967,1.3045
05 Jun 17,1.2943,1.2966,1.3003,1.3082
02 Jun 17,1.2895,1.2918,1.2954,1.3033
01 Jun 17,1.2916,1.2939,1.2976,1.3055
31 May 17,1.2925,1.2949,1.2986,1.3064
30 May 17,1.2876,1.2898,1.2935,1.3014
26 May 17,1.2802,1.2827,1.2864,1.2942
25 May 17,1.2959,1.2983,1.302,1.3098
24 May 17,1.2961,1.2987,1.3024,1.3102
23 May 17,1.2992,1.3016,1.3054,1.313
22 May 17,1.3028,1.3052,1.3089,1.3166
19 May 17,1.3037,1.3061,1.3099,1.3176
18 May 17,1.301,1.3035,1.3071,1.3147
17 May 17,1.2983,1.3008,1.3044,1.312
16 May 17,1.2929,1.2954,1.299,1.3066
15 May 17,1.293,1.2953,1.299,1.3067
12 May 17,1.2901,1.2925,1.2962,1.3039
11 May 17,1.2887,1.2911,1.2948,1.3029
10 May 17,1.296,1.2985,1.3021,1.31
09 May 17,1.2962,1.2986,1.3024,1.3102
08 May 17,1.2952,1.2975,1.3012,1.3091
05 May 17,1.2969,1.2992,1.303,1.3109
04 May 17,1.2926,1.2949,1.2985,1.3065
03 May 17,1.2907,1.2931,1.2967,1.3046
02 May 17,1.2932,1.2955,1.2992,1.3068
28 Apr 17,1.295,1.2972,1.3009,1.3087
27 Apr 17,1.2906,1.2929,1.2964,1.3042
26 Apr 17,1.2869,1.2892,1.2927,1.3006
25 Apr 17,1.284,1.2861,1.2896,1.2973
24 Apr 17,1.2787,1.2809,1.2843,1.2919
21 Apr 17,1.2787,1.2808,1.2841,1.2914
20 Apr 17,1.2851,1.2872,1.2905,1.2979
19 Apr 17,1.2822,1.2842,1.2876,1.2949
18 Apr 17,1.2776,1.2797,1.283,1.2903
13 Apr 17,1.2528,1.2549,1.2583,1.2658
12 Apr 17,1.252,1.2541,1.2575,1.265
11 Apr 17,1.2499,1.252,1.2554,1.2628
10 Apr 17,1.2436,1.2458,1.2491,1.2567
07 Apr 17,1.2402,1.2422,1.2455,1.2529
06 Apr 17,1.2505,1.2525,1.2557,1.2631
05 Apr 17,1.2487,1.2506,1.2539,1.2614
04 Apr 17,1.2458,1.2477,1.2509,1.2582
03 Apr 17,1.2492,1.2512,1.2543,1.2616
31 Mar 17,1.2516,1.2535,1.2566,1.264
30 Mar 17,1.2498,1.2517,1.2548,1.2621
29 Mar 17,1.2421,1.244,1.247,1.2541
28 Mar 17,1.2547,1.2565,1.2595,1.2665
27 Mar 17,1.2581,1.2598,1.2629,1.2703
24 Mar 17,1.2502,1.252,1.2551,1.2624
23 Mar 17,1.2538,1.2556,1.2589,1.2663
22 Mar 17,1.2488,1.2507,1.2539,1.2614
21 Mar 17,1.2491,1.2509,1.2543,1.2617
20 Mar 17,1.2379,1.2396,1.243,1.2506
17 Mar 17,1.2383,1.2401,1.2434,1.2511
16 Mar 17,1.238,1.2397,1.243,1.2508
15 Mar 17,1.2234,1.2253,1.2287,1.2368
14 Mar 17,1.2179,1.2196,1.223,1.2309
13 Mar 17,1.2246,1.2262,1.2295,1.2375
10 Mar 17,1.2179,1.2194,1.2227,1.2305
09 Mar 17,1.2161,1.2178,1.2211,1.229
08 Mar 17,1.2179,1.2196,1.2229,1.2309
07 Mar 17,1.2205,1.2222,1.2256,1.2332
06 Mar 17,1.2266,1.2283,1.2316,1.2394
03 Mar 17,1.2272,1.2288,1.2321,1.2401
02 Mar 17,1.2296,1.2313,1.2346,1.2428
01 Mar 17,1.2328,1.2346,1.2379,1.246
28 Feb 17,1.2456,1.2472,1.2505,1.2581
27 Feb 17,1.2481,1.2497,1.2529,1.2605
24 Feb 17,1.2496,1.2517,1.2549,1.2624
23 Feb 17,1.2555,1.2576,1.2608,1.2685
22 Feb 17,1.2465,1.2485,1.2518,1.2599
21 Feb 17,1.2475,1.2495,1.2527,1.2605
20 Feb 17,1.248,1.2499,1.2531,1.2609
17 Feb 17,1.2438,1.2458,1.2489,1.2567
16 Feb 17,1.2506,1.2527,1.2559,1.2637
15 Feb 17,1.2453,1.2473,1.2505,1.2584
14 Feb 17,1.2469,1.2489,1.252,1.2596
13 Feb 17,1.2509,1.2528,1.2559,1.2633
10 Feb 17,1.2488,1.2507,1.2537,1.2611
09 Feb 17,1.2534,1.2553,1.2583,1.2655
08 Feb 17,1.2539,1.2559,1.2588,1.2659
07 Feb 17,1.2435,1.2455,1.2484,1.2557
06 Feb 17,1.2451,1.247,1.25,1.2573
03 Feb 17,1.2512,1.2532,1.2561,1.2633
02 Feb 17,1.2536,1.2557,1.2587,1.2659
01 Feb 17,1.2654,1.2674,1.2705,1.2778
31 Jan 17,1.2595,1.2615,1.2646,1.2715
30 Jan 17,1.2521,1.2543,1.2573,1.2644
27 Jan 17,1.256,1.258,1.2613,1.2686
26 Jan 17,1.2597,1.2617,1.2649,1.2722
25 Jan 17,1.2613,1.2633,1.2665,1.2741
24 Jan 17,1.2521,1.2541,1.2572,1.2645
23 Jan 17,1.2504,1.2524,1.2555,1.2627
20 Jan 17,1.2331,1.2352,1.2384,1.2458
19 Jan 17,1.2312,1.2333,1.2365,1.2441
18 Jan 17,1.2353,1.2373,1.2404,1.2478
17 Jan 17,1.2394,1.2413,1.2444,1.2516
16 Jan 17,1.2073,1.2093,1.2123,1.2195
13 Jan 17,1.2192,1.2212,1.2243,1.2316
12 Jan 17,1.2227,1.2248,1.2278,1.235
11 Jan 17,1.2079,1.2099,1.213,1.2201
10 Jan 17,1.2193,1.2212,1.2242,1.2312
09 Jan 17,1.2156,1.2175,1.2205,1.2276
06 Jan 17,1.2327,1.2346,1.2376,1.2446
05 Jan 17,1.2434,1.2454,1.2482,1.255
04 Jan 17,1.2305,1.2323,1.2352,1.2421
03 Jan 17,1.2249,1.2267,1.2295,1.2363
30 Dec 16,1.2315,1.2332,1.236,1.2426
29 Dec 16,1.2236,1.2254,1.2282,1.2349
28 Dec 16,1.2244,1.2259,1.2287,1.2353
23 Dec 16,1.2272,1.2287,1.2314,1.2379
22 Dec 16,1.2314,1.2328,1.2356,1.2419
21 Dec 16,1.2392,1.2407,1.2435,1.2499
20 Dec 16,1.237,1.2384,1.2411,1.2475
19 Dec 16,1.2408,1.2422,1.2448,1.2513
16 Dec 16,1.2449,1.2463,1.249,1.2556
15 Dec 16,1.2424,1.2439,1.2466,1.2532
14 Dec 16,1.2716,1.2731,1.2757,1.282
13 Dec 16,1.27,1.2714,1.2742,1.2804
12 Dec 16,1.2685,1.2699,1.2726,1.2786
09 Dec 16,1.2578,1.2593,1.262,1.2678
08 Dec 16,1.2568,1.2583,1.261,1.2669
07 Dec 16,1.2623,1.2638,1.2664,1.2725
06 Dec 16,1.2726,1.2741,1.2768,1.2828
05 Dec 16,1.2722,1.2737,1.2764,1.2826
02 Dec 16,1.2673,1.2688,1.2715,1.2774
01 Dec 16,1.2636,1.2652,1.2678,1.2737
30 Nov 16,1.2511,1.2525,1.2552,1.2611
29 Nov 16,1.2522,1.2536,1.2564,1.2622
28 Nov 16,1.242,1.2441,1.2469,1.2527
25 Nov 16,1.246,1.2483,1.251,1.2569
24 Nov 16,1.2471,1.2494,1.2521,1.258
23 Nov 16,1.2407,1.2429,1.2455,1.2513
22 Nov 16,1.243,1.2452,1.2477,1.2533
21 Nov 16,1.2481,1.2503,1.2527,1.2582
18 Nov 16,1.2318,1.234,1.2364,1.2417
17 Nov 16,1.2443,1.2465,1.2489,1.2541
16 Nov 16,1.2429,1.2452,1.2474,1.2526
15 Nov 16,1.2391,1.2411,1.2435,1.2485
14 Nov 16,1.2459,1.248,1.2503,1.2553
11 Nov 16,1.2585,1.2605,1.2628,1.2677
10 Nov 16,1.2492,1.2512,1.2534,1.2583
09 Nov 16,1.245,1.247,1.2492,1.2538
08 Nov 16,1.2413,1.2433,1.2456,1.2503
07 Nov 16,1.2399,1.2419,1.2441,1.2487
04 Nov 16,1.2551,1.2572,1.2593,1.2638
03 Nov 16,1.2461,1.2481,1.2504,1.2548
02 Nov 16,1.2321,1.2341,1.2363,1.2409
01 Nov 16,1.2227,1.2246,1.2268,1.2317
31 Oct 16,1.2221,1.224,1.2263,1.231
28 Oct 16,1.2152,1.2172,1.2193,1.224
27 Oct 16,1.2186,1.2205,1.2226,1.2274
26 Oct 16,1.2246,1.2265,1.2286,1.2333
25 Oct 16,1.2141,1.2159,1.2182,1.2228
24 Oct 16,1.2213,1.223,1.2252,1.2299
21 Oct 16,1.2202,1.2219,1.224,1.2287
20 Oct 16,1.225,1.2267,1.2288,1.2333
19 Oct 16,1.2294,1.2311,1.2331,1.2377
18 Oct 16,1.2309,1.2325,1.2346,1.239
17 Oct 16,1.2163,1.2178,1.2198,1.2243
14 Oct 16,1.2202,1.2218,1.2239,1.2283
13 Oct 16,1.22,1.2217,1.2238,1.2285
12 Oct 16,1.2189,1.2206,1.2228,1.2278
11 Oct 16,1.2233,1.2249,1.2272,1.2323
10 Oct 16,1.2383,1.2399,1.2421,1.2472
07 Oct 16,1.2472,1.2488,1.251,1.2563
06 Oct 16,1.2653,1.2669,1.2692,1.2748
05 Oct 16,1.2749,1.2765,1.2788,1.2845
04 Oct 16,1.2762,1.2779,1.2803,1.2858
03 Oct 16,1.2843,1.2861,1.2885,1.2938
30 Sep 16,1.3,1.3018,1.3042,1.3096
29 Sep 16,1.2989,1.3007,1.3031,1.3085
28 Sep 16,1.3,1.3012,1.3039,1.3093
27 Sep 16,1.2998,1.301,1.3037,1.3093
26 Sep 16,1.2986,1.2998,1.3024,1.3081
23 Sep 16,1.2969,1.2981,1.3008,1.3066
22 Sep 16,1.3103,1.3116,1.3143,1.3201
21 Sep 16,1.2968,1.298,1.3008,1.3067
20 Sep 16,1.2959,1.297,1.2998,1.3056
19 Sep 16,1.307,1.3082,1.311,1.3167
16 Sep 16,1.3089,1.31,1.3128,1.3183
15 Sep 16,1.3201,1.3212,1.324,1.3294
14 Sep 16,1.3185,1.3197,1.3225,1.3281
13 Sep 16,1.319,1.3202,1.323,1.3287
12 Sep 16,1.3312,1.3324,1.3352,1.3409
09 Sep 16,1.3268,1.3281,1.3309,1.3365
08 Sep 16,1.3325,1.3337,1.3365,1.342
07 Sep 16,1.335,1.3362,1.339,1.3446
06 Sep 16,1.344,1.3453,1.3481,1.3538
05 Sep 16,1.3303,1.3317,1.3344,1.3403
02 Sep 16,1.3319,1.3333,1.336,1.342
01 Sep 16,1.331,1.3324,1.3351,1.3409
31 Aug 16,1.311,1.3124,1.3153,1.3212
30 Aug 16,1.3107,1.3121,1.3149,1.3207
26 Aug 16,1.3207,1.3225,1.3253,1.3311
25 Aug 16,1.3196,1.3214,1.3242,1.3298
24 Aug 16,1.3257,1.3275,1.3304,1.3359
23 Aug 16,1.3193,1.321,1.3238,1.3295
22 Aug 16,1.3153,1.317,1.3197,1.3254
19 Aug 16,1.3062,1.3078,1.3106,1.3161
18 Aug 16,1.3168,1.3184,1.3211,1.3266
17 Aug 16,1.3016,1.3033,1.306,1.3116
16 Aug 16,1.2974,1.299,1.3016,1.3071
15 Aug 16,1.2882,1.2897,1.2923,1.2977
12 Aug 16,1.2941,1.2958,1.2984,1.3038
11 Aug 16,1.2972,1.2989,1.3017,1.3072
10 Aug 16,1.3021,1.3039,1.3068,1.3128
09 Aug 16,1.3,1.3018,1.3048,1.311
08 Aug 16,1.3046,1.3062,1.3091,1.3151
05 Aug 16,1.3066,1.3082,1.311,1.3168
04 Aug 16,1.3135,1.3151,1.3178,1.3231
03 Aug 16,1.3329,1.3344,1.337,1.3421
02 Aug 16,1.3313,1.3328,1.3354,1.3402
01 Aug 16,1.3213,1.3228,1.3252,1.3302
29 Jul 16,1.3274,1.3288,1.3313,1.3363
28 Jul 16,1.3126,1.3142,1.3168,1.322
27 Jul 16,1.3121,1.3136,1.3162,1.3215
26 Jul 16,1.3122,1.3136,1.3163,1.3215
25 Jul 16,1.3128,1.3141,1.3164,1.3216
22 Jul 16,1.3089,1.3101,1.3124,1.3173
21 Jul 16,1.3215,1.3227,1.3249,1.3298
20 Jul 16,1.3179,1.3191,1.3213,1.326
19 Jul 16,1.314,1.315,1.3172,1.3216
18 Jul 16,1.329,1.33,1.3321,1.3365
15 Jul 16,1.3234,1.3245,1.3267,1.3312
14 Jul 16,1.3326,1.3336,1.3355,1.3395
13 Jul 16,1.322,1.3231,1.3252,1.3294
12 Jul 16,1.3191,1.3202,1.3223,1.3265
11 Jul 16,1.2992,1.3003,1.3023,1.3064
08 Jul 16,1.2965,1.2975,1.2995,1.3033
07 Jul 16,1.2937,1.2947,1.2966,1.3004
06 Jul 16,1.289,1.2901,1.292,1.2958
05 Jul 16,1.3052,1.3062,1.3082,1.312
04 Jul 16,1.3291,1.3301,1.332,1.3359
01 Jul 16,1.3274,1.3284,1.3302,1.3339
30 Jun 16,1.3432,1.3439,1.3453,1.3484
29 Jun 16,1.3526,1.3534,1.3548,1.3577
28 Jun 16,1.3325,1.3331,1.3343,1.3375
27 Jun 16,1.3159,1.3165,1.3179,1.3212
24 Jun 16,1.3631,1.3635,1.3648,1.3681
23 Jun 16,1.4801,1.4804,1.4813,1.4836
22 Jun 16,1.4692,1.4695,1.4705,1.4729
21 Jun 16,1.4674,1.4678,1.4687,1.471
20 Jun 16,1.4699,1.4703,1.4713,1.4741
17 Jun 16,1.4299,1.4303,1.4314,1.4345
16 Jun 16,1.4069,1.4074,1.4085,1.4118
15 Jun 16,1.4201,1.4206,1.4218,1.4254
14 Jun 16,1.4119,1.4123,1.4135,1.4171
13 Jun 16,1.4286,1.4291,1.4301,1.4334
10 Jun 16,1.4338,1.4342,1.4353,1.4385
09 Jun 16,1.4469,1.4474,1.4485,1.4519
08 Jun 16,1.4557,1.4561,1.4573,1.4609
07 Jun 16,1.4565,1.457,1.4582,1.4617
06 Jun 16,1.4469,1.4475,1.4487,1.4527
03 Jun 16,1.4521,1.4527,1.4538,1.4573
02 Jun 16,1.4452,1.4458,1.4473,1.4512
01 Jun 16,1.4419,1.4425,1.4439,1.4477
31 May 16,1.4561,1.4566,1.458,1.4615
27 May 16,1.4619,1.4625,1.4638,1.4671
26 May 16,1.4684,1.4691,1.4703,1.4736
25 May 16,1.4716,1.4723,1.4735,1.477
24 May 16,1.4611,1.4617,1.4631,1.4665
23 May 16,1.4463,1.4469,1.4482,1.4517
20 May 16,1.4517,1.4523,1.4536,1.4569
19 May 16,1.4587,1.4592,1.4605,1.4639
18 May 16,1.4619,1.4624,1.4634,1.4666
17 May 16,1.4469,1.4472,1.4482,1.4512
16 May 16,1.4407,1.441,1.4419,1.4449
13 May 16,1.4352,1.4356,1.4366,1.4395
12 May 16,1.4504,1.4508,1.4517,1.4543
11 May 16,1.4466,1.447,1.4479,1.4508
10 May 16,1.4464,1.4467,1.4477,1.4505
09 May 16,1.44,1.4403,1.4413,1.444
06 May 16,1.4434,1.4437,1.4446,1.4471
05 May 16,1.4499,1.4502,1.4511,1.4537
04 May 16,1.4484,1.4487,1.4495,1.452
03 May 16,1.4552,1.4555,1.4564,1.4587
29 Apr 16,1.4652,1.4655,1.4663,1.4686
28 Apr 16,1.4572,1.4575,1.4584,1.4609
27 Apr 16,1.4538,1.4541,1.455,1.4575
26 Apr 16,1.4586,1.4588,1.4597,1.4623
25 Apr 16,1.4501,1.4504,1.4513,1.454
22 Apr 16,1.441,1.4413,1.4422,1.445
21 Apr 16,1.4339,1.4342,1.4351,1.4379
20 Apr 16,1.4402,1.4405,1.4414,1.4441
19 Apr 16,1.4403,1.4406,1.4415,1.4443
18 Apr 16,1.4275,1.4278,1.4287,1.4314
15 Apr 16,1.4179,1.4182,1.4191,1.4219
14 Apr 16,1.4141,1.4144,1.4153,1.4181
13 Apr 16,1.4208,1.4211,1.4221,1.425
12 Apr 16,1.4209,1.4212,1.4222,1.4252
11 Apr 16,1.4264,1.4267,1.4277,1.4307
08 Apr 16,1.4107,1.411,1.412,1.4151
07 Apr 16,1.4095,1.4098,1.4108,1.4137
06 Apr 16,1.4087,1.409,1.41,1.413
05 Apr 16,1.4134,1.4138,1.4147,1.4177
04 Apr 16,1.4292,1.4296,1.4306,1.4336
01 Apr 16,1.4187,1.419,1.42,1.4231
31 Mar 16,1.438,1.4383,1.4392,1.442
30 Mar 16,1.4449,1.4453,1.4462,1.4491
29 Mar 16,1.4268,1.4271,1.428,1.4312
24 Mar 16,1.4145,1.4148,1.4158,1.4192
23 Mar 16,1.4113,1.4116,1.4126,1.416
22 Mar 16,1.4219,1.4222,1.4232,1.4262
21 Mar 16,1.4404,1.4406,1.4416,1.4444
18 Mar 16,1.4516,1.4518,1.4527,1.4554
17 Mar 16,1.4492,1.4494,1.4503,1.4532
16 Mar 16,1.4101,1.4104,1.4116,1.4152
15 Mar 16,1.4167,1.417,1.4182,1.4217
14 Mar 16,1.4325,1.4328,1.4339,1.4372
11 Mar 16,1.4397,1.4399,1.441,1.4444
10 Mar 16,1.4309,1.4311,1.4322,1.4356
09 Mar 16,1.4224,1.4227,1.4238,1.4272
08 Mar 16,1.4213,1.4216,1.4226,1.4258
07 Mar 16,1.4207,1.421,1.422,1.4254
04 Mar 16,1.4218,1.4221,1.4231,1.4263
03 Mar 16,1.4158,1.4161,1.4171,1.4202
02 Mar 16,1.4066,1.4069,1.408,1.4112
01 Mar 16,1.3927,1.393,1.3941,1.3971
29 Feb 16,1.3931,1.3934,1.3944,1.3976
26 Feb 16,1.3864,1.3867,1.3878,1.3906
25 Feb 16,1.395,1.3954,1.3963,1.3987
24 Feb 16,1.3933,1.3937,1.3946,1.397
23 Feb 16,1.4107,1.411,1.4119,1.4143
22 Feb 16,1.4136,1.414,1.4148,1.4173
19 Feb 16,1.4267,1.427,1.4279,1.4303
18 Feb 16,1.4367,1.4371,1.4379,1.4402
17 Feb 16,1.4315,1.4319,1.4327,1.4351
16 Feb 16,1.4307,1.4311,1.4318,1.4341
15 Feb 16,1.4456,1.4459,1.4468,1.4491
12 Feb 16,1.4459,1.4462,1.4471,1.4494
11 Feb 16,1.4436,1.444,1.4449,1.447
10 Feb 16,1.4461,1.4464,1.4471,1.4493
09 Feb 16,1.4485,1.4488,1.4496,1.4518
08 Feb 16,1.4369,1.4372,1.4378,1.4398
05 Feb 16,1.4483,1.4485,1.4493,1.4515
04 Feb 16,1.4579,1.4581,1.4588,1.4608
03 Feb 16,1.4593,1.4595,1.4601,1.4619
02 Feb 16,1.4377,1.4379,1.4385,1.4408
01 Feb 16,1.4367,1.4369,1.4375,1.4397
29 Jan 16,1.4188,1.4191,1.4197,1.4218
28 Jan 16,1.4389,1.4391,1.4397,1.4418
27 Jan 16,1.4259,1.4261,1.4268,1.4291
26 Jan 16,1.4326,1.4328,1.4334,1.4357
25 Jan 16,1.4268,1.4269,1.4275,1.4299
22 Jan 16,1.4331,1.4333,1.434,1.4362
21 Jan 16,1.4136,1.4137,1.4143,1.4164
20 Jan 16,1.4187,1.4189,1.4194,1.4215
19 Jan 16,1.4145,1.4147,1.4153,1.4176
18 Jan 16,1.4271,1.4272,1.4278,1.4299
15 Jan 16,1.4308,1.4309,1.4315,1.4338
14 Jan 16,1.4394,1.4396,1.4402,1.4425
13 Jan 16,1.4442,1.4443,1.4451,1.4474
12 Jan 16,1.4367,1.4369,1.4376,1.4401
11 Jan 16,1.4532,1.4534,1.454,1.4565
08 Jan 16,1.454,1.4542,1.455,1.4574
07 Jan 16,1.4566,1.4568,1.4576,1.4601
06 Jan 16,1.4608,1.4609,1.4617,1.4643
05 Jan 16,1.4648,1.4649,1.4655,1.4677
