Bank of England | Database,,,,
Date,"Forward exchange rate, 1 month, US$ into Sterling                          XUDLDS1","Forward exchange rate, 3 month, US$ into Sterling                          XUDLDS3","Forward exchange rate, 6 month, US$ into Sterling                          XUDLDS6","Forward exchange rate, 12 month, US$ into Sterling                          XUDLDSY"
22 May 01,1.427,1.4244,1.4206,1.4153
21 May 01,1.4353,1.4327,1.4288,1.4234
18 May 01,1.4284,1.4258,1.4219,1.4169
17 May 01,1.4284,1.4258,1.422,1.4171
16 May 01,1.4283,1.4255,1.4217,1.4164
15 May 01,1.4205,1.4181,1.4147,1.41
14 May 01,1.417,1.4146,1.4113,1.4068
11 May 01,1.4187,1.4162,1.4129,1.4087
10 May 01,1.4213,1.4187,1.4153,1.4106
09 May 01,1.4207,1.4182,1.4147,1.4098
08 May 01,1.4309,1.4285,1.4249,1.4204
04 May 01,1.4368,1.4338,1.4306,1.4261
03 May 01,1.4318,1.4295,1.4263,1.4224
02 May 01,1.4325,1.4303,1.4272,1.4233
01 May 01,1.4313,1.4291,1.426,1.4224
30 Apr 01,1.4297,1.4276,1.4248,1.4215
27 Apr 01,1.4355,1.4333,1.4304,1.427
26 Apr 01,1.4392,1.4369,1.4339,1.4303
25 Apr 01,1.4386,1.4364,1.4333,1.4293
24 Apr 01,1.4349,1.4327,1.4295,1.4252
23 Apr 01,1.4386,1.4364,1.4332,1.4289
20 Apr 01,1.4407,1.4385,1.4355,1.4308
19 Apr 01,1.4356,1.4335,1.4305,1.4261
18 Apr 01,1.4194,1.4179,1.416,1.4116
17 Apr 01,1.4311,1.4295,1.4274,1.4248
12 Apr 01,1.4398,1.4382,1.4355,1.4317
11 Apr 01,1.4345,1.4328,1.4304,1.4274
10 Apr 01,1.4382,1.4366,1.434,1.4307
09 Apr 01,1.449,1.4474,1.4447,1.4414
06 Apr 01,1.4391,1.4374,1.4347,1.4312
05 Apr 01,1.4283,1.4268,1.4243,1.421
04 Apr 01,1.4329,1.4314,1.4291,1.4261
03 Apr 01,1.4265,1.4252,1.4229,1.4201
02 Apr 01,1.42,1.4186,1.4166,1.4138
30 Mar 01,1.4212,1.4199,1.418,1.4153
29 Mar 01,1.4356,1.4343,1.4323,1.4295
28 Mar 01,1.4342,1.433,1.431,1.4285
27 Mar 01,1.4365,1.4352,1.4331,1.43
26 Mar 01,1.4328,1.4316,1.4296,1.4268
23 Mar 01,1.4288,1.4275,1.4254,1.4225
22 Mar 01,1.4187,1.4173,1.4151,1.4121
21 Mar 01,1.4287,1.4274,1.425,1.4214
20 Mar 01,1.4276,1.4264,1.4243,1.4215
19 Mar 01,1.4252,1.424,1.4219,1.419
16 Mar 01,1.4297,1.4284,1.4261,1.4225
15 Mar 01,1.4436,1.4424,1.4403,1.4373
14 Mar 01,1.4479,1.4467,1.4446,1.4417
13 Mar 01,1.4522,1.451,1.4489,1.4461
12 Mar 01,1.4656,1.4644,1.4623,1.4725
09 Mar 01,1.4673,1.4661,1.4639,1.4608
08 Mar 01,1.4681,1.4668,1.4646,1.461
07 Mar 01,1.4615,1.465,1.4581,1.4547
06 Mar 01,1.4664,1.4651,1.4631,1.46
05 Mar 01,1.4683,1.467,1.4651,1.4622
02 Mar 01,1.4738,1.4725,1.4706,1.4673
01 Mar 01,1.4544,1.4531,1.4512,1.4481
28 Feb 01,1.4417,1.4403,1.4387,1.4363
27 Feb 01,1.4415,1.44,1.4381,1.4355
26 Feb 01,1.4414,1.4401,1.4382,1.4352
23 Feb 01,1.4485,1.4474,1.4456,1.4429
22 Feb 01,1.4464,1.4453,1.4436,1.4413
21 Feb 01,1.4447,1.4437,1.4422,1.44
20 Feb 01,1.4448,1.4439,1.4425,1.4408
19 Feb 01,1.4458,1.4449,1.4435,1.4415
16 Feb 01,1.4515,1.4508,1.4494,1.4477
15 Feb 01,1.4499,1.4491,1.448,1.4468
14 Feb 01,1.46,1.4592,1.4579,1.4561
13 Feb 01,1.4516,1.4508,1.4496,1.4479
12 Feb 01,1.4519,1.4512,1.4497,1.4475
09 Feb 01,1.4462,1.4453,1.4439,1.4418
08 Feb 01,1.4452,1.4443,1.4431,1.4412
07 Feb 01,1.4618,1.461,1.4597,1.4577
06 Feb 01,1.4604,1.4596,1.4585,1.4568
05 Feb 01,1.4751,1.4744,1.4732,1.4712
02 Feb 01,1.4685,1.4677,1.4664,1.4641
01 Feb 01,1.4774,1.4766,1.4751,1.4723
31 Jan 01,1.4613,1.4607,1.4596,1.4579
30 Jan 01,1.465,1.4596,1.4585,1.4567
29 Jan 01,1.4564,1.456,1.455,1.4535
26 Jan 01,1.4567,1.4564,1.4559,1.4551
25 Jan 01,1.4588,1.4585,1.458,1.4572
24 Jan 01,1.4575,1.4572,1.4565,1.455
23 Jan 01,1.4708,1.4703,1.4694,1.4676
22 Jan 01,1.4608,1.4603,1.4592,1.4575
19 Jan 01,1.4684,1.4678,1.4667,1.4647
18 Jan 01,1.4759,1.4756,1.4747,1.4732
17 Jan 01,1.473,1.4728,1.4723,1.4717
16 Jan 01,1.4703,1.4701,1.4697,1.4691
15 Jan 01,1.4787,1.4786,1.4782,1.4778
12 Jan 01,1.4784,1.4781,1.4774,1.4761
11 Jan 01,1.4947,1.4944,1.4937,1.4924
10 Jan 01,1.4904,1.49,1.4893,1.4876
09 Jan 01,1.4912,1.4909,1.49,1.4884
08 Jan 01,1.4996,1.4992,1.4983,1.4965
05 Jan 01,1.4957,1.4954,1.4946,1.493
04 Jan 01,1.4939,1.4948,1.4952,1.4953
03 Jan 01,1.5055,1.5064,1.5068,1.5069
02 Jan 01,1.4965,1.4974,1.498,1.4982
29 Dec 00,1.496,1.4971,1.4981,1.4992
28 Dec 00,1.4905,1.4917,1.4927,1.4939
27 Dec 00,1.4894,1.4907,1.4915,1.4922
22 Dec 00,1.478,1.4792,1.4802,1.4812
21 Dec 00,1.4758,1.477,1.4781,1.4792
20 Dec 00,1.475,1.4762,1.4775,1.479
19 Dec 00,1.4647,1.4658,1.4671,1.4684
18 Dec 00,1.4681,1.4692,1.4704,1.4712
15 Dec 00,1.4756,1.4768,1.4781,1.4796
14 Dec 00,1.4708,1.4721,1.4735,1.4754
13 Dec 00,1.4519,1.4532,1.4549,1.4578
12 Dec 00,1.4494,1.4508,1.4527,1.456
11 Dec 00,1.4568,1.4582,1.46,1.463
08 Dec 00,1.4511,1.4526,1.4543,1.4569
07 Dec 00,1.443,1.4445,1.4463,1.4492
06 Dec 00,1.4377,1.4392,1.441,1.444
05 Dec 00,1.4455,1.4469,1.4488,1.4518
04 Dec 00,1.4539,1.4554,1.4575,1.461
01 Dec 00,1.4334,1.435,1.4371,1.4406
30 Nov 00,1.4193,1.4209,1.4232,1.4266
29 Nov 00,1.4237,1.4253,1.4276,1.4316
28 Nov 00,1.4202,1.4221,1.4244,1.4284
27 Nov 00,1.4177,1.4196,1.4219,1.4262
24 Nov 00,1.4026,1.4045,1.4068,1.4109
23 Nov 00,1.4012,1.4031,1.4054,1.4097
22 Nov 00,1.4145,1.4164,1.4186,1.4229
21 Nov 00,1.4183,1.4203,1.4227,1.4267
20 Nov 00,1.4255,1.4275,1.4299,1.4339
17 Nov 00,1.4241,1.4261,1.4286,1.433
16 Nov 00,1.4231,1.4251,1.4275,1.4319
15 Nov 00,1.4293,1.4313,1.4336,1.4381
14 Nov 00,1.4292,1.4311,1.4334,1.4373
13 Nov 00,1.44,1.4419,1.444,1.4475
10 Nov 00,1.4307,1.4326,1.4348,1.4383
09 Nov 00,1.4253,1.4272,1.4294,1.433
08 Nov 00,1.4261,1.4281,1.4302,1.4342
07 Nov 00,1.4312,1.433,1.4352,1.4392
06 Nov 00,1.4342,1.4362,1.4383,1.4421
03 Nov 00,1.4491,1.451,1.453,1.4564
02 Nov 00,1.4481,1.45,1.4519,1.4551
01 Nov 00,1.4483,1.4502,1.452,1.455
31 Oct 00,1.4529,1.4547,1.4565,1.4594
30 Oct 00,1.4535,1.4553,1.4572,1.4603
27 Oct 00,1.4511,1.4529,1.4547,1.4575
26 Oct 00,1.4321,1.4339,1.4357,1.4386
25 Oct 00,1.436,1.4378,1.4396,1.4423
24 Oct 00,1.4498,1.4516,1.4533,1.4563
23 Oct 00,1.453,1.4547,1.4563,1.4586
20 Oct 00,1.4459,1.4476,1.4494,1.4516
19 Oct 00,1.4428,1.4445,1.4461,1.4484
18 Oct 00,1.4537,1.4554,1.4571,1.4591
17 Oct 00,1.4405,1.4422,1.4438,1.4461
16 Oct 00,1.4467,1.4483,1.4499,1.4522
13 Oct 00,1.4622,1.464,1.4655,1.4678
12 Oct 00,1.4693,1.4711,1.4726,1.4751
11 Oct 00,1.4661,1.468,1.4696,1.4722
10 Oct 00,1.4494,1.451,1.4528,1.4555
09 Oct 00,1.449,1.4508,1.4526,1.4556
06 Oct 00,1.4475,1.4493,1.4512,1.4543
05 Oct 00,1.4537,1.4555,1.4573,1.4604
04 Oct 00,1.4588,1.4606,1.4623,1.4651
03 Oct 00,1.4583,1.4601,1.4618,1.4645
02 Oct 00,1.4699,1.4716,1.4734,1.4763
29 Sep 00,1.479,1.4809,1.4828,1.4857
28 Sep 00,1.4656,1.4674,1.4692,1.4723
27 Sep 00,1.4632,1.4646,1.4667,1.4699
26 Sep 00,1.4573,1.4588,1.4608,1.4639
25 Sep 00,1.4529,1.4543,1.4563,1.4594
22 Sep 00,1.4585,1.4599,1.4619,1.4649
21 Sep 00,1.4231,1.4245,1.4265,1.4297
20 Sep 00,1.4143,1.4155,1.4175,1.4206
19 Sep 00,1.4073,1.4086,1.4106,1.4136
18 Sep 00,1.4015,1.4028,1.4047,1.4076
15 Sep 00,1.4071,1.4083,1.4102,1.4131
14 Sep 00,1.4092,1.4105,1.4124,1.4154
13 Sep 00,1.4122,1.4134,1.4153,1.4185
12 Sep 00,1.4066,1.4078,1.4097,1.4129
11 Sep 00,1.4188,1.42,1.422,1.4252
08 Sep 00,1.4238,1.425,1.4269,1.4298
07 Sep 00,1.435,1.4363,1.4384,1.4417
06 Sep 00,1.4516,1.4529,1.4549,1.458
05 Sep 00,1.4516,1.4527,1.4545,1.457
04 Sep 00,1.4618,1.4629,1.4646,1.4671
01 Sep 00,1.4616,1.4627,1.4644,1.4669
31 Aug 00,1.4556,1.4568,1.4586,1.4617
30 Aug 00,1.4563,1.4575,1.4595,1.4628
29 Aug 00,1.4609,1.4622,1.4641,1.4675
25 Aug 00,1.4753,1.4766,1.4787,1.4822
24 Aug 00,1.482,1.4834,1.4856,1.4892
23 Aug 00,1.481,1.4823,1.4845,1.4883
22 Aug 00,1.4855,1.4868,1.489,1.4925
21 Aug 00,1.4931,1.4944,1.4966,1.5001
18 Aug 00,1.4948,1.4962,1.4984,1.5023
17 Aug 00,1.4996,1.501,1.5032,1.5069
16 Aug 00,1.5001,1.5015,1.5037,1.5076
15 Aug 00,1.5076,1.509,1.5115,1.5155
14 Aug 00,1.5072,1.5085,1.5109,1.515
11 Aug 00,1.5042,1.5056,1.5081,1.5121
10 Aug 00,1.5008,1.5022,1.5047,1.5087
09 Aug 00,1.5021,1.5035,1.506,1.5102
08 Aug 00,1.5051,1.5064,1.5089,1.5128
07 Aug 00,1.5096,1.5109,1.5134,1.5175
04 Aug 00,1.5069,1.5083,1.5109,1.5149
03 Aug 00,1.4971,1.4985,1.501,1.5052
02 Aug 00,1.495,1.4964,1.4989,1.5031
01 Aug 00,1.501,1.5024,1.5051,1.5093
31 Jul 00,1.4984,1.4996,1.5025,1.5071
28 Jul 00,1.5052,1.5066,1.5094,1.5139
27 Jul 00,1.5164,1.5179,1.5207,1.5256
26 Jul 00,1.5184,1.52,1.5227,1.5276
25 Jul 00,1.5196,1.5212,1.5239,1.5284
24 Jul 00,1.5161,1.5176,1.5202,1.5243
21 Jul 00,1.5151,1.5167,1.5193,1.5234
20 Jul 00,1.5045,1.5062,1.5089,1.514
19 Jul 00,1.4954,1.4971,1.5002,1.5061
18 Jul 00,1.4961,1.4978,1.501,1.5069
17 Jul 00,1.494,1.4957,1.4989,1.505
14 Jul 00,1.5026,1.5043,1.5074,1.5131
13 Jul 00,1.5012,1.5029,1.5058,1.5114
12 Jul 00,1.5146,1.5164,1.5194,1.5252
11 Jul 00,1.5151,1.5167,1.5197,1.5248
10 Jul 00,1.5146,1.5162,1.5191,1.5244
07 Jul 00,1.5162,1.5179,1.5208,1.526
06 Jul 00,1.5155,1.5172,1.5203,1.526
05 Jul 00,1.5135,1.5153,1.5183,1.5239
04 Jul 00,1.5163,1.5179,1.521,1.5264
03 Jul 00,1.5146,1.5162,1.5193,1.5249
30 Jun 00,1.5151,1.5167,1.5199,1.5258
29 Jun 00,1.5212,1.5229,1.5261,1.5322
28 Jun 00,1.512,1.5138,1.5167,1.523
27 Jun 00,1.5002,1.5019,1.5049,1.5112
26 Jun 00,1.5013,1.5031,1.506,1.5122
23 Jun 00,1.5031,1.5048,1.5077,1.5137
22 Jun 00,1.5124,1.5141,1.517,1.5229
21 Jun 00,1.4997,1.5015,1.5043,1.5101
20 Jun 00,1.5087,1.5103,1.5131,1.5191
19 Jun 00,1.5133,1.5149,1.5178,1.5237
16 Jun 00,1.5164,1.5181,1.5209,1.5266
15 Jun 00,1.5071,1.5089,1.5117,1.5177
14 Jun 00,1.5041,1.5059,1.5086,1.5147
13 Jun 00,1.5144,1.5161,1.5187,1.5239
12 Jun 00,1.5129,1.5147,1.5175,1.5233
09 Jun 00,1.5052,1.5069,1.5099,1.5158
08 Jun 00,1.51,1.5118,1.5147,1.5207
07 Jun 00,1.5199,1.5218,1.5248,1.5305
06 Jun 00,1.5243,1.5261,1.529,1.5348
05 Jun 00,1.5121,1.5136,1.5168,1.5226
02 Jun 00,1.508,1.5098,1.5128,1.5187
01 Jun 00,1.4936,1.4955,1.4987,1.5054
31 May 00,1.4958,1.4978,1.5011,1.5087
30 May 00,1.4983,1.4998,1.5034,1.5108
26 May 00,1.4848,1.4867,1.4899,1.4973
25 May 00,1.4736,1.4755,1.4789,1.4867
24 May 00,1.4735,1.4753,1.4784,1.4854
23 May 00,1.4786,1.4803,1.4838,1.491
22 May 00,1.4942,1.4961,1.4995,1.507
19 May 00,1.4852,1.487,1.4905,1.4977
18 May 00,1.4817,1.4836,1.4869,1.4942
17 May 00,1.4913,1.4931,1.4961,1.5026
16 May 00,1.4979,1.4994,1.5019,1.5077
15 May 00,1.5161,1.5176,1.5201,1.5258
12 May 00,1.5161,1.5175,1.5201,1.5258
11 May 00,1.5021,1.5035,1.5059,1.5114
10 May 00,1.5223,1.5239,1.5265,1.5329
09 May 00,1.5331,1.5346,1.5373,1.5436
08 May 00,1.5306,1.532,1.5346,1.5407
05 May 00,1.5277,1.5291,1.5317,1.5378
04 May 00,1.545,1.5463,1.5489,1.5548
03 May 00,1.5627,1.564,1.5665,1.5726
02 May 00,1.5623,1.5634,1.5659,1.5715
28 Apr 00,1.5641,1.5652,1.5675,1.5731
27 Apr 00,1.5756,1.5763,1.5783,1.5826
26 Apr 00,1.5807,1.5813,1.5828,1.5862
25 Apr 00,1.5797,1.5801,1.5811,1.5834
20 Apr 00,1.5807,1.581,1.5821,1.5843
19 Apr 00,1.5802,1.5806,1.5817,1.5837
18 Apr 00,1.578,1.5784,1.5795,1.5816
17 Apr 00,1.5868,1.5873,1.5883,1.5906
14 Apr 00,1.5877,1.5881,1.5893,1.5918
13 Apr 00,1.5891,1.5895,1.5906,1.5932
12 Apr 00,1.5873,1.5877,1.5888,1.5914
11 Apr 00,1.5886,1.589,1.5902,1.5925
10 Apr 00,1.5834,1.5837,1.5848,1.5871
07 Apr 00,1.5825,1.5828,1.584,1.5863
06 Apr 00,1.583,1.5834,1.5843,1.5863
05 Apr 00,1.5917,1.5919,1.5926,1.5941
04 Apr 00,1.5964,1.5966,1.5976,1.6001
03 Apr 00,1.5959,1.5961,1.5971,1.5997
31 Mar 00,1.5955,1.5959,1.5968,1.5997
30 Mar 00,1.5941,1.5944,1.5954,1.5983
29 Mar 00,1.5853,1.5857,1.5867,1.5896
28 Mar 00,1.5859,1.5863,1.5872,1.5902
27 Mar 00,1.5918,1.5922,1.5932,1.5962
24 Mar 00,1.5886,1.5891,1.5902,1.5936
23 Mar 00,1.5821,1.5824,1.5832,1.5857
22 Mar 00,1.5679,1.5682,1.5689,1.5715
21 Mar 00,1.5774,1.5777,1.5785,1.5812
20 Mar 00,1.5661,1.5664,1.567,1.5698
17 Mar 00,1.572,1.5722,1.5727,1.5752
16 Mar 00,1.5771,1.5774,1.578,1.5804
15 Mar 00,1.5724,1.5726,1.573,1.5751
14 Mar 00,1.5709,1.5711,1.5716,1.5742
13 Mar 00,1.5792,1.5793,1.5797,1.5822
10 Mar 00,1.5788,1.579,1.5795,1.5823
09 Mar 00,1.5823,1.5823,1.5829,1.5853
08 Mar 00,1.5823,1.5824,1.5829,1.5855
07 Mar 00,1.5811,1.5812,1.5817,1.5843
06 Mar 00,1.5732,1.5732,1.5737,1.5762
03 Mar 00,1.5812,1.5813,1.5816,1.5833
02 Mar 00,1.5796,1.5796,1.58,1.582
01 Mar 00,1.5844,1.5845,1.585,1.587
29 Feb 00,1.5789,1.5789,1.5792,1.581
28 Feb 00,1.5901,1.5901,1.5903,1.5918
25 Feb 00,1.5943,1.5943,1.5945,1.5961
24 Feb 00,1.6013,1.6014,1.6018,1.6042
23 Feb 00,1.6046,1.6047,1.6051,1.6075
22 Feb 00,1.6148,1.6149,1.6154,1.618
21 Feb 00,1.5979,1.5979,1.5985,1.6014
18 Feb 00,1.5967,1.5968,1.5973,1.6
17 Feb 00,1.6064,1.6064,1.6068,1.6093
16 Feb 00,1.6019,1.6018,1.602,1.6037
15 Feb 00,1.5969,1.5969,1.5974,1.6
14 Feb 00,1.5879,1.5879,1.5885,1.5913
11 Feb 00,1.5945,1.5944,1.595,1.5974
10 Feb 00,1.6051,1.6051,1.6056,1.6077
09 Feb 00,1.6103,1.6103,1.6109,1.613
08 Feb 00,1.6112,1.6112,1.6118,1.6139
07 Feb 00,1.5897,1.5896,1.5901,1.5922
04 Feb 00,1.5885,1.5885,1.589,1.591
03 Feb 00,1.6029,1.6029,1.6036,1.6062
02 Feb 00,1.6044,1.6046,1.6053,1.6077
01 Feb 00,1.6145,1.6146,1.6151,1.6166
31 Jan 00,1.6209,1.6209,1.6211,1.6217
28 Jan 00,1.6198,1.6197,1.6198,1.6205
27 Jan 00,1.6373,1.6372,1.637,1.6368
26 Jan 00,1.6405,1.6404,1.6402,1.6398
25 Jan 00,1.6498,1.6498,1.6495,1.6484
24 Jan 00,1.6521,1.652,1.6515,1.6505
21 Jan 00,1.6506,1.6505,1.65,1.6487
20 Jan 00,1.6492,1.6492,1.6486,1.6473
19 Jan 00,1.6403,1.6403,1.6397,1.6386
18 Jan 00,1.6378,1.6378,1.6371,1.636
17 Jan 00,1.6316,1.6317,1.6312,1.6301
14 Jan 00,1.6351,1.6351,1.6347,1.6338
13 Jan 00,1.6493,1.6494,1.649,1.6484
12 Jan 00,1.6463,1.6462,1.6457,1.6448
11 Jan 00,1.647,1.6469,1.6464,1.645
10 Jan 00,1.6379,1.6378,1.6372,1.6359
07 Jan 00,1.6374,1.6373,1.6367,1.6354
06 Jan 00,1.648,1.6479,1.6472,1.6453
05 Jan 00,1.6392,1.6391,1.6383,1.6363
04 Jan 00,1.6354,1.6353,1.6347,1.6332
30 Dec 99,1.6125,1.6123,1.6117,1.6104
29 Dec 99,1.6173,1.6172,1.6166,1.6155
24 Dec 99,1.619,1.6188,1.6182,1.617
23 Dec 99,1.6168,1.6166,1.616,1.6148
22 Dec 99,1.608,1.6079,1.6072,1.606
21 Dec 99,1.6116,1.6114,1.6107,1.6094
20 Dec 99,1.6058,1.6056,1.6048,1.6034
17 Dec 99,1.6102,1.61,1.6093,1.6076
16 Dec 99,1.6137,1.6135,1.613,1.6113
15 Dec 99,1.6083,1.6082,1.6076,1.6059
14 Dec 99,1.6159,1.6158,1.6153,1.6136
13 Dec 99,1.6247,1.6245,1.6238,1.6216
10 Dec 99,1.6241,1.624,1.6234,1.6213
09 Dec 99,1.625,1.6249,1.6245,1.6225
08 Dec 99,1.6265,1.6263,1.6257,1.6236
07 Dec 99,1.625,1.6248,1.6242,1.622
06 Dec 99,1.6184,1.6183,1.6176,1.6159
03 Dec 99,1.6027,1.6025,1.6021,1.6004
02 Dec 99,1.6,1.5999,1.5996,1.5982
01 Dec 99,1.5983,1.5983,1.5978,1.5961
30 Nov 99,1.5934,1.5935,1.5928,1.5906
29 Nov 99,1.6024,1.6024,1.6019,1.5996
26 Nov 99,1.6062,1.6069,1.6062,1.6039
25 Nov 99,1.6158,1.6165,1.6161,1.6137
24 Nov 99,1.6134,1.6141,1.6137,1.6114
23 Nov 99,1.6267,1.6276,1.627,1.6247
22 Nov 99,1.6215,1.6224,1.6218,1.6193
19 Nov 99,1.6176,1.6185,1.618,1.6156
18 Nov 99,1.617,1.6183,1.6179,1.6155
17 Nov 99,1.6252,1.6268,1.6266,1.6249
16 Nov 99,1.6184,1.6197,1.6197,1.6179
15 Nov 99,1.6204,1.6219,1.6219,1.6205
12 Nov 99,1.6144,1.6159,1.6158,1.615
11 Nov 99,1.6226,1.6238,1.6238,1.6227
10 Nov 99,1.626,1.6271,1.627,1.6259
09 Nov 99,1.622,1.623,1.6226,1.6207
08 Nov 99,1.6173,1.6183,1.6179,1.6159
05 Nov 99,1.6239,1.6249,1.6245,1.6226
04 Nov 99,1.6392,1.64,1.6393,1.6366
03 Nov 99,1.6438,1.6513,1.6428,1.6409
02 Nov 99,1.6468,1.6476,1.6468,1.6431
01 Nov 99,1.6424,1.6433,1.6426,1.6391
29 Oct 99,1.6408,1.6417,1.6412,1.6378
28 Oct 99,1.6399,1.6411,1.6399,1.6375
27 Oct 99,1.6473,1.6485,1.6479,1.6453
26 Oct 99,1.654,1.6552,1.6547,1.6521
25 Oct 99,1.6629,1.664,1.6635,1.6611
22 Oct 99,1.6636,1.6648,1.6642,1.6617
21 Oct 99,1.6763,1.6775,1.6767,1.674
20 Oct 99,1.6673,1.6684,1.6678,1.665
19 Oct 99,1.6696,1.6707,1.67,1.667
18 Oct 99,1.6697,1.6706,1.6701,1.6672
15 Oct 99,1.6701,1.6712,1.6707,1.6681
14 Oct 99,1.6574,1.6583,1.6578,1.6556
13 Oct 99,1.6531,1.654,1.6535,1.6511
12 Oct 99,1.6541,1.6549,1.6544,1.6519
11 Oct 99,1.6523,1.6531,1.6527,1.6506
08 Oct 99,1.6536,1.6544,1.6539,1.6517
07 Oct 99,1.653,1.6537,1.6531,1.651
06 Oct 99,1.6564,1.6571,1.6562,1.6533
05 Oct 99,1.6532,1.654,1.6531,1.6498
04 Oct 99,1.6542,1.6548,1.6541,1.6507
01 Oct 99,1.6547,1.6597,1.6527,1.6511
30 Sep 99,1.647,1.6475,1.647,1.6434
29 Sep 99,1.6437,1.6448,1.6442,1.641
28 Sep 99,1.65,1.6503,1.6506,1.6473
27 Sep 99,1.6449,1.6452,1.6455,1.6423
24 Sep 99,1.6422,1.6425,1.6429,1.6395
23 Sep 99,1.6395,1.6398,1.6487,1.6372
22 Sep 99,1.6384,1.6388,1.6392,1.636
21 Sep 99,1.6312,1.6315,1.6318,1.6287
20 Sep 99,1.6217,1.622,1.6224,1.6193
17 Sep 99,1.6236,1.6239,1.6241,1.6209
16 Sep 99,1.6241,1.6244,1.6246,1.6216
15 Sep 99,1.6129,1.6132,1.6133,1.6104
14 Sep 99,1.6071,1.6075,1.6076,1.6048
13 Sep 99,1.6097,1.6099,1.6097,1.606
10 Sep 99,1.6237,1.6241,1.624,1.621
09 Sep 99,1.6301,1.6305,1.6305,1.6281
08 Sep 99,1.6202,1.6206,1.621,1.6188
07 Sep 99,1.6072,1.6081,1.61,1.61
06 Sep 99,1.6045,1.6055,1.6073,1.6073
03 Sep 99,1.6049,1.606,1.6078,1.6076
02 Sep 99,1.6116,1.6126,1.6144,1.6143
01 Sep 99,1.6048,1.6058,1.6075,1.6075
31 Aug 99,1.6088,1.6098,1.6115,1.6115
27 Aug 99,1.5883,1.5892,1.5908,1.5907
26 Aug 99,1.5868,1.5878,1.5893,1.5892
25 Aug 99,1.5892,1.5902,1.5917,1.5915
24 Aug 99,1.598,1.5988,1.6005,1.6003
23 Aug 99,1.6119,1.6129,1.6145,1.6147
20 Aug 99,1.6176,1.6187,1.6206,1.6213
19 Aug 99,1.6188,1.6199,1.6221,1.6233
18 Aug 99,1.6053,1.6064,1.6085,1.6095
17 Aug 99,1.6002,1.6012,1.6032,1.6038
16 Aug 99,1.6037,1.6047,1.6065,1.6073
13 Aug 99,1.6057,1.6066,1.6084,1.6091
12 Aug 99,1.6097,1.608,1.6125,1.6135
11 Aug 99,1.6103,1.6114,1.6134,1.6145
10 Aug 99,1.6135,1.6144,1.6164,1.617
09 Aug 99,1.6044,1.6051,1.6068,1.6069
06 Aug 99,1.6171,1.6178,1.6193,1.6187
05 Aug 99,1.6187,1.6192,1.6205,1.6194
04 Aug 99,1.6232,1.6238,1.6252,1.6252
03 Aug 99,1.6159,1.6165,1.6182,1.6188
02 Aug 99,1.6146,1.6152,1.6168,1.6177
30 Jul 99,1.6203,1.6209,1.6225,1.6234
29 Jul 99,1.6125,1.6131,1.6147,1.6152
28 Jul 99,1.5895,1.5903,1.5918,1.5925
27 Jul 99,1.5879,1.5887,1.5902,1.5911
26 Jul 99,1.5917,1.5925,1.594,1.5957
23 Jul 99,1.5768,1.5776,1.5794,1.5811
22 Jul 99,1.5832,1.5838,1.5854,1.5865
21 Jul 99,1.5739,1.5746,1.5762,1.5775
20 Jul 99,1.5713,1.5721,1.5741,1.5761
19 Jul 99,1.5612,1.562,1.5641,1.5664
16 Jul 99,1.566,1.5669,1.5692,1.5721
15 Jul 99,1.5692,1.57,1.5722,1.575
14 Jul 99,1.5628,1.5637,1.5663,1.5699
13 Jul 99,1.5568,1.5577,1.56,1.5635
12 Jul 99,1.5562,1.557,1.5593,1.5624
09 Jul 99,1.5532,1.5541,1.5562,1.5591
08 Jul 99,1.5579,1.5587,1.561,1.5639
07 Jul 99,1.5597,1.5606,1.5628,1.5661
06 Jul 99,1.5685,1.5693,1.5717,1.5747
05 Jul 99,1.5761,1.5769,1.5791,1.5818
02 Jul 99,1.5767,1.5775,1.5795,1.5824
01 Jul 99,1.5777,1.5785,1.5806,1.5837
30 Jun 99,1.5771,1.5781,1.5803,1.584
29 Jun 99,1.5805,1.5814,1.5836,1.5872
28 Jun 99,1.5822,1.583,1.585,1.5883
25 Jun 99,1.5889,1.5897,1.5916,1.5949
24 Jun 99,1.5814,1.5821,1.5839,1.5873
23 Jun 99,1.5785,1.5792,1.5812,1.5853
22 Jun 99,1.5883,1.5889,1.5907,1.5946
21 Jun 99,1.5873,1.5874,1.5892,1.5931
18 Jun 99,1.5933,1.5993,1.5951,1.5986
17 Jun 99,1.5919,1.5925,1.5942,1.5981
16 Jun 99,1.5897,1.5903,1.5922,1.5968
15 Jun 99,1.5944,1.5949,1.5969,1.6017
14 Jun 99,1.6101,1.6105,1.6125,1.6169
11 Jun 99,1.609,1.6097,1.6114,1.6147
10 Jun 99,1.6036,1.6037,1.6053,1.6085
09 Jun 99,1.5999,1.5998,1.6011,1.6041
08 Jun 99,1.6034,1.6033,1.6043,1.607
07 Jun 99,1.603,1.6028,1.6039,1.6069
04 Jun 99,1.6061,1.6059,1.6069,1.6092
03 Jun 99,1.6039,1.6037,1.6046,1.6069
02 Jun 99,1.609,1.6087,1.6096,1.612
01 Jun 99,1.6078,1.6076,1.6085,1.6113
28 May 99,1.6007,1.6004,1.6012,1.604
27 May 99,1.5963,1.596,1.5963,1.5996
26 May 99,1.5962,1.5959,1.5965,1.5989
25 May 99,1.601,1.6005,1.601,1.6029
