data source: https://au.investing.com/indices/us-spx-500-futures-historical-data,,,,,,
,,,,,,
Date,Price,Open,High,Low,Vol.,Change %
"Jul 19, 2007","1,559.75","1,555.50","1,565.00","1,548.50",1.34M,0.32
"Jul 20, 2007","1,545.00","1,559.00","1,561.75","1,537.25",2.19M,-0.95
"Jul 23, 2007","1,549.00","1,543.75","1,556.25","1,543.50",1.15M,0.26
"Jul 24, 2007","1,522.50","1,549.25","1,551.75","1,516.50",2.10M,-1.71
"Jul 25, 2007","1,524.75","1,522.50","1,532.25","1,510.50",2.39M,0.15
"Jul 26, 2007","1,488.00","1,523.50","1,529.50","1,471.00",3.65M,-2.41
"Jul 27, 2007","1,458.00","1,489.75","1,496.50","1,457.25",3.04M,-2.02
"Jul 30, 2007","1,480.75","1,460.00","1,484.75","1,455.00",2.21M,1.56
"Jul 31, 2007","1,462.00","1,480.50","1,495.75","1,456.25",2.59M,-1.27
"Aug 01, 2007","1,470.00","1,462.50","1,475.00","1,442.25",3.41M,0.55
"Aug 02, 2007","1,481.75","1,469.50","1,483.00","1,464.50",2.21M,0.8
"Aug 03, 2007","1,443.00","1,481.25","1,484.25","1,436.25",2.67M,-2.62
"Aug 06, 2007","1,467.75","1,439.50","1,473.50","1,432.25",2.86M,1.72
"Aug 07, 2007","1,482.50","1,468.25","1,494.75","1,460.75",2.61M,1
"Aug 08, 2007","1,504.00","1,482.00","1,510.50","1,480.50",2.71M,1.45
"Aug 09, 2007","1,458.00","1,502.25","1,504.50","1,456.50",3.21M,-3.06
"Aug 10, 2007","1,451.00","1,458.00","1,468.50","1,433.00",3.63M,-0.48
"Aug 13, 2007","1,455.00","1,454.50","1,472.50","1,453.50",1.80M,0.28
"Aug 14, 2007","1,434.25","1,455.25","1,462.75","1,430.25",2.60M,-1.43
"Aug 15, 2007","1,414.50","1,433.00","1,447.00","1,408.75",2.96M,-1.38
"Aug 16, 2007","1,424.50","1,414.50","1,433.00","1,374.50",4.82M,0.71
"Aug 17, 2007","1,450.00","1,424.75","1,471.50","1,399.50",3.32M,1.79
"Aug 20, 2007","1,449.00","1,448.75","1,457.00","1,434.50",1.75M,-0.07
"Aug 21, 2007","1,450.25","1,448.75","1,460.00","1,440.25",1.79M,0.09
"Aug 22, 2007","1,468.75","1,450.25","1,469.50","1,448.75",1.58M,1.28
"Aug 23, 2007","1,466.50","1,468.00","1,483.75","1,457.00",1.64M,-0.15
"Aug 24, 2007","1,483.50","1,466.50","1,484.00","1,460.00",1.19M,1.16
"Aug 27, 2007","1,469.75","1,483.25","1,483.50","1,468.00",911.86K,-0.93
"Aug 28, 2007","1,438.25","1,469.50","1,470.50","1,434.75",1.97M,-2.14
"Aug 29, 2007","1,465.50","1,438.50","1,467.25","1,435.00",2.01M,1.89
"Aug 30, 2007","1,461.50","1,465.25","1,471.50","1,452.50",1.86M,-0.27
"Aug 31, 2007","1,476.75","1,461.50","1,484.75","1,461.25",1.72M,1.04
"Sep 04, 2007","1,489.50","1,476.00","1,499.25","1,468.50",1.61M,0.86
"Sep 05, 2007","1,476.50","1,488.75","1,489.50","1,468.25",1.94M,-0.87
"Sep 06, 2007","1,479.50","1,476.25","1,484.50","1,469.50",1.52M,0.2
"Sep 07, 2007","1,459.75","1,479.25","1,480.25","1,450.25",2.46M,-1.33
"Sep 10, 2007","1,455.25","1,458.50","1,465.50","1,440.75",2.09M,-0.31
"Sep 11, 2007","1,472.75","1,454.75","1,474.50","1,453.25",1.86M,1.2
"Sep 12, 2007","1,476.25","1,472.00","1,481.25","1,465.75",1.80M,0.24
"Sep 13, 2007","1,485.00","1,475.75","1,491.00","1,471.00",865.14K,0.59
"Sep 14, 2007","1,485.00","1,484.75","1,487.00","1,473.25",560.74K,0
"Sep 17, 2007","1,477.00","1,484.50","1,484.50","1,472.25",399.12K,-0.54
"Sep 18, 2007","1,520.00","1,477.50","1,521.00","1,472.25",671.59K,2.91
"Sep 19, 2007","1,528.75","1,519.00","1,539.00","1,518.75",580.29K,0.58
"Sep 20, 2007","1,519.75","1,528.25","1,529.50","1,516.75",369.68K,-0.59
"Sep 21, 2007","1,533.38","1,519.75","1,532.25","1,516.50",38.94K,0.9
"Sep 24, 2007","1,531.75","1,533.25","1,542.75","1,528.00",1.50M,-0.11
"Sep 25, 2007","1,529.00","1,531.25","1,531.50","1,518.75",1.58M,-0.18
"Sep 26, 2007","1,536.25","1,529.00","1,541.75","1,528.50",1.69M,0.47
"Sep 27, 2007","1,544.50","1,536.00","1,545.00","1,535.75",1.31M,0.54
"Sep 28, 2007","1,538.00","1,544.00","1,545.50","1,533.00",1.46M,-0.42
"Oct 01, 2007","1,556.50","1,540.50","1,561.00","1,535.25",1.70M,1.2
"Oct 02, 2007","1,554.50","1,556.50","1,560.00","1,551.25",1.27M,-0.13
"Oct 03, 2007","1,550.75","1,554.25","1,556.50","1,546.50",1.39M,-0.24
"Oct 04, 2007","1,552.25","1,550.75","1,554.75","1,548.00",925.29K,0.1
"Oct 05, 2007","1,570.75","1,552.50","1,573.50","1,550.50",1.70M,1.19
"Oct 08, 2007","1,562.75","1,570.50","1,570.50","1,559.75",718.34K,-0.51
"Oct 09, 2007","1,576.25","1,563.00","1,577.50","1,560.50",1.28M,0.86
"Oct 10, 2007","1,573.25","1,576.00","1,576.25","1,565.25",1.31M,-0.19
"Oct 11, 2007","1,565.25","1,573.00","1,586.75","1,556.25",2.28M,-0.51
"Oct 12, 2007","1,574.50","1,565.00","1,575.00","1,559.00",1.41M,0.59
"Oct 15, 2007","1,560.25","1,574.50","1,576.00","1,550.00",1.95M,-0.91
"Oct 16, 2007","1,547.50","1,560.25","1,561.75","1,545.25",1.84M,-0.82
"Oct 17, 2007","1,552.50","1,549.00","1,561.25","1,534.00",2.24M,0.32
"Oct 18, 2007","1,546.75","1,553.50","1,555.00","1,540.00",1.56M,-0.37
"Oct 19, 2007","1,505.75","1,547.00","1,549.50","1,505.00",2.69M,-2.65
"Oct 22, 2007","1,513.50","1,505.25","1,515.75","1,492.50",2.40M,0.51
"Oct 23, 2007","1,525.50","1,513.50","1,527.50","1,510.25",1.75M,0.79
"Oct 24, 2007","1,522.00","1,523.25","1,524.50","1,495.25",2.69M,-0.23
"Oct 25, 2007","1,525.00","1,522.25","1,529.75","1,505.50",1.95M,0.2
"Oct 26, 2007","1,542.50","1,528.00","1,543.25","1,521.75",1.55M,1.15
"Oct 29, 2007","1,547.00","1,542.00","1,551.00","1,540.75",1.02M,0.29
"Oct 30, 2007","1,536.00","1,547.25","1,548.00","1,534.75",1.02M,-0.71
"Oct 31, 2007","1,554.90","1,536.25","1,558.75","1,533.75",1.96M,1.23
"Nov 01, 2007","1,515.75","1,552.50","1,555.00","1,510.50",2.52M,-2.52
"Nov 02, 2007","1,517.50","1,515.75","1,525.00","1,496.75",2.78M,0.12
"Nov 05, 2007","1,505.50","1,515.75","1,516.25","1,494.25",2.09M,-0.79
"Nov 06, 2007","1,525.00","1,505.50","1,526.00","1,503.50",1.72M,1.3
"Nov 07, 2007","1,482.75","1,524.75","1,525.00","1,478.75",2.62M,-2.77
"Nov 08, 2007","1,475.50","1,482.00","1,491.00","1,454.00",3.10M,-0.49
"Nov 09, 2007","1,455.00","1,476.50","1,480.25","1,451.75",2.53M,-1.39
"Nov 12, 2007","1,440.25","1,453.75","1,469.25","1,439.50",1.95M,-1.01
"Nov 13, 2007","1,483.25","1,441.00","1,486.25","1,437.25",2.06M,2.99
"Nov 14, 2007","1,478.00","1,483.00","1,496.75","1,470.00",1.89M,-0.35
"Nov 15, 2007","1,458.00","1,478.00","1,482.00","1,446.75",2.26M,-1.35
"Nov 16, 2007","1,460.25","1,457.75","1,466.75","1,447.50",2.14M,0.15
"Nov 19, 2007","1,437.50","1,460.25","1,465.75","1,433.25",2.10M,-1.56
"Nov 20, 2007","1,446.00","1,438.50","1,456.40","1,422.00",2.97M,0.59
"Nov 21, 2007","1,417.75","1,446.75","1,448.00","1,417.00",2.00M,-1.95
"Nov 23, 2007","1,442.00","1,418.50","1,444.00","1,417.50",693.71K,1.71
"Nov 26, 2007","1,409.25","1,442.00","1,454.25","1,406.75",2.32M,-2.27
"Nov 27, 2007","1,426.50","1,409.50","1,432.75","1,406.25",2.56M,1.22
"Nov 28, 2007","1,470.50","1,426.50","1,475.00","1,420.50",2.42M,3.08
"Nov 29, 2007","1,471.50","1,471.00","1,477.00","1,460.75",1.82M,0.07
"Nov 30, 2007","1,483.75","1,470.50","1,492.25","1,468.50",2.02M,0.83
"Dec 03, 2007","1,475.50","1,484.00","1,486.25","1,472.00",1.47M,-0.56
"Dec 04, 2007","1,463.25","1,475.50","1,476.00","1,462.50",1.38M,-0.83
"Dec 05, 2007","1,487.00","1,463.50","1,489.00","1,463.00",1.73M,1.62
"Dec 06, 2007","1,507.50","1,487.25","1,510.75","1,482.00",1.72M,1.38
"Dec 07, 2007","1,507.25","1,507.50","1,515.25","1,500.75",1.28M,-0.02
"Dec 10, 2007","1,518.75","1,506.50","1,520.75","1,501.00",1.15M,0.76
"Dec 11, 2007","1,478.00","1,518.50","1,527.00","1,475.50",2.33M,-2.68
"Dec 12, 2007","1,490.25","1,477.25","1,517.00","1,468.75",3.01M,0.83
"Dec 13, 2007","1,488.00","1,490.00","1,492.25","1,469.75",1.40M,-0.15
"Dec 14, 2007","1,468.00","1,488.25","1,494.00","1,467.50",658.53K,-1.34
"Dec 17, 2007","1,446.50","1,468.00","1,468.00","1,444.75",630.34K,-1.46
"Dec 18, 2007","1,455.75","1,447.00","1,461.75","1,435.50",570.95K,0.64
"Dec 19, 2007","1,454.00","1,455.50","1,464.50","1,445.00",411.03K,-0.12
"Dec 20, 2007","1,464.00","1,453.00","1,464.50","1,447.00",278.40K,0.69
"Dec 21, 2007","1,474.95","1,463.00","1,478.50","1,461.00",44.61K,0.75
"Dec 24, 2007","1,506.50","1,497.00","1,509.75","1,495.00",253.39K,2.14
"Dec 26, 2007","1,509.75","1,506.50","1,511.00","1,499.25",363.60K,0.22
"Dec 27, 2007","1,489.75","1,509.75","1,511.00","1,485.00",901.03K,-1.32
"Dec 28, 2007","1,485.50","1,489.75","1,503.00","1,481.00",792.59K,-0.29
"Dec 31, 2007","1,477.25","1,485.25","1,489.00","1,471.00",671.36K,-0.56
"Jan 02, 2008","1,458.50","1,478.75","1,482.75","1,449.00",1.62M,-1.27
"Jan 03, 2008","1,458.75","1,458.50","1,464.75","1,451.00",1.27M,0.02
"Jan 04, 2008","1,423.00","1,458.75","1,463.25","1,417.50",2.20M,-2.45
"Jan 07, 2008","1,421.50","1,422.50","1,432.25","1,410.00",2.44M,-0.11
"Jan 08, 2008","1,397.00","1,421.75","1,437.75","1,393.00",2.90M,-1.72
"Jan 09, 2008","1,411.50","1,397.25","1,416.50","1,385.00",2.81M,1.04
"Jan 10, 2008","1,421.00","1,412.50","1,436.25","1,401.50",2.74M,0.67
"Jan 11, 2008","1,407.75","1,420.50","1,423.75","1,400.25",2.19M,-0.93
"Jan 14, 2008","1,420.25","1,408.50","1,424.50","1,398.00",1.46M,0.89
"Jan 15, 2008","1,388.00","1,421.00","1,422.50","1,385.25",2.44M,-2.27
"Jan 16, 2008","1,376.00","1,381.75","1,397.50","1,368.50",3.22M,-0.86
"Jan 17, 2008","1,339.75","1,377.25","1,389.25","1,334.00",3.40M,-2.63
"Jan 18, 2008","1,325.25","1,340.75","1,360.50","1,315.75",3.22M,-1.08
"Jan 22, 2008","1,309.25","1,327.75","1,331.50","1,255.50",4.73M,-1.21
"Jan 23, 2008","1,341.50","1,311.75","1,344.50","1,261.00",4.12M,2.46
"Jan 24, 2008","1,352.25","1,342.25","1,357.25","1,333.25",2.43M,0.8
"Jan 25, 2008","1,334.00","1,356.00","1,370.75","1,328.25",2.54M,-1.35
"Jan 28, 2008","1,354.50","1,336.00","1,358.25","1,310.25",2.01M,1.54
"Jan 29, 2008","1,362.00","1,353.75","1,367.00","1,350.25",1.58M,0.55
"Jan 30, 2008","1,350.50","1,361.50","1,387.50","1,347.25",2.61M,-0.84
"Jan 31, 2008","1,379.50","1,349.75","1,387.25","1,331.50",3.19M,2.15
"Feb 01, 2008","1,397.00","1,373.00","1,398.00","1,371.50",2.29M,1.27
"Feb 04, 2008","1,378.75","1,396.75","1,400.00","1,378.00",1.22M,-1.31
"Feb 05, 2008","1,343.25","1,379.25","1,381.25","1,337.50",2.52M,-2.57
"Feb 06, 2008","1,330.00","1,343.25","1,353.25","1,324.75",2.16M,-0.99
"Feb 07, 2008","1,340.25","1,331.75","1,348.50","1,312.75",2.93M,0.77
"Feb 08, 2008","1,330.25","1,340.50","1,348.50","1,312.75",1.71M,-0.75
"Feb 11, 2008","1,338.25","1,329.50","1,342.50","1,320.25",1.84M,0.6
"Feb 12, 2008","1,349.75","1,337.75","1,363.50","1,332.75",2.25M,0.86
"Feb 13, 2008","1,363.75","1,349.50","1,370.50","1,343.50",1.84M,1.04
"Feb 14, 2008","1,351.00","1,364.00","1,371.50","1,347.25",1.90M,-0.93
"Feb 15, 2008","1,351.25","1,350.25","1,357.25","1,337.00",1.47M,0.02
"Feb 19, 2008","1,355.50","1,350.00","1,369.75","1,345.25",1.72M,0.31
"Feb 20, 2008","1,359.00","1,355.00","1,369.75","1,332.75",2.21M,0.26
"Feb 21, 2008","1,347.00","1,358.25","1,369.25","1,339.25",2.03M,-0.88
"Feb 22, 2008","1,355.50","1,346.50","1,357.50","1,327.00",2.02M,0.63
"Feb 25, 2008","1,371.50","1,354.50","1,375.50","1,346.25",2.04M,1.18
"Feb 26, 2008","1,382.75","1,371.00","1,388.50","1,363.75",2.10M,0.82
"Feb 27, 2008","1,380.50","1,381.75","1,390.00","1,371.00",1.84M,-0.16
"Feb 28, 2008","1,365.75","1,380.00","1,381.50","1,363.50",1.80M,-1.07
"Feb 29, 2008","1,331.25","1,366.00","1,367.00","1,325.25",2.30M,-2.53
"Mar 03, 2008","1,332.00","1,329.50","1,335.75","1,320.00",1.94M,0.06
"Mar 04, 2008","1,327.00","1,332.50","1,337.50","1,307.00",2.76M,-0.38
"Mar 05, 2008","1,335.50","1,328.00","1,345.00","1,320.25",2.47M,0.64
"Mar 06, 2008","1,308.00","1,335.75","1,345.00","1,302.25",2.52M,-2.06
"Mar 07, 2008","1,292.75","1,307.00","1,318.50","1,282.25",3.08M,-1.17
"Mar 10, 2008","1,275.50","1,292.00","1,299.50","1,272.50",2.38M,-1.33
"Mar 11, 2008","1,324.00","1,276.50","1,324.25","1,272.25",3.22M,3.8
"Mar 12, 2008","1,309.50","1,323.00","1,334.25","1,308.00",2.55M,-1.1
"Mar 13, 2008","1,313.25","1,310.00","1,322.50","1,282.00",1.85M,0.29
"Mar 14, 2008","1,291.50","1,312.75","1,333.75","1,274.25",1.35M,-1.66
"Mar 17, 2008","1,278.50","1,291.00","1,315.00","1,253.00",975.57K,-1.01
"Mar 18, 2008","1,332.50","1,279.75","1,332.75","1,278.00",753.29K,4.22
"Mar 19, 2008","1,298.50","1,331.00","1,342.25","1,296.00",534.14K,-2.55
"Mar 20, 2008","1,302.64","1,300.00","1,306.50","1,288.25",49.10K,0.32
"Mar 24, 2008","1,351.50","1,326.25","1,361.50","1,325.25",1.43M,3.75
"Mar 25, 2008","1,351.50","1,351.50","1,359.50","1,342.00",1.73M,0
"Mar 26, 2008","1,335.50","1,351.25","1,351.75","1,334.00",1.60M,-1.18
"Mar 27, 2008","1,329.75","1,335.00","1,348.00","1,326.50",2.02M,-0.43
"Mar 28, 2008","1,319.00","1,330.25","1,340.50","1,313.75",1.53M,-0.81
"Mar 31, 2008","1,324.00","1,319.00","1,330.50","1,309.50",1.62M,0.38
"Apr 01, 2008","1,370.50","1,321.25","1,372.50","1,315.75",2.33M,3.51
"Apr 02, 2008","1,371.00","1,370.25","1,380.00","1,363.00",1.84M,0.04
"Apr 03, 2008","1,373.50","1,370.00","1,377.75","1,359.50",1.60M,0.18
"Apr 04, 2008","1,372.00","1,373.50","1,388.00","1,364.25",1.92M,-0.11
"Apr 07, 2008","1,372.25","1,372.50","1,389.00","1,369.75",1.48M,0.02
"Apr 08, 2008","1,371.00","1,371.25","1,372.25","1,362.25",1.41M,-0.09
"Apr 09, 2008","1,360.25","1,370.75","1,377.50","1,351.25",1.83M,-0.78
"Apr 10, 2008","1,362.75","1,359.25","1,369.25","1,351.25",1.79M,0.18
"Apr 11, 2008","1,335.50","1,362.50","1,369.00","1,331.75",2.02M,-2
"Apr 14, 2008","1,331.25","1,335.25","1,337.25","1,325.75",1.46M,-0.32
"Apr 15, 2008","1,336.00","1,331.00","1,338.75","1,325.00",1.75M,0.36
"Apr 16, 2008","1,371.00","1,342.75","1,371.50","1,337.25",2.09M,2.62
"Apr 17, 2008","1,372.25","1,371.00","1,374.50","1,358.50",1.79M,0.09
"Apr 18, 2008","1,388.00","1,374.50","1,398.25","1,370.00",1.99M,1.15
"Apr 21, 2008","1,388.25","1,389.00","1,394.00","1,380.75",1.26M,0.02
"Apr 22, 2008","1,380.75","1,384.75","1,390.75","1,370.75",1.75M,-0.54
"Apr 23, 2008","1,378.50","1,380.50","1,389.75","1,372.75",1.83M,-0.16
"Apr 24, 2008","1,386.00","1,379.75","1,399.25","1,368.00",2.15M,0.54
"Apr 25, 2008","1,397.00","1,386.50","1,400.75","1,380.50",1.57M,0.79
"Apr 28, 2008","1,397.50","1,398.75","1,404.75","1,393.50",1.16M,0.04
"Apr 29, 2008","1,391.25","1,397.25","1,399.00","1,387.00",1.45M,-0.45
"Apr 30, 2008","1,386.00","1,388.00","1,407.00","1,383.50",1.92M,-0.38
"May 01, 2008","1,411.50","1,383.00","1,412.25","1,382.25",1.90M,1.84
"May 02, 2008","1,415.75","1,411.25","1,427.00","1,406.00",1.92M,0.3
"May 05, 2008","1,408.25","1,413.50","1,417.25","1,400.75",1.25M,-0.53
"May 06, 2008","1,420.75","1,409.00","1,422.25","1,397.00",1.89M,0.89
"May 07, 2008","1,395.25","1,421.25","1,424.00","1,390.50",1.94M,-1.79
"May 08, 2008","1,392.00","1,394.00","1,403.00","1,389.25",1.70M,-0.23
"May 09, 2008","1,389.00","1,391.25","1,393.25","1,381.75",1.63M,-0.22
"May 12, 2008","1,404.75","1,387.50","1,405.00","1,386.25",1.57M,1.13
"May 13, 2008","1,404.75","1,403.50","1,410.75","1,396.50",1.53M,0
"May 14, 2008","1,407.75","1,404.00","1,421.50","1,398.75",1.74M,0.21
"May 15, 2008","1,424.50","1,407.50","1,425.50","1,405.00",1.75M,1.19
"May 16, 2008","1,425.75","1,424.25","1,429.50","1,414.75",1.79M,0.09
"May 19, 2008","1,429.75","1,425.25","1,441.00","1,421.75",1.79M,0.28
"May 20, 2008","1,417.50","1,428.75","1,429.25","1,409.00",1.87M,-0.86
"May 21, 2008","1,393.00","1,417.00","1,421.00","1,388.00",2.37M,-1.73
"May 22, 2008","1,393.25","1,393.00","1,399.75","1,390.25",1.73M,0.02
"May 23, 2008","1,373.50","1,393.75","1,395.00","1,372.75",1.52M,-1.42
"May 27, 2008","1,384.75","1,374.25","1,387.75","1,370.50",1.57M,0.82
"May 28, 2008","1,391.50","1,385.00","1,393.25","1,377.75",1.70M,0.49
"May 29, 2008","1,397.75","1,390.00","1,407.00","1,386.75",1.72M,0.45
"May 30, 2008","1,400.50","1,397.75","1,405.00","1,395.00",1.18M,0.2
"Jun 02, 2008","1,385.50","1,400.75","1,401.00","1,377.50",1.71M,-1.07
"Jun 03, 2008","1,378.50","1,385.75","1,393.50","1,369.25",2.16M,-0.51
"Jun 04, 2008","1,377.50","1,378.25","1,388.50","1,371.00",2.09M,-0.07
"Jun 05, 2008","1,405.25","1,376.75","1,405.75","1,375.50",1.99M,2.01
"Jun 06, 2008","1,359.50","1,404.50","1,411.00","1,358.50",2.77M,-3.26
"Jun 09, 2008","1,363.50","1,358.75","1,371.50","1,350.50",2.14M,0.29
"Jun 10, 2008","1,356.25","1,362.00","1,367.25","1,347.25",2.21M,-0.53
"Jun 11, 2008","1,335.75","1,356.25","1,363.50","1,335.00",2.60M,-1.51
"Jun 12, 2008","1,341.00","1,335.25","1,353.50","1,331.00",1.42M,0.39
"Jun 13, 2008","1,357.50","1,340.75","1,361.50","1,337.00",746.59K,1.23
"Jun 16, 2008","1,357.75","1,357.00","1,365.00","1,349.25",552.32K,0.02
"Jun 17, 2008","1,351.00","1,357.75","1,370.25","1,349.00",523.29K,-0.5
"Jun 18, 2008","1,337.00","1,350.75","1,353.25","1,332.75",437.32K,-1.04
"Jun 19, 2008","1,340.00","1,336.75","1,348.00","1,330.50",357.09K,0.22
"Jun 20, 2008","1,339.28","1,341.00","1,341.50","1,329.00",32.62K,-0.05
"Jun 23, 2008","1,318.25","1,320.75","1,327.75","1,316.25",1.45M,-1.57
"Jun 24, 2008","1,315.50","1,317.75","1,328.00","1,305.25",2.12M,-0.21
"Jun 25, 2008","1,322.50","1,315.00","1,337.75","1,314.50",2.07M,0.53
"Jun 26, 2008","1,284.50","1,322.25","1,322.25","1,283.00",2.64M,-2.87
"Jun 27, 2008","1,280.00","1,285.00","1,291.75","1,272.75",2.34M,-0.35
"Jun 30, 2008","1,281.00","1,281.75","1,292.00","1,275.25",2.17M,0.08
"Jul 01, 2008","1,286.25","1,283.00","1,286.75","1,261.00",3.20M,0.41
"Jul 02, 2008","1,262.75","1,286.25","1,294.75","1,261.00",2.43M,-1.83
"Jul 03, 2008","1,265.00","1,263.50","1,273.75","1,251.75",1.85M,0.18
"Jul 04, 2008","1,265.00","1,265.50","1,269.25","1,256.50",0,0
"Jul 07, 2008","1,251.75","1,258.50","1,275.00","1,240.75",2.58M,-1.05
"Jul 08, 2008","1,273.75","1,252.00","1,275.75","1,236.50",2.75M,1.76
"Jul 09, 2008","1,248.00","1,274.50","1,278.75","1,244.75",2.41M,-2.02
"Jul 10, 2008","1,254.50","1,249.00","1,259.25","1,237.00",3.03M,0.52
"Jul 11, 2008","1,239.75","1,254.75","1,261.75","1,225.50",3.25M,-1.18
"Jul 14, 2008","1,228.25","1,240.00","1,260.50","1,224.75",2.66M,-0.93
"Jul 15, 2008","1,211.50","1,229.00","1,235.75","1,200.75",3.66M,-1.36
"Jul 16, 2008","1,241.00","1,212.75","1,246.25","1,202.50",2.89M,2.43
"Jul 17, 2008","1,253.50","1,240.00","1,263.00","1,238.00",2.89M,1.01
"Jul 18, 2008","1,260.50","1,250.25","1,263.00","1,241.00",1.92M,0.56
"Jul 21, 2008","1,261.50","1,259.25","1,269.00","1,255.00",1.54M,0.08
"Jul 22, 2008","1,274.25","1,258.00","1,278.00","1,247.25",2.10M,1.01
"Jul 23, 2008","1,282.50","1,275.00","1,291.25","1,272.75",2.13M,0.65
"Jul 24, 2008","1,253.75","1,281.25","1,285.00","1,251.00",1.99M,-2.24
"Jul 25, 2008","1,253.75","1,253.25","1,262.75","1,249.25",1.61M,0
"Jul 28, 2008","1,235.00","1,255.25","1,260.00","1,233.00",1.62M,-1.5
"Jul 29, 2008","1,261.75","1,234.75","1,263.25","1,231.50",2.10M,2.17
"Jul 30, 2008","1,284.75","1,261.50","1,285.00","1,259.75",2.35M,1.82
"Jul 31, 2008","1,267.00","1,284.50","1,290.00","1,265.00",2.33M,-1.38
"Aug 01, 2008","1,260.25","1,266.50","1,275.00","1,253.00",1.86M,-0.53
"Aug 04, 2008","1,248.75","1,261.25","1,263.25","1,246.25",1.52M,-0.91
"Aug 05, 2008","1,283.00","1,249.25","1,284.50","1,247.25",2.00M,2.74
"Aug 06, 2008","1,287.75","1,282.75","1,291.75","1,275.25",1.73M,0.37
"Aug 07, 2008","1,268.00","1,288.25","1,289.00","1,263.50",1.99M,-1.53
"Aug 08, 2008","1,292.25","1,268.00","1,298.00","1,262.00",2.18M,1.91
"Aug 11, 2008","1,305.00","1,291.50","1,313.50","1,288.00",2.10M,0.99
"Aug 12, 2008","1,291.50","1,303.75","1,307.75","1,285.25",1.74M,-1.03
"Aug 13, 2008","1,284.50","1,291.25","1,294.50","1,274.50",2.18M,-0.54
"Aug 14, 2008","1,293.75","1,284.75","1,300.75","1,275.25",1.88M,0.72
"Aug 15, 2008","1,299.75","1,293.50","1,302.50","1,290.50",1.47M,0.46
"Aug 18, 2008","1,282.00","1,299.50","1,306.00","1,274.00",1.70M,-1.37
"Aug 19, 2008","1,268.50","1,282.00","1,283.00","1,262.75",1.72M,-1.05
"Aug 20, 2008","1,273.75","1,268.00","1,276.75","1,260.50",1.77M,0.41
"Aug 21, 2008","1,275.50","1,273.75","1,281.75","1,263.25",1.60M,0.14
"Aug 22, 2008","1,292.25","1,275.25","1,294.00","1,271.50",1.38M,1.31
"Aug 25, 2008","1,266.50","1,291.00","1,292.25","1,264.25",1.64M,-1.99
"Aug 26, 2008","1,271.75","1,266.75","1,275.75","1,262.50",1.46M,0.41
"Aug 27, 2008","1,282.00","1,271.50","1,285.25","1,265.50",1.44M,0.81
"Aug 28, 2008","1,298.00","1,281.75","1,300.00","1,275.50",1.51M,1.25
"Aug 29, 2008","1,282.50","1,297.00","1,298.00","1,281.50",1.35M,-1.19
"Sep 02, 2008","1,276.50","1,282.00","1,303.50","1,271.50",2.29M,-0.47
"Sep 03, 2008","1,275.25","1,276.25","1,281.00","1,265.25",2.16M,-0.1
"Sep 04, 2008","1,236.50","1,275.50","1,277.00","1,235.00",2.84M,-3.04
"Sep 05, 2008","1,241.00","1,236.50","1,245.25","1,216.50",2.96M,0.36
"Sep 08, 2008","1,267.00","1,263.50","1,282.00","1,246.75",3.23M,2.1
"Sep 09, 2008","1,226.50","1,267.00","1,275.00","1,223.50",3.35M,-3.2
"Sep 10, 2008","1,233.25","1,228.00","1,244.75","1,220.25",3.01M,0.55
"Sep 11, 2008","1,251.00","1,232.25","1,252.75","1,211.25",2.06M,1.44
"Sep 12, 2008","1,257.25","1,251.00","1,257.75","1,233.50",1.09M,0.5
"Sep 15, 2008","1,195.00","1,230.25","1,237.75","1,194.50",1.20M,-4.95
"Sep 16, 2008","1,214.25","1,196.75","1,219.00","1,161.75",1.16M,1.61
"Sep 17, 2008","1,160.75","1,215.50","1,227.75","1,154.50",880.53K,-4.41
"Sep 18, 2008","1,198.25","1,163.75","1,213.25","1,133.00",913.55K,3.23
"Sep 19, 2008","1,279.31","1,201.00","1,263.00","1,197.25",134.02K,6.76
"Sep 22, 2008","1,213.75","1,244.00","1,250.25","1,205.25",2.76M,-5.12
"Sep 23, 2008","1,187.00","1,215.75","1,222.75","1,185.50",3.10M,-2.2
"Sep 24, 2008","1,193.00","1,188.00","1,210.25","1,180.25",2.40M,0.51
"Sep 25, 2008","1,213.50","1,192.25","1,224.75","1,186.00",2.74M,1.72
"Sep 26, 2008","1,214.50","1,212.25","1,221.25","1,184.75",2.23M,0.08
"Sep 29, 2008","1,118.75","1,220.00","1,221.25","1,113.50",3.95M,-7.88
"Sep 30, 2008","1,169.00","1,118.25","1,175.75","1,112.00",2.93M,4.49
"Oct 01, 2008","1,168.50","1,167.50","1,173.00","1,143.75",2.50M,-0.04
"Oct 02, 2008","1,124.50","1,168.25","1,174.00","1,115.25",2.74M,-3.77
"Oct 03, 2008","1,108.25","1,124.75","1,161.00","1,102.50",3.19M,-1.45
"Oct 06, 2008","1,053.25","1,103.75","1,104.00","1,009.00",4.48M,-4.96
"Oct 07, 2008","1,005.75","1,054.00","1,078.00",999.5,4.30M,-4.51
"Oct 08, 2008",981,"1,004.00","1,045.00",963,5.31M,-2.46
"Oct 09, 2008",912.5,981.25,"1,010.00",905.5,4.17M,-6.98
"Oct 10, 2008",891,913.5,943,837,5.90M,-2.36
"Oct 13, 2008","1,016.75",909.5,"1,017.50",909.25,3.36M,14.11
"Oct 14, 2008","1,002.25","1,012.00","1,067.00",974.25,4.09M,-1.43
